28,31,16,33,23,25,30,14,25,26,36,31,24,28,20,24,35,24,27,21,29,0,27,27,31,47,27,29,40,17,24,15,26,16,29,18,23,19,27,12,19,25,23,14,25,16,20,21,30,25,37,27,26,29,27,28,26,14,31,19,23,41,17,27,30,23,29,16,49,22,25,21,34,25,30,42,29,30,26,20,33,28,35,17,19,17,46,27,28,52,16,14,19,24,25,28,26,53,17,21,18,35,20,20,30,23,27,47,45,29,43,15
15,19,24,21,13,29,38,30,33,29,38,36,16,24,29,19,44,33,18,26,34,27,0,30,38,42,4,33,31,20,18,23,30,21,15,18,24,28,31,25,25,21,13,26,30,18,24,24,7,29,38,30,31,35,9,14,11,25,25,23,16,32,22,31,22,28,21,18,40,22,15,27,29,24,34,40,23,29,31,27,31,22,20,27,23,21,44,21,30,48,22,25,20,15,29,4,7,49,16,26,25,20,25,25,15,25,25,42,42,27,34,30
35,36,23,41,31,11,22,22,8,13,39,20,32,28,18,37,39,9,37,21,23,27,30,0,35,52,38,21,51,19,30,21,21,29,35,28,19,26,14,25,21,18,33,22,23,27,27,28,42,23,41,11,25,27,37,39,35,24,38,27,37,53,22,7,40,23,29,29,61,22,35,25,38,13,13,46,30,15,21,25,47,30,47,25,27,21,50,31,10,56,20,23,21,34,23,40,36,57,27,23,20,46,28,30,41,27,13,52,49,8,55,31
43,36,22,39,32,29,19,21,32,33,16,28,29,34,29,29,13,32,33,32,28,31,38,35,0,25,40,29,36,21,36,19,31,26,40,31,29,17,33,27,26,31,35,25,26,32,25,29,44,32,15,33,28,21,42,42,40,23,43,25,31,37,23,33,43,29,34,28,47,27,35,23,44,35,36,19,36,37,34,18,22,35,48,21,24,22,23,37,33,29,23,21,24,38,32,41,39,30,32,27,25,48,26,29,42,26,37,25,22,40,39,21
35,34,38,36,35,45,34,37,48,48,25,43,33,50,44,33,26,47,33,48,44,47,42,52,25,0,46,47,34,41,56,39,51,45,60,50,48,35,53,46,46,50,40,44,47,51,44,49,48,52,18,52,47,40,46,43,48,43,65,44,39,46,43,53,53,49,54,47,44,46,36,44,65,55,55,8,56,58,54,37,26,55,45,40,44,41,3,57,53,24,42,41,44,43,53,46,43,26,52,47,46,45,45,49,40,45,56,1,4,60,37,40
18,20,23,20,14,28,38,30,33,29,39,36,17,24,29,19,44,33,17,25,34,27,4,38,40,46,0,33,30,20,20,23,30,21,17,18,24,28,31,25,25,21,13,26,30,19,24,24,8,29,38,31,31,35,11,14,12,25,27,23,15,31,22,31,24,28,23,18,39,22,14,27,30,24,34,40,25,29,31,28,30,24,21,27,23,21,44,23,30,48,22,25,20,14,29,7,7,49,16,26,25,21,25,26,16,25,25,43,43,27,33,30
38,38,20,43,33,17,15,25,19,20,35,14,34,33,19,39,34,15,37,29,17,29,33,21,29,47,33,0,47,16,33,18,12,20,37,25,21,22,14,21,18,21,29,18,16,23,21,28,37,18,34,19,16,18,35,35,33,20,41,23,33,49,18,18,37,19,32,22,57,21,31,21,41,22,20,39,33,19,12,25,41,32,41,24,22,18,43,34,20,49,17,20,22,31,14,35,32,50,23,17,17,41,25,24,36,25,20,44,41,21,51,27
28,24,37,29,24,46,39,39,47,44,31,43,25,45,42,26,35,46,26,37,53,40,31,51,36,34,30,47,0,37,40,39,47,36,37,35,41,35,49,39,42,39,22,44,50,32,41,38,33,46,29,48,47,39,30,30,32,42,46,40,21,9,37,49,40,45,45,32,16,42,23,43,49,41,52,26,46,47,49,36,21,46,32,44,40,38,31,43,48,37,39,42,37,25,46,30,27,38,33,42,43,33,42,37,27,40,42,28,29,45,11,33
25,25,5,30,19,16,23,11,17,20,28,21,21,22,11,26,27,17,24,17,19,17,20,19,21,41,20,16,37,0,19,5,13,9,23,13,16,9,15,10,7,19,17,8,11,11,9,13,25,12,24,15,14,16,22,23,21,12,26,8,20,36,8,15,25,11,18,11,44,11,19,9,26,22,17,29,19,18,14,9,32,18,30,9,8,7,33,20,15,39,5,8,9,19,11,23,20,40,12,9,8,30,10,13,24,9,20,34,31,21,38,15
24,31,18,31,24,20,38,25,27,23,42,36,27,5,22,30,42,26,29,21,34,24,18,30,36,56,20,33,40,19,0,19,21,22,15,21,14,23,20,24,20,16,25,21,26,16,17,19,18,21,39,26,29,31,16,21,15,26,12,17,28,44,22,29,19,19,11,21,53,16,27,22,17,19,32,44,12,21,26,23,40,8,29,23,17,19,47,13,27,54,18,21,14,26,27,21,20,55,17,20,21,29,18,21,24,18,20,50,46,22,46,29
28,28,9,32,22,15,21,9,18,17,26,19,23,19,14,23,25,17,27,18,17,15,23,21,19,39,23,18,39,5,19,0,17,10,25,16,14,11,18,8,9,16,20,9,13,16,10,14,27,17,27,18,16,19,26,26,24,5,28,10,23,39,8,18,28,14,19,16,48,12,22,9,28,20,21,31,21,22,18,11,34,19,32,8,9,8,35,21,18,41,7,3,10,21,16,26,23,42,17,13,8,32,11,14,27,11,21,37,34,25,41,16
35,35,14,40,30,5,30,21,14,9,38,19,31,21,10,36,37,8,34,18,20,26,30,21,31,51,30,12,47,13,21,17,0,16,26,26,11,21,8,20,17,11,28,17,16,22,12,14,31,8,37,14,17,20,28,35,26,19,29,15,32,47,16,18,32,10,20,22,56,10,31,20,30,12,20,42,22,10,11,20,42,21,42,20,15,17,45,23,15,51,16,19,11,30,13,35,32,52,23,9,17,42,16,16,36,14,14,46,44,16,50,26
26,25,5,29,19,17,28,15,22,20,32,26,21,23,12,26,31,18,23,11,23,16,21,29,26,45,21,20,36,9,22,10,16,0,25,13,21,20,21,12,15,23,19,14,20,10,16,11,29,22,33,21,21,30,23,28,22,16,28,14,23,39,10,21,26,17,27,10,47,17,22,17,36,19,25,38,29,30,21,22,34,27,34,17,13,11,41,30,22,48,12,15,17,21,19,28,25,48,11,17,15,34,15,10,29,13,21,43,40,23,41,17
21,28,22,28,21,24,42,29,31,27,46,41,24,20,27,27,45,30,26,25,38,29,15,35,40,60,17,37,37,23,15,25,26,25,0,24,19,30,26,30,26,21,22,27,32,21,23,25,15,27,45,32,35,38,9,18,11,32,21,22,26,42,24,36,19,25,16,20,50,21,24,28,25,25,39,51,18,28,32,29,42,17,26,29,23,25,54,19,33,55,24,27,20,24,34,18,17,56,21,26,28,26,24,24,21,24,26,49,53,28,43,35
22,24,13,28,18,19,30,24,24,20,37,28,20,21,21,25,36,23,25,15,26,18,18,28,31,50,18,25,35,13,21,16,26,13,24,0,18,20,27,22,18,15,17,19,22,2,17,13,26,24,36,24,24,33,21,24,20,20,25,17,17,34,13,24,24,20,21,8,43,19,19,19,30,17,27,40,22,22,24,20,26,21,31,23,16,15,44,22,23,51,15,23,14,19,27,24,21,51,7,20,18,31,18,12,26,15,18,45,43,20,36,22
29,30,13,34,25,8,32,18,13,8,35,25,26,14,10,26,34,12,31,14,22,23,24,19,29,48,24,21,41,16,14,14,11,21,19,18,0,21,11,21,18,3,24,18,22,15,15,16,29,13,37,12,23,27,25,28,23,23,26,14,27,43,20,16,28,12,18,16,52,10,26,20,26,8,18,41,19,8,17,20,35,18,34,20,14,17,45,19,13,51,16,19,10,25,19,27,25,52,16,15,24,34,15,18,29,16,9,46,44,11,45,27
32,28,13,30,23,19,17,9,22,22,23,18,20,24,20,20,22,22,25,22,18,19,28,26,17,35,28,22,35,9,23,11,21,20,30,20,21,0,23,10,16,20,26,15,16,21,15,19,33,22,22,22,15,14,31,31,29,13,33,15,21,39,14,22,33,19,24,18,47,17,25,12,34,25,26,27,26,27,22,7,30,25,38,10,14,12,31,27,23,37,12,12,15,27,20,31,28,38,22,17,14,38,16,19,32,15,26,32,29,29,41,10
35,36,16,41,31,7,31,22,8,9,39,25,32,21,10,38,39,4,35,21,22,27,31,14,33,53,31,14,49,15,20,18,8,21,26,27,11,23,0,19,16,14,27,17,18,23,16,19,32,12,36,9,19,23,30,34,28,20,31,16,30,47,17,12,33,13,22,23,56,12,30,19,31,15,11,41,24,11,10,20,40,22,40,20,16,19,44,24,9,51,16,18,13,29,12,33,30,51,23,11,16,40,18,21,35,19,13,46,43,14,50,25
30,31,14,34,24,20,22,7,21,22,33,20,24,24,17,24,32,21,29,21,18,12,25,25,27,46,25,21,39,10,24,8,20,12,30,22,21,10,19,0,13,18,22,8,13,19,13,15,30,20,30,21,17,18,28,28,26,10,31,13,23,41,10,22,30,17,22,18,50,15,24,8,32,30,25,35,24,26,24,14,33,22,35,5,13,11,39,24,22,44,10,9,13,24,18,28,24,45,19,16,12,34,14,15,28,16,24,40,37,28,42,9
30,30,10,34,24,18,18,12,18,19,33,16,26,21,17,31,32,18,29,19,14,19,25,21,26,46,25,18,42,7,20,9,17,15,26,18,18,16,16,13,0,17,18,8,12,11,11,15,26,14,26,17,16,18,23,25,22,9,26,9,20,36,8,17,26,10,18,11,45,12,20,10,27,22,20,30,19,19,15,10,31,18,31,10,9,7,34,20,18,40,7,9,9,19,16,22,20,41,12,10,9,29,10,14,24,10,23,35,33,23,38,15
26,27,15,31,22,8,34,20,12,8,37,27,23,16,12,23,36,11,28,16,24,25,21,18,31,50,21,21,39,19,16,16,11,23,21,15,3,20,14,18,17,0,27,18,22,18,15,16,31,13,36,12,24,27,27,29,26,22,28,14,29,45,20,15,31,11,20,19,54,10,29,19,29,10,18,41,21,8,17,20,38,20,36,20,14,16,44,22,12,51,16,18,11,28,19,29,27,52,18,12,23,36,15,18,31,15,11,46,43,13,47,26
20,15,19,19,4,29,28,26,29,27,31,32,5,28,25,10,34,28,14,20,29,23,13,33,35,40,13,29,22,17,25,20,28,19,22,17,24,26,27,22,18,27,0,26,30,16,24,21,17,30,29,32,31,26,16,18,17,25,32,24,5,24,21,32,37,29,29,16,32,26,8,27,35,25,35,34,30,30,33,22,22,29,24,27,24,22,38,28,32,42,22,26,21,3,30,15,12,43,17,26,25,24,25,21,19,24,27,35,36,29,26,19
31,31,12,36,26,19,27,10,19,20,31,25,27,21,15,32,30,18,30,18,23,14,26,22,25,44,26,18,44,8,21,9,17,14,27,19,18,15,17,8,8,18,26,0,16,17,14,15,30,20,29,22,18,22,29,28,28,8,31,13,29,46,9,22,32,17,22,16,55,16,26,10,31,23,25,34,24,26,22,16,38,23,35,8,13,11,38,24,22,44,9,8,13,25,20,28,26,45,17,16,10,35,14,15,30,16,24,39,36,28,48,15
35,42,16,39,29,17,16,12,23,21,33,10,34,27,12,34,32,19,33,25,8,25,30,23,26,47,30,16,50,11,26,13,16,20,32,22,22,16,18,13,12,22,30,16,0,24,18,22,32,16,28,22,4,8,31,30,29,17,35,17,32,50,16,22,33,15,27,18,59,20,27,12,36,25,25,33,28,22,15,12,35,27,36,10,17,15,37,29,22,43,10,14,17,27,10,30,27,44,25,13,8,36,19,22,31,18,26,39,36,28,51,18
23,21,10,25,16,18,34,20,23,18,38,32,17,20,18,22,38,25,20,12,30,16,18,27,32,51,19,23,32,11,16,16,22,10,21,2,15,21,23,19,11,18,16,17,24,0,16,12,23,22,35,22,23,32,20,21,19,18,23,15,19,35,11,23,22,19,19,7,43,18,18,19,28,16,31,40,20,20,23,20,30,19,28,21,15,13,44,20,22,50,15,21,12,17,25,21,23,50,4,19,17,28,16,11,23,14,17,43,43,19,37,22
29,29,8,34,24,13,27,15,21,17,32,23,25,18,5,30,30,17,28,13,20,20,24,27,25,44,24,21,41,9,17,10,12,16,23,17,15,15,16,13,11,15,24,14,18,16,0,13,29,9,33,19,17,24,26,30,25,17,27,8,28,44,13,22,30,5,19,16,53,11,27,16,28,16,25,37,20,16,12,17,39,19,36,17,7,10,41,21,19,47,13,15,11,26,14,30,27,48,17,5,14,36,10,15,31,9,18,43,40,20,46,23
29,27,9,30,21,15,32,18,21,17,36,30,22,20,13,27,35,19,25,5,28,21,24,28,29,49,24,28,38,13,19,14,14,11,25,13,16,19,19,15,15,16,21,15,22,12,13,0,31,17,38,28,24,27,25,30,24,15,28,8,24,40,8,31,28,12,20,11,48,10,23,22,29,19,34,42,21,23,18,21,36,20,37,18,10,9,46,22,28,53,16,18,11,22,20,30,27,54,12,13,17,37,9,4,31,8,20,47,44,22,42,21
14,22,26,21,16,28,41,33,37,32,41,39,20,21,32,22,47,36,22,28,38,30,7,42,44,48,8,37,33,25,18,27,31,29,15,26,29,33,32,30,26,31,17,30,32,23,29,31,0,34,45,35,35,40,11,9,12,29,27,28,21,34,26,35,16,32,22,22,43,26,21,31,30,28,39,39,25,33,35,32,37,23,17,31,28,26,43,23,34,47,26,30,24,20,34,8,12,47,20,30,30,17,30,29,12,29,29,40,41,31,36,34
34,34,14,39,28,8,27,21,16,12,39,20,30,21,7,35,38,13,33,15,17,25,29,23,32,52,29,18,46,12,21,17,8,22,27,24,13,22,12,20,14,13,30,20,16,22,9,17,34,0,36,18,18,22,26,31,24,20,26,10,30,46,15,22,29,7,18,18,55,9,29,19,27,14,25,41,20,14,12,20,39,19,38,20,11,13,45,20,19,51,16,18,9,29,14,31,28,52,19,7,17,38,11,12,32,9,15,46,44,17,48,26
40,28,28,39,31,35,25,27,38,39,8,33,29,40,35,29,10,38,32,39,33,37,38,41,15,18,38,34,29,24,39,27,37,33,45,36,37,22,36,30,26,36,29,29,28,35,33,38,45,36,0,43,37,31,38,39,39,33,55,34,28,31,33,43,48,39,45,38,41,37,31,33,55,45,46,14,46,48,44,27,16,45,41,31,34,32,15,47,43,24,33,31,34,32,42,37,34,25,42,37,36,41,36,39,35,35,47,20,17,50,33,31
36,36,20,41,31,9,27,22,5,10,39,25,32,26,16,37,39,7,38,21,23,27,30,11,33,52,31,19,48,15,26,18,14,21,32,24,12,22,9,21,17,12,32,22,22,22,19,28,35,18,43,0,25,28,34,36,33,21,35,20,33,50,19,8,38,18,27,26,59,16,32,22,36,15,10,43,28,10,16,22,45,27,44,22,20,23,47,29,5,54,18,21,17,32,17,36,34,54,29,18,18,44,22,23,38,21,14,49,45,9,52,28
36,36,20,40,30,18,13,15,25,22,34,8,31,30,14,32,33,20,35,26,5,26,31,25,28,47,31,16,47,14,29,16,17,21,35,24,23,15,19,17,16,24,31,18,4,23,17,24,35,18,37,25,0,8,33,32,31,20,38,20,30,46,18,22,35,16,29,20,55,22,29,13,39,26,26,35,31,23,16,12,37,30,38,12,19,18,39,33,23,45,13,16,20,29,11,32,30,46,27,14,10,40,21,25,34,21,29,40,38,30,53,19
40,32,22,34,28,22,8,17,28,26,28,5,24,32,17,25,27,25,29,30,8,29,35,27,21,40,35,18,39,16,31,19,20,30,38,33,27,14,23,18,18,27,26,22,8,32,24,27,40,22,31,28,8,0,38,38,36,26,46,25,28,47,23,25,41,21,36,25,58,28,32,18,48,32,26,33,38,30,20,10,36,37,45,17,25,23,37,39,28,42,18,22,25,36,15,38,35,43,33,19,15,45,27,30,39,27,33,38,35,34,50,23
15,21,23,21,15,26,40,32,33,29,39,38,18,19,28,20,46,31,19,26,35,27,9,37,42,46,11,35,30,22,16,26,28,23,9,21,25,31,30,28,23,27,16,29,31,20,26,25,11,26,38,34,33,38,0,17,3,27,24,26,24,42,21,40,25,29,19,17,52,24,22,31,25,28,43,46,20,31,37,33,40,19,25,29,26,29,50,17,37,55,24,29,22,22,39,16,15,55,18,30,28,24,27,21,19,23,29,48,49,32,45,32
11,24,25,16,16,29,39,31,35,30,41,38,18,24,30,18,44,34,13,26,36,28,14,39,42,43,14,35,30,23,21,26,35,28,18,24,28,31,34,28,25,29,18,28,30,21,30,30,9,31,39,36,32,38,17,0,15,30,31,29,23,32,27,37,21,34,27,22,41,27,21,32,33,29,40,34,28,38,36,34,34,28,13,32,29,27,39,27,36,43,27,30,25,22,35,15,18,44,20,31,31,13,30,30,8,29,31,36,37,33,34,36
16,22,22,22,16,25,38,31,32,28,41,36,19,18,27,21,44,30,20,25,34,26,11,35,40,48,12,33,32,21,15,24,26,22,11,20,23,29,28,26,22,26,17,28,29,19,25,24,12,24,39,33,31,36,3,15,0,31,26,27,26,44,25,42,27,31,21,20,54,26,24,33,30,30,45,49,22,33,39,35,42,20,27,33,28,31,53,20,40,56,28,31,23,24,42,18,16,57,21,32,32,27,29,24,21,26,31,50,51,34,46,36
30,30,10,34,25,21,27,13,20,24,30,24,26,26,16,32,29,23,29,20,23,14,25,24,23,43,25,20,42,12,26,5,19,16,32,20,23,13,20,10,9,22,25,8,17,18,17,15,29,20,33,21,20,26,27,30,31,0,27,9,24,42,8,18,29,14,19,15,52,12,22,8,28,20,21,33,20,22,20,12,36,19,32,7,9,8,37,21,19,43,8,4,10,22,16,25,22,44,16,12,9,32,11,13,27,14,21,38,35,26,45,16
31,38,25,38,31,27,46,32,34,30,51,44,34,12,29,37,49,32,36,28,41,31,25,38,43,65,27,41,46,26,12,28,29,28,21,25,26,33,31,31,26,28,32,31,35,23,27,28,27,26,55,35,38,46,24,31,26,27,0,28,39,53,34,42,22,31,14,24,63,26,37,33,11,30,45,56,16,33,39,35,50,12,36,33,28,31,60,16,39,65,28,31,23,38,41,30,29,67,26,32,32,36,29,32,32,29,32,63,59,34,55,40
29,29,7,33,23,13,27,14,20,16,31,25,24,17,10,29,30,18,27,12,23,19,23,27,25,44,23,23,40,8,17,10,15,14,22,17,14,15,16,13,9,14,24,13,17,15,8,8,28,10,34,20,20,25,26,29,27,9,28,0,29,47,12,26,25,10,14,16,58,5,27,17,22,16,29,38,15,17,17,17,36,13,35,17,8,10,42,16,23,48,13,15,5,28,19,28,26,49,17,11,20,35,3,9,30,7,17,44,41,19,50,23
23,15,22,19,7,32,24,22,32,29,30,27,2,31,28,9,34,32,14,23,33,23,16,37,31,39,15,33,21,20,28,23,32,23,26,17,27,21,30,23,20,29,5,29,32,19,28,24,21,30,28,33,30,28,24,23,26,24,39,29,0,26,21,33,39,31,30,16,34,27,4,27,40,26,35,33,31,35,36,22,21,30,27,30,24,22,37,30,33,41,23,26,22,8,31,16,14,42,17,26,26,27,26,21,21,24,28,34,35,30,28,17
29,25,38,30,25,48,41,40,48,46,33,44,26,47,43,27,36,48,26,39,53,41,32,53,37,46,31,49,9,36,44,39,47,39,42,34,43,39,47,41,36,45,24,46,50,35,44,40,34,46,31,50,46,47,42,32,44,42,53,47,26,0,44,57,45,55,54,37,11,51,28,51,54,50,59,39,55,59,61,45,25,55,37,52,48,46,42,51,57,34,47,50,43,30,56,35,32,35,38,50,52,37,49,43,31,47,51,39,42,54,7,39
