序号,定位时间,行驶速度,行驶里程,已停留/总停留,车辆状态,地理位置,车牌号码,行驶方向,location
8972,2023-07-21 16:52:18,53 km/h,166.67 km, ,在线 / 行驶,"福建省厦门市同安区新民街道;X415;厦门鑫晨昊纸制品有限公司,蔡宅后英里,红狮水泥",闽DR389F,西北(321),"118.08286,24.710594"
8973,2023-07-21 16:52:22,54 km/h,166.73 km, ,在线 / 行驶,"福建省厦门市同安区新民街道新民大道111号;新民大道;大西,厦门富山里木业有限公司,厦门长固建材有限公司",闽DR389F,西北(311),"118.082431,24.710979"
8974,2023-07-21 16:52:36,50 km/h,166.92 km, ,在线 / 行驶,"福建省厦门市同安区新民街道;X415;蔡宅后英里,镇兴树林展厅,红狮水泥",闽DR389F,西北(320),"118.081028,24.712145"
8975,2023-07-21 16:53:03,23 km/h,167.29 km, ,在线 / 行驶,"福建省厦门市同安区新民街道;;大榕站(公交站),大松,同安老徐大物钓场",闽DR389F,西北(296),"118.078951,24.714935"
8976,2023-07-21 16:53:04,25 km/h,167.3 km, ,在线 / 行驶,"福建省厦门市同安区新民街道;;大榕站(公交站),大松,同安老徐大物钓场",闽DR389F,偏西(269),"118.078889,24.714947"
8977,2023-07-21 16:53:06,28 km/h,167.31 km, ,在线 / 行驶,"福建省厦门市同安区;;大松,下路,西山村",闽DR389F,偏西(249),"118.078751,24.714914"
8978,2023-07-21 16:53:09,36 km/h,167.34 km, ,在线 / 行驶,"福建省厦门市同安区;;大松,下路,西山村",闽DR389F,偏西(262),"118.078488,24.714865"
8979,2023-07-21 16:53:29,33 km/h,167.6 km, ,在线 / 行驶,福建省厦门市同安区莲花镇;415县道;,闽DR389F,偏西(251),"118.075944,24.714429"
8980,2023-07-21 16:53:36,14 km/h,167.65 km, ,在线 / 行驶,"福建省厦门市同安区新民镇;;大松,厦门市同安区西山小学,菜鸟驿站",闽DR389F,西南(218),"118.07551,24.714251"
8981,2023-07-21 16:53:37,14 km/h,167.65 km, ,在线 / 行驶,"福建省厦门市同安区新民镇;;大松,厦门市同安区西山小学,菜鸟驿站",闽DR389F,西南(225),"118.075483,24.714225"
8982,2023-07-21 16:53:39,4 km/h,167.66 km, ,在线 / 行驶,"福建省厦门市同安区新民镇;;大松,厦门市同安区西山小学,菜鸟驿站",闽DR389F,偏西(249),"118.07545,24.714202"
8983,2023-07-21 16:54:06,31 km/h,167.82 km, ,在线 / 行驶,"福建省厦门市同安区新民镇;;大松,厦门市同安区西山小学,树林仔",闽DR389F,偏西(249),"118.073912,24.713676"
8984,2023-07-21 16:54:12,14 km/h,167.86 km, ,在线 / 行驶,"福建省厦门市同安区新民镇;;大松,厦门市同安区西山小学,树林仔",闽DR389F,偏西(280),"118.073543,24.713563"
8985,2023-07-21 16:54:13,14 km/h,167.86 km, ,在线 / 行驶,"福建省厦门市同安区新民镇;;大松,厦门市同安区西山小学,树林仔",闽DR389F,西北(314),"118.073509,24.71358"
8986,2023-07-21 16:54:15,13 km/h,167.87 km, ,在线 / 行驶,"福建省厦门市同安区新民镇;;大松,厦门市同安区西山小学,树林仔",闽DR389F,偏北(344),"118.073476,24.713648"
8987,2023-07-21 16:54:36,28 km/h,168.03 km, ,在线 / 行驶,"福建省厦门市同安区;;西山村,大松,下路",闽DR389F,偏北(340),"118.072951,24.715034"
8988,2023-07-21 16:54:48,20 km/h,168.12 km, ,在线 / 行驶,"福建省厦门市同安区;;西山村,大松,下路",闽DR389F,西北(334),"118.072627,24.715772"
8989,2023-07-21 16:54:51,11 km/h,168.13 km, ,在线 / 行驶,"福建省厦门市同安区;;西山村,大松,下路",闽DR389F,偏北(352),"118.072593,24.715878"
8990,2023-07-21 16:54:54,9 km/h,168.14 km, ,在线 / 行驶,"福建省厦门市同安区;;西山村,大松,下路",闽DR389F,东北(49),"118.072621,24.715949"
8991,2023-07-21 16:54:55,11 km/h,168.14 km, ,在线 / 行驶,"福建省厦门市同安区新民街道;415县道;西山村,西山村委会,中财管道",闽DR389F,偏东(74),"118.07265,24.715961"
8992,2023-07-21 16:54:57,12 km/h,168.15 km, ,在线 / 行驶,"福建省厦门市同安区新民镇;;大松,厦门市同安区西山小学,蔡宅小学",闽DR389F,东南(149),"118.072698,24.715934"
8993,2023-07-21 16:54:59,9 km/h,168.15 km, ,在线 / 行驶,"福建省厦门市同安区新民镇;;大松,厦门市同安区西山小学,蔡宅小学",闽DR389F,偏南(171),"118.072707,24.715908"
8994,2023-07-21 16:55:06,7 km/h,168.16 km, ,在线 / 行驶,"福建省厦门市同安区新民镇;;大松,厦门市同安区西山小学,蔡宅小学",闽DR389F,偏南(186),"118.0727,24.715865"
8995,2023-07-21 16:55:09,14 km/h,168.16 km, ,在线 / 行驶,"福建省厦门市同安区;;西山村,大松,下路",闽DR389F,偏南(160),"118.072705,24.715789"
8996,2023-07-21 16:55:36,0 km/h,168.17 km,0秒 / 30秒,在线 / 停车 / ACC开,"福建省厦门市同安区;;西山村,大松,下路",闽DR389F,正北(0),"118.072713,24.715737"
8997,2023-07-21 16:56:06,0 km/h,168.17 km,30秒 / 30秒,在线 / 停车 / ACC开,"福建省厦门市同安区;;西山村,大松,下路",闽DR389F,正北(0),"118.072713,24.715737"
8998,2023-07-21 16:56:22,4 km/h,168.17 km, ,在线 / 行驶,"福建省厦门市同安区;;西山村,大松,下路",闽DR389F,偏北(357),"118.072702,24.715756"
8999,2023-07-21 16:56:24,5 km/h,168.17 km, ,在线 / 行驶,"福建省厦门市同安区;;西山村,大松,下路",闽DR389F,西北(328),"118.07269,24.715781"
9000,2023-07-21 16:56:27,5 km/h,168.18 km, ,在线 / 行驶,"福建省厦门市同安区新民镇;;大松,厦门市同安区西山小学,蔡宅小学",闽DR389F,偏北(345),"118.072672,24.715819"
9001,2023-07-21 16:56:29,4 km/h,168.18 km, ,在线 / 行驶,"福建省厦门市同安区新民镇;;大松,厦门市同安区西山小学,蔡宅小学",闽DR389F,西北(333),"118.072667,24.715829"
9002,2023-07-21 16:56:36,4 km/h,168.19 km, ,在线 / 行驶,"福建省厦门市同安区;;西山村,大松,下路",闽DR389F,偏北(347),"118.072643,24.715887"
9003,2023-07-21 16:56:37,3 km/h,168.19 km, ,在线 / 行驶,"福建省厦门市同安区;;西山村,大松,下路",闽DR389F,偏北(347),"118.072642,24.715897"
9004,2023-07-21 16:56:42,8 km/h,168.19 km, ,在线 / 行驶,"福建省厦门市同安区;;西山村,大松,下路",闽DR389F,偏西(271),"118.072622,24.715912"
9005,2023-07-21 16:56:43,10 km/h,168.19 km, ,在线 / 行驶,"福建省厦门市同安区;;西山村,大松,下路",闽DR389F,偏西(289),"118.072597,24.715916"
9006,2023-07-21 16:56:45,17 km/h,168.2 km, ,在线 / 行驶,"福建省厦门市同安区新民街道;415县道;西山村,西山村委会,中财管道",闽DR389F,西北(323),"118.072542,24.715963"
9007,2023-07-21 16:56:47,19 km/h,168.2 km, ,在线 / 行驶,"福建省厦门市同安区新民街道;415县道;西山村,西山村委会,中财管道",闽DR389F,西北(334),"118.072517,24.716004"
9008,2023-07-21 16:56:49,26 km/h,168.22 km, ,在线 / 行驶,"福建省厦门市同安区新民镇;;大松,厦门市同安区西山小学,国庆烟酒食杂店",闽DR389F,偏北(344),"118.072457,24.716156"
9009,2023-07-21 16:57:00,28 km/h,168.31 km, ,在线 / 行驶,"福建省厦门市同安区新民街道;415县道;西山村,西山村委会,中财管道",闽DR389F,西北(332),"118.072151,24.71692"
9010,2023-07-21 16:57:01,13 km/h,168.31 km, ,在线 / 行驶,"福建省厦门市同安区新民街道;415县道;西山村,西山村委会,中财管道",闽DR389F,西北(322),"118.072129,24.716955"
9011,2023-07-21 16:57:03,18 km/h,168.32 km, ,在线 / 行驶,"福建省厦门市同安区新民街道;415县道;西山村,西山村委会,中财管道",闽DR389F,偏西(267),"118.072057,24.716986"
9012,2023-07-21 16:57:06,20 km/h,168.33 km, ,在线 / 行驶,"福建省厦门市同安区新民街道;415县道;西山村,西山村委会,中财管道",闽DR389F,西南(246),"118.072006,24.716978"
9013,2023-07-21 16:57:36,45 km/h,168.69 km, ,在线 / 行驶,"福建省厦门市同安区新民街道;415县道;厦门市同安区蔡宅小学,同安公安分局保安服务公司蔡宅小学执勤点,树林仔",闽DR389F,偏西(250),"118.068643,24.715823"
9014,2023-07-21 16:58:03,11 km/h,168.97 km, ,在线 / 行驶,"福建省厦门市同安区新民街道;415县道;厦门市同安区蔡宅小学,同安公安分局保安服务公司蔡宅小学执勤点,蔡宅大社",闽DR389F,西南(239),"118.065995,24.714895"
9015,2023-07-21 16:58:04,10 km/h,168.98 km, ,在线 / 行驶,"福建省厦门市同安区新民街道;415县道;厦门市同安区蔡宅小学,同安公安分局保安服务公司蔡宅小学执勤点,蔡宅大社",闽DR389F,西南(225),"118.065972,24.71488"
9016,2023-07-21 16:58:06,15 km/h,168.98 km, ,在线 / 行驶,"福建省厦门市同安区新民街道;415县道;厦门市同安区蔡宅小学,同安公安分局保安服务公司蔡宅小学执勤点,蔡宅大社",闽DR389F,偏南(191),"118.065944,24.714825"
9017,2023-07-21 16:58:08,19 km/h,168.99 km, ,在线 / 行驶,"福建省厦门市同安区新民街道;415县道;厦门市同安区蔡宅小学,同安公安分局保安服务公司蔡宅小学执勤点,蔡宅大社",闽DR389F,偏南(177),"118.065942,24.714783"
9018,2023-07-21 16:58:10,32 km/h,169.01 km, ,在线 / 行驶,"福建省厦门市同安区新民街道;415县道;厦门市同安区蔡宅小学,同安公安分局保安服务公司蔡宅小学执勤点,蔡宅大社",闽DR389F,东南(155),"118.06601,24.714611"
9019,2023-07-21 16:58:24,54 km/h,169.18 km, ,在线 / 行驶,"福建省厦门市同安区新民街道;415县道;蔡宅村便民服务代办点,厦门市同安区新民镇蔡宅村民委员会,树林仔",闽DR389F,东南(143),"118.06685,24.713208"
9020,2023-07-21 16:58:36,59 km/h,169.37 km, ,在线 / 行驶,"福建省厦门市同安区新民街道;415县道;蔡宅村党群活动服务中心,厦门市同安区新民镇蔡宅村民委员会,蔡宅村便民服务代办点",闽DR389F,东南(138),"118.068055,24.711969"
9021,2023-07-21 16:59:06,55 km/h,169.81 km, ,在线 / 行驶,"福建省厦门市同安区新民镇;S507;菜鸟驿站(厦门蔡宅后英里115号店),红狮水泥(厦门市蔡宅后英里113号),同安区进同兽药店兼营饲料",闽DR389F,东南(137),"118.070875,24.708957"
9022,2023-07-21 16:59:36,47 km/h,170.28 km, ,在线 / 行驶,"福建省厦门市同安区凤南农场;X415;阿康进口复合肥(X415店),新塘村上塘边,厦门鑫棋盛金属制品有限公司",闽DR389F,东南(132),"118.073954,24.705772"
9023,2023-07-21 16:59:37,16 km/h,170.28 km, ,在线 / 行驶,"福建省厦门市同安区凤南农场;X415;阿康进口复合肥(X415店),新塘村上塘边,厦门鑫棋盛金属制品有限公司",闽DR389F,东南(135),"118.074006,24.70573"
9024,2023-07-21 16:59:39,5 km/h,170.29 km, ,在线 / 行驶,"福建省厦门市同安区新美街道新民大道111号;415县道,凤南路-415县道交叉路口;杨阿励农资店,联塑管道(X415店),塘边",闽DR389F,偏南(193),"118.074036,24.705694"
9025,2023-07-21 16:59:42,4 km/h,170.29 km, ,在线 / 行驶,"福建省厦门市同安区新美街道新民大道111号;415县道,凤南路-415县道交叉路口;杨阿励农资店,联塑管道(X415店),塘边",闽DR389F,东南(137),"118.074056,24.705683"
9026,2023-07-21 16:59:46,16 km/h,170.3 km, ,在线 / 行驶,"福建省厦门市同安区新美街道新民大道111号;415县道,凤南路-415县道交叉路口;杨阿励农资店,联塑管道(X415店),塘边",闽DR389F,东南(151),"118.07413,24.705605"
9027,2023-07-21 16:59:51,42 km/h,170.35 km, ,在线 / 行驶,"福建省厦门市同安区新美街道新民大道111号;415县道,凤南路-415县道交叉路口;联塑管道(X415店),塘边,杨氏宗祠",闽DR389F,东南(139),"118.074394,24.705281"
9028,2023-07-21 17:00:06,59 km/h,170.57 km, ,在线 / 行驶,"福建省厦门市同安区新民镇;新民大道99号;杨氏宗祠,厦门市同安区农得益农资,美岭水泥",闽DR389F,东南(139),"118.075887,24.703749"
9029,2023-07-21 17:00:36,46 km/h,170.98 km, ,在线 / 行驶,"福建省厦门市同安区新美街道新民大道105号;415县道,凤南路-415县道交叉路口;厦门市鹭岛蜂情生态农业有限公司,祥邻优鲜贸易有限公司,下塘边",闽DR389F,东南(139),"118.078504,24.701"
9030,2023-07-21 17:01:06,0 km/h,171.14 km,0秒 / 0秒,在线 / 停车 / ACC开,"福建省厦门市同安区新美街道新民大道103号;415县道,凤南路-415县道交叉路口;厦门市鹭岛蜂情生态农业有限公司,鑫速度汽车维修服务部,安全龙牌轮胎",闽DR389F,正北(0),"118.079571,24.699915"
9031,2023-07-21 17:01:33,22 km/h,171.24 km, ,在线 / 行驶,"福建省厦门市同安区新民镇;G324;鄂中肥料直销处,厦门市鑫聪裕竹制品加工厂,厦门贝米克工贸有限公司",闽DR389F,偏南(185),"118.080209,24.699242"
9032,2023-07-21 17:01:34,27 km/h,171.24 km, ,在线 / 行驶,"福建省厦门市同安区新民镇;G324;鄂中肥料直销处,厦门贝米克工贸有限公司,金牛水泥",闽DR389F,西南(213),"118.080184,24.699185"
9033,2023-07-21 17:01:36,32 km/h,171.26 km, ,在线 / 行驶,"福建省厦门市同安区新美街道新民大道101号;凤南路,凤南路-415县道交叉路口;鑫速度汽车维修服务部,安全龙牌轮胎,厦门市鹭岛蜂情生态农业有限公司",闽DR389F,西南(227),"118.080067,24.699079"
9034,2023-07-21 17:01:51,63 km/h,171.48 km, ,在线 / 行驶,"福建省厦门市同安区新美街道凤南路888号;凤南路,凤南路-415县道交叉路口;安全龙牌轮胎,鑫速度汽车维修服务部,新民派出所校园治安岗",闽DR389F,西南(216),"118.078644,24.697594"
9035,2023-07-21 17:02:06,62 km/h,171.74 km, ,在线 / 行驶,"福建省厦门市同安区新美街道凤南路888号;凤南路,凤南路-415县道交叉路口;中国石油厦门分公司厦门顺尔达加油站,中国石油厦门分公司厦门顺尔达加油站,祈福神州天然香业",闽DR389F,西南(214),"118.077158,24.69568"
9036,2023-07-21 17:02:36,63 km/h,172.27 km, ,在线 / 行驶,"福建省厦门市同安区新民镇;大埔南国路6号;海尔专卖店(凤南路店),中国移动(兴鸿源营业厅),宏南兴电器",闽DR389F,西南(212),"118.074243,24.691672"
9037,2023-07-21 17:03:06,49 km/h,172.6 km, ,在线 / 行驶,"福建省厦门市同安区新民镇;大埔南国路168号;牛肉火锅,泉州牛肉馆,卷闸门厂",闽DR389F,西南(224),"118.072377,24.689224"
9038,2023-07-21 17:03:15,58 km/h,172.73 km, ,在线 / 行驶,"福建省厦门市同安区凤南农场;南国路111号;厦门森一宏机械设备有限公司,不锈钢风管调节阀通风环保设备,厦门安企机电科技有限公司",闽DR389F,西南(245),"118.07139,24.688519"
9039,2023-07-21 17:03:36,61 km/h,173.08 km, ,在线 / 行驶,"福建省厦门市同安区新美街道凤南路350号;凤南路;厦门旺远装饰工程有限公司,集友饭店,蚝味道烧烤",闽DR389F,偏西(249),"118.068135,24.687423"
9040,2023-07-21 17:04:03,62 km/h,173.51 km, ,在线 / 行驶,"福建省厦门市同安区凤南农场;G324(凤南路);厦门三九盘扣工程技术有限公司,厦门市晟安捷物流有限公司,安燕纸制品有限公司",闽DR389F,西南(223),"118.064199,24.68593"
9041,2023-07-21 17:04:05,64 km/h,173.56 km, ,在线 / 行驶,"福建省厦门市同安区新民镇;G324;厦门三九盘扣工程技术有限公司,鑫味顺大排档,晟安捷物流有限公司",闽DR389F,西南(206),"118.063913,24.685537"
9042,2023-07-21 17:04:07,65 km/h,173.58 km, ,在线 / 行驶,"福建省厦门市同安区凤南农场;G324(凤南路);厦门三九盘扣工程技术有限公司,凤南牛肉店,临时停车点",闽DR389F,偏南(198),"118.063848,24.685387"
9043,2023-07-21 17:04:08,65 km/h,173.61 km, ,在线 / 行驶,"福建省厦门市同安区新美街道凤南路290号;凤南路,凤南路-林美外路交叉路口;厦门三九盘扣工程技术有限公司,凤南牛肉店,厦门依佳壹玩木工坊总部",闽DR389F,偏南(192),"118.063763,24.685071"
9044,2023-07-21 17:04:24,20 km/h,173.79 km, ,在线 / 行驶,"福建省厦门市同安区凤南农场;林美外路;临时停车点,晓梅酒业,厦门胜博林工贸有限公司",闽DR389F,西南(204),"118.063343,24.683495"
9045,2023-07-21 17:04:28,13 km/h,173.81 km, ,在线 / 行驶,"福建省厦门市同安区新美街道;凤南路,凤南路-林美外路交叉路口;祥伟发环保科技有限公司,凤南牛肉店,地面停车场",闽DR389F,偏南(192),"118.063276,24.683338"
9046,2023-07-21 17:04:36,0 km/h,173.82 km,0秒 / 32秒,在线 / 停车 / ACC开,"福建省厦门市同安区新美街道;凤南路,凤南路-林美外路交叉路口;祥伟发环保科技有限公司,凤南牛肉店,地面停车场",闽DR389F,正北(0),"118.063265,24.683278"
9047,2023-07-21 17:05:08,0 km/h,173.82 km,32秒 / 32秒,在线 / 停车 / ACC开,"福建省厦门市同安区新美街道;凤南路,凤南路-林美外路交叉路口;祥伟发环保科技有限公司,凤南牛肉店,地面停车场",闽DR389F,正北(0),"118.063265,24.683278"
9048,2023-07-21 17:05:38,55 km/h,174.12 km, ,在线 / 行驶,"福建省厦门市同安区新美街道;凤南路,凤南路-林美外路交叉路口;厦门依佳壹玩木工坊总部,浙东塑胶容器有限公司,地面停车场",闽DR389F,偏南(202),"118.062376,24.68067"
9049,2023-07-21 17:05:44,44 km/h,174.19 km, ,在线 / 行驶,"福建省厦门市同安区凤南农场;G324(凤南路);南山村公益电影放映点,厦门浙东塑胶容器有限公司,厦门亿路达通贸易有限公司",闽DR389F,西南(217),"118.062055,24.6801"
9050,2023-07-21 17:05:47,48 km/h,174.23 km, ,在线 / 行驶,"福建省厦门市同安区凤南农场;G324(凤南路);南山村公益电影放映点,厦门浙东塑胶容器有限公司,厦门亿路达通贸易有限公司",闽DR389F,西南(236),"118.061773,24.679872"
9051,2023-07-21 17:05:50,58 km/h,174.27 km, ,在线 / 行驶,"福建省厦门市同安区凤南农场;G324(凤南路);南山村公益电影放映点,厦门浙东塑胶容器有限公司,厦门亿路达通贸易有限公司",闽DR389F,偏西(253),"118.061359,24.679699"
9052,2023-07-21 17:06:01,59 km/h,174.47 km, ,在线 / 行驶,"福建省厦门市同安区凤南农场;G324(凤南路);厦门质享科技有限公司,厦门侨领华信建材有限公司,厦门澳美亚轮胎贸易有限公司",闽DR389F,西南(242),"118.059579,24.679082"
9053,2023-07-21 17:06:08,62 km/h,174.59 km, ,在线 / 行驶,"福建省厦门市同安区新美街道凤南路91号;凤南路,324国道-324国道辅路交叉路口;南山桥头饭店,南山礼拜堂(西南门),南山礼拜堂",闽DR389F,西南(242),"118.058533,24.678571"
9054,2023-07-21 17:06:38,67 km/h,175.15 km, ,在线 / 行驶,"福建省厦门市同安区凤南农场;G324(凤南路);才富门业,厦门市同安区康健健保健服务部,厦门市城城达物流有限公司",闽DR389F,西南(243),"118.053544,24.676255"
9055,2023-07-21 17:07:09,57 km/h,175.65 km, ,在线 / 行驶,"福建省厦门市同安区凤南农场;G324(凤南路);厦门咏昌顺玻璃有限公司,厦门鹏璇金属工业有限责任公司,厦金机械工业园",闽DR389F,西南(242),"118.049127,24.674159"
9056,2023-07-21 17:07:20,53 km/h,175.82 km, ,在线 / 行驶,"福建省厦门市集美区后溪镇凤南路66号;凤南路;华润混凝土(厦门)有限公司,厦门市更新物资回收有限公司凤南购销站(东南门),厦门丰飞翔展览制作工厂",闽DR389F,西南(229),"118.047731,24.673364"
9057,2023-07-21 17:07:38,62 km/h,176.15 km, ,在线 / 行驶,"福建省厦门市集美区第二农场;G324(凤南路);鸿铭建材,鸿铭建材-东南门,厦门第二农场",闽DR389F,西南(230),"118.045229,24.671472"
9058,2023-07-21 17:08:05,47 km/h,176.59 km, ,在线 / 行驶,"福建省厦门市集美区第二农场;凤南路,凤南路-凤南路辅路交叉路口;厦门市政工程有限公司集美基地,厦门市市政工程中心碗窑基地,百城建材实验楼",闽DR389F,西南(239),"118.041873,24.668991"
9059,2023-07-21 17:08:09,54 km/h,176.63 km, ,在线 / 行驶,"福建省厦门市集美区第二农场;G324(凤南路);厦门市政工程有限公司集美基地,厦门百城建材有限公司(集美分公司),厦门市政工程研究所有限公司",闽DR389F,西南(237),"118.04153,24.668787"
9060,2023-07-21 17:08:18,60 km/h,176.77 km, ,在线 / 行驶,"福建省厦门市集美区第二农场;G324(凤南路);军粮仓储配送应急保障中心,第二农场碗瑶社-167号楼,第二农场碗瑶社-166号楼",闽DR389F,西南(228),"118.040331,24.668115"
9061,2023-07-21 17:08:39,66 km/h,177.17 km, ,在线 / 行驶,"福建省厦门市集美区后溪镇;G324;碗瑶公交站,第二农场碗瑶社110号楼,第二农场碗瑶社11号楼",闽DR389F,西南(227),"118.037391,24.665705"
9062,2023-07-21 17:08:54,62 km/h,177.44 km, ,在线 / 行驶,"福建省厦门市集美区后溪镇苎溪路416县;324国道,凤南路-324国道交叉路口;中华美食沙县小吃,第二农场碗瑶社28号楼,第二农场碗瑶社8号楼",闽DR389F,西南(218),"118.035412,24.664035"
9063,2023-07-21 17:08:56,62 km/h,177.47 km, ,在线 / 行驶,"福建省厦门市集美区第二农场苎溪路416县;324国道,416县道-苎溪路交叉路口;中华美食沙县小吃,第二农场碗瑶社28号楼,第二农场碗瑶社8号楼",闽DR389F,西南(206),"118.035228,24.663775"
9064,2023-07-21 17:08:59,67 km/h,177.53 km, ,在线 / 行驶,"福建省厦门市集美区后溪镇苎溪路416县;324国道,416县道-苎溪路交叉路口;厦门塑粒科技有限公司,中华美食沙县小吃,第二农场碗瑶社28号楼",闽DR389F,偏南(186),"118.035063,24.663302"
9065,2023-07-21 17:09:09,63 km/h,177.71 km, ,在线 / 行驶,福建省厦门市集美区;后溪大道厦门曾厝垵－华安仙都G324;后溪大道,闽DR389F,正南(180),"118.034909,24.661668"
9066,2023-07-21 17:09:23,44 km/h,177.96 km, ,在线 / 行驶,福建省厦门市集美区;后溪大道厦门曾厝垵－华安仙都G324;易泓旅游运输有限公司,闽DR389F,西南(203),"118.03461,24.659472"
9067,2023-07-21 17:09:26,41 km/h,177.99 km, ,在线 / 行驶,"福建省厦门市集美区第二农场苎溪路92号;324国道,后溪大道-苎溪路交叉路口;新村帝边里21号楼,新村帝边里22号楼,新村帝边里23号楼",闽DR389F,西南(223),"118.034426,24.65923"
9068,2023-07-21 17:09:29,23 km/h,178.01 km, ,在线 / 行驶,"福建省厦门市集美区第二农场;G324(环美北路);新村帝边里-21号楼,新村帝边里-22号楼,新村帝边里-23号楼",闽DR389F,偏南(198),"118.034302,24.659057"
9069,2023-07-21 17:09:35,18 km/h,178.05 km, ,在线 / 行驶,"福建省厦门市集美区后溪镇苎溪路92号;324国道,后溪大道-苎溪路交叉路口;集美区凯士富烟酒商行,新巢客智能家居整装定制,新村帝边里1号楼",闽DR389F,偏南(185),"118.034201,24.658751"
9070,2023-07-21 17:09:38,18 km/h,178.06 km, ,在线 / 行驶,"福建省厦门市集美区后溪镇苎溪路92号;324国道,后溪大道-苎溪路交叉路口;新村帝边里21号楼,新村帝边里22号楼,新巢客智能家居整装定制",闽DR389F,偏南(175),"118.034196,24.658655"
9071,2023-07-21 17:09:39,20 km/h,178.06 km, ,在线 / 行驶,"福建省厦门市集美区后溪镇苎溪路92号;324国道,后溪大道-苎溪路交叉路口;新村帝边里21号楼,新村帝边里22号楼,新巢客智能家居整装定制",闽DR389F,偏南(177),"118.034198,24.658604"
9072,2023-07-21 17:09:41,20 km/h,178.07 km, ,在线 / 行驶,"福建省厦门市集美区第二农场;G324(凤南路);新巢客智能家居全屋定制,新村帝边里-21号楼,新村帝边里-22号楼",闽DR389F,偏南(187),"118.034192,24.658497"
9073,2023-07-21 17:09:44,24 km/h,178.09 km, ,在线 / 行驶,"福建省厦门市集美区第二农场;G324(凤南路);新巢客智能家居全屋定制,新村帝边里-21号楼,新村帝边里-22号楼",闽DR389F,西南(226),"118.03407,24.65832"
9074,2023-07-21 17:10:09,30 km/h,178.3 km, ,在线 / 行驶,"福建省厦门市集美区第二农场;G324(凤南路);新巢客智能家居全屋定制,菜鸟驿站(厦门第二农场坂头社98号店),吉锦牌无公害凤梨穗桂圆干",闽DR389F,西南(219),"118.032655,24.65696"
9075,2023-07-21 17:10:39,61 km/h,178.72 km, ,在线 / 行驶,"福建省厦门市集美区第二农场;G324(坂头桥);苎溪,君宝五金厂,厦门怡兴园生态农业有限公司",闽DR389F,西南(222),"118.0299,24.654203"
9076,2023-07-21 17:11:09,16 km/h,179.07 km, ,在线 / 行驶,"福建省厦门市集美区后溪镇苏山路49号;后溪大道,后溪大道-苏山路交叉路口;老章草莓园,陈志艺汽车修理厂,众能联合租赁厦门仓",闽DR389F,西南(224),"118.027568,24.651846"
9077,2023-07-21 17:11:39,42 km/h,179.34 km, ,在线 / 行驶,"福建省厦门市集美区后溪镇后溪大道26号;后溪大道,后溪大道-苏山路交叉路口;佰颂艺术,众能联合租赁厦门仓,老章草莓园",闽DR389F,西南(221),"118.025795,24.65"
9078,2023-07-21 17:11:44,8 km/h,179.38 km, ,在线 / 行驶,"福建省厦门市集美区后溪镇后溪大道26号;后溪大道,后溪大道-新坂路交叉路口;佰颂艺术,众能联合租赁厦门仓,厦门市启明学校",闽DR389F,西南(245),"118.025527,24.649784"
9079,2023-07-21 17:12:09,0 km/h,179.38 km,0秒 / 30秒,在线 / 停车 / ACC开,"福建省厦门市集美区后溪镇后溪大道26号;后溪大道,后溪大道-新坂路交叉路口;佰颂艺术,众能联合租赁厦门仓,厦门市启明学校",闽DR389F,正北(0),"118.02554,24.649795"
9080,2023-07-21 17:12:39,0 km/h,179.38 km,30秒 / 30秒,在线 / 停车 / ACC开,"福建省厦门市集美区后溪镇后溪大道26号;后溪大道,后溪大道-新坂路交叉路口;佰颂艺术,众能联合租赁厦门仓,厦门市启明学校",闽DR389F,正北(0),"118.02554,24.649795"
9081,2023-07-21 17:13:05,6 km/h,179.38 km, ,在线 / 行驶,"福建省厦门市集美区后溪镇后溪大道26号;后溪大道,后溪大道-新坂路交叉路口;佰颂艺术,众能联合租赁厦门仓,厦门市启明学校",闽DR389F,西南(216),"118.025524,24.649784"
9082,2023-07-21 17:13:06,4 km/h,179.38 km, ,在线 / 行驶,"福建省厦门市集美区后溪镇后溪大道26号;后溪大道,后溪大道-新坂路交叉路口;佰颂艺术,众能联合租赁厦门仓,厦门市启明学校",闽DR389F,西南(232),"118.025514,24.649774"
9083,2023-07-21 17:13:09,1 km/h,179.38 km, ,在线 / 行驶,"福建省厦门市集美区后溪镇后溪大道26号;后溪大道,后溪大道-新坂路交叉路口;佰颂艺术,众能联合租赁厦门仓,厦门市启明学校",闽DR389F,西南(222),"118.025498,24.649754"
9084,2023-07-21 17:13:17,14 km/h,179.39 km, ,在线 / 行驶,"福建省厦门市集美区后溪镇后溪大道26号;后溪大道,后溪大道-新坂路交叉路口;佰颂艺术,众能联合租赁厦门仓,厦门市启明学校",闽DR389F,西南(221),"118.025447,24.6497"
9085,2023-07-21 17:13:39,39 km/h,179.57 km, ,在线 / 行驶,"福建省厦门市集美区后溪镇新村中路223号;新坂路,后溪大道-新坂路交叉路口;友智大排档,万厦堂广厦大药房,川府美食园",闽DR389F,西南(221),"118.024261,24.648504"
9086,2023-07-21 17:14:09,5 km/h,179.76 km, ,在线 / 行驶,"福建省厦门市集美区后溪镇;G324(后溪大道);百信旧货,厦门飞鹏高科技铝业有限公司,金斯特五交机电部",闽DR389F,西南(232),"118.023019,24.647206"
