序号,定位时间,行驶速度,行驶里程,已停留/总停留,车辆状态,地理位置,车牌号码,行驶方向,location
770,2023-07-21 13:42:37,0 km/h,58.11 km,1分29秒 / 12分58秒,在线 / 停车 / ACC开,"福建省厦门市集美区灌口镇三社路356号;集美北大道,安仁大道-三社路交叉路口;厦门鹭燕制药有限公司,格林后整体家居,厦门亿同新印刷科技有限公司",闽D1YX58,正北(0),"118.003273,24.601949"
771,2023-07-21 13:43:07,0 km/h,58.11 km,1分59秒 / 12分58秒,在线 / 停车 / ACC开,"福建省厦门市集美区灌口镇三社路356号;集美北大道,安仁大道-三社路交叉路口;厦门鹭燕制药有限公司,格林后整体家居,厦门亿同新印刷科技有限公司",闽D1YX58,正北(0),"118.003273,24.601949"
772,2023-07-21 13:43:37,0 km/h,58.11 km,2分29秒 / 12分58秒,在线 / 停车 / ACC开,"福建省厦门市集美区灌口镇三社路356号;集美北大道,安仁大道-三社路交叉路口;厦门鹭燕制药有限公司,格林后整体家居,厦门亿同新印刷科技有限公司",闽D1YX58,正北(0),"118.003273,24.601949"
773,2023-07-21 13:44:07,0 km/h,58.11 km,2分59秒 / 12分58秒,在线 / 停车 / ACC开,"福建省厦门市集美区灌口镇三社路356号;集美北大道,安仁大道-三社路交叉路口;厦门鹭燕制药有限公司,格林后整体家居,厦门亿同新印刷科技有限公司",闽D1YX58,正北(0),"118.003273,24.601949"
774,2023-07-21 13:44:37,0 km/h,58.11 km,3分29秒 / 12分58秒,在线 / 停车 / ACC开,"福建省厦门市集美区灌口镇三社路356号;集美北大道,安仁大道-三社路交叉路口;厦门鹭燕制药有限公司,格林后整体家居,厦门亿同新印刷科技有限公司",闽D1YX58,正北(0),"118.003273,24.601949"
775,2023-07-21 13:45:07,0 km/h,58.11 km,3分59秒 / 12分58秒,在线 / 停车 / ACC开,"福建省厦门市集美区灌口镇三社路356号;集美北大道,安仁大道-三社路交叉路口;厦门鹭燕制药有限公司,格林后整体家居,厦门亿同新印刷科技有限公司",闽D1YX58,正北(0),"118.003273,24.601949"
776,2023-07-21 13:45:37,0 km/h,58.11 km,4分29秒 / 12分58秒,在线 / 停车 / ACC开,"福建省厦门市集美区灌口镇三社路356号;集美北大道,安仁大道-三社路交叉路口;厦门鹭燕制药有限公司,格林后整体家居,厦门亿同新印刷科技有限公司",闽D1YX58,正北(0),"118.003273,24.601949"
777,2023-07-21 13:46:07,0 km/h,58.11 km,4分59秒 / 12分58秒,在线 / 停车 / ACC开,"福建省厦门市集美区灌口镇三社路356号;集美北大道,安仁大道-三社路交叉路口;厦门鹭燕制药有限公司,格林后整体家居,厦门亿同新印刷科技有限公司",闽D1YX58,正北(0),"118.003273,24.601949"
778,2023-07-21 13:46:37,0 km/h,58.11 km,5分29秒 / 12分58秒,在线 / 停车 / ACC开,"福建省厦门市集美区灌口镇三社路356号;集美北大道,安仁大道-三社路交叉路口;厦门鹭燕制药有限公司,格林后整体家居,厦门亿同新印刷科技有限公司",闽D1YX58,正北(0),"118.003273,24.601949"
779,2023-07-21 13:47:07,0 km/h,58.11 km,5分59秒 / 12分58秒,在线 / 停车 / ACC开,"福建省厦门市集美区灌口镇三社路356号;集美北大道,安仁大道-三社路交叉路口;厦门鹭燕制药有限公司,格林后整体家居,厦门亿同新印刷科技有限公司",闽D1YX58,正北(0),"118.003273,24.601949"
780,2023-07-21 13:47:37,0 km/h,58.11 km,6分29秒 / 12分58秒,在线 / 停车 / ACC开,"福建省厦门市集美区灌口镇三社路356号;集美北大道,安仁大道-三社路交叉路口;厦门鹭燕制药有限公司,格林后整体家居,厦门亿同新印刷科技有限公司",闽D1YX58,正北(0),"118.003273,24.601949"
781,2023-07-21 13:48:07,0 km/h,58.11 km,6分59秒 / 12分58秒,在线 / 停车 / ACC开,"福建省厦门市集美区灌口镇三社路356号;集美北大道,安仁大道-三社路交叉路口;厦门鹭燕制药有限公司,格林后整体家居,厦门亿同新印刷科技有限公司",闽D1YX58,正北(0),"118.003273,24.601949"
782,2023-07-21 13:48:37,0 km/h,58.11 km,7分29秒 / 12分58秒,在线 / 停车 / ACC开,"福建省厦门市集美区灌口镇三社路356号;集美北大道,安仁大道-三社路交叉路口;厦门鹭燕制药有限公司,格林后整体家居,厦门亿同新印刷科技有限公司",闽D1YX58,正北(0),"118.003273,24.601949"
783,2023-07-21 13:49:07,0 km/h,58.11 km,7分59秒 / 12分58秒,在线 / 停车 / ACC开,"福建省厦门市集美区灌口镇三社路356号;集美北大道,安仁大道-三社路交叉路口;厦门鹭燕制药有限公司,格林后整体家居,厦门亿同新印刷科技有限公司",闽D1YX58,正北(0),"118.003273,24.601949"
784,2023-07-21 13:49:37,0 km/h,58.11 km,8分29秒 / 12分58秒,在线 / 停车 / ACC开,"福建省厦门市集美区灌口镇三社路356号;集美北大道,安仁大道-三社路交叉路口;厦门鹭燕制药有限公司,格林后整体家居,厦门亿同新印刷科技有限公司",闽D1YX58,正北(0),"118.003273,24.601949"
785,2023-07-21 13:50:07,0 km/h,58.11 km,8分59秒 / 12分58秒,在线 / 停车 / ACC开,"福建省厦门市集美区灌口镇三社路356号;集美北大道,安仁大道-三社路交叉路口;厦门鹭燕制药有限公司,格林后整体家居,厦门亿同新印刷科技有限公司",闽D1YX58,正北(0),"118.003273,24.601949"
786,2023-07-21 13:50:36,0 km/h,58.11 km,9分28秒 / 12分58秒,在线 / 停车 / ACC开,"福建省厦门市集美区灌口镇三社路356号;集美北大道,安仁大道-三社路交叉路口;厦门鹭燕制药有限公司,格林后整体家居,厦门亿同新印刷科技有限公司",闽D1YX58,正北(0),"118.003273,24.601949"
787,2023-07-21 13:51:06,0 km/h,58.11 km,9分58秒 / 12分58秒,在线 / 停车 / ACC开,"福建省厦门市集美区灌口镇三社路356号;集美北大道,安仁大道-三社路交叉路口;厦门鹭燕制药有限公司,格林后整体家居,厦门亿同新印刷科技有限公司",闽D1YX58,正北(0),"118.003273,24.601949"
788,2023-07-21 13:51:36,0 km/h,58.11 km,10分28秒 / 12分58秒,在线 / 停车 / ACC开,"福建省厦门市集美区灌口镇三社路356号;集美北大道,安仁大道-三社路交叉路口;厦门鹭燕制药有限公司,格林后整体家居,厦门亿同新印刷科技有限公司",闽D1YX58,正北(0),"118.003273,24.601949"
789,2023-07-21 13:52:06,0 km/h,58.11 km,10分58秒 / 12分58秒,在线 / 停车 / ACC开,"福建省厦门市集美区灌口镇三社路356号;集美北大道,安仁大道-三社路交叉路口;厦门鹭燕制药有限公司,格林后整体家居,厦门亿同新印刷科技有限公司",闽D1YX58,正北(0),"118.003273,24.601949"
790,2023-07-21 13:52:36,0 km/h,58.11 km,11分28秒 / 12分58秒,在线 / 停车 / ACC开,"福建省厦门市集美区灌口镇三社路356号;集美北大道,安仁大道-三社路交叉路口;厦门鹭燕制药有限公司,格林后整体家居,厦门亿同新印刷科技有限公司",闽D1YX58,正北(0),"118.003273,24.601949"
791,2023-07-21 13:53:06,0 km/h,58.11 km,11分58秒 / 12分58秒,在线 / 停车 / ACC开,"福建省厦门市集美区灌口镇三社路356号;集美北大道,安仁大道-三社路交叉路口;厦门鹭燕制药有限公司,格林后整体家居,厦门亿同新印刷科技有限公司",闽D1YX58,正北(0),"118.003273,24.601949"
792,2023-07-21 13:53:36,0 km/h,58.11 km,12分28秒 / 12分58秒,在线 / 停车 / ACC开,"福建省厦门市集美区灌口镇三社路356号;集美北大道,安仁大道-三社路交叉路口;厦门鹭燕制药有限公司,格林后整体家居,厦门亿同新印刷科技有限公司",闽D1YX58,正北(0),"118.003273,24.601949"
793,2023-07-21 13:54:06,0 km/h,58.11 km,12分58秒 / 12分58秒,在线 / 停车 / ACC开,"福建省厦门市集美区灌口镇三社路356号;集美北大道,安仁大道-三社路交叉路口;厦门鹭燕制药有限公司,格林后整体家居,厦门亿同新印刷科技有限公司",闽D1YX58,正北(0),"118.003273,24.601949"
794,2023-07-21 13:54:12,5 km/h,58.13 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇三社路356号;集美北大道,集美北大道-安仁大道辅路交叉路口;格林后整体家居,厦门亿同新印刷科技有限公司,厦门鹭燕制药有限公司",闽D1YX58,偏东(85),"118.00347,24.601872"
795,2023-07-21 13:54:36,0 km/h,58.13 km,0秒 / 1分30秒,在线 / 停车 / ACC开,"福建省厦门市集美区灌口镇三社路356号;集美北大道,集美北大道-安仁大道辅路交叉路口;格林后整体家居,厦门亿同新印刷科技有限公司,厦门鹭燕制药有限公司",闽D1YX58,正北(0),"118.003482,24.601859"
796,2023-07-21 13:55:06,0 km/h,58.13 km,30秒 / 1分30秒,在线 / 停车 / ACC开,"福建省厦门市集美区灌口镇三社路356号;集美北大道,集美北大道-安仁大道辅路交叉路口;格林后整体家居,厦门亿同新印刷科技有限公司,厦门鹭燕制药有限公司",闽D1YX58,正北(0),"118.003482,24.601859"
797,2023-07-21 13:55:36,0 km/h,58.13 km,1分 / 1分30秒,在线 / 停车 / ACC开,"福建省厦门市集美区灌口镇三社路356号;集美北大道,集美北大道-安仁大道辅路交叉路口;格林后整体家居,厦门亿同新印刷科技有限公司,厦门鹭燕制药有限公司",闽D1YX58,正北(0),"118.003482,24.601859"
798,2023-07-21 13:56:06,0 km/h,58.13 km,1分30秒 / 1分30秒,在线 / 停车 / ACC开,"福建省厦门市集美区灌口镇三社路356号;集美北大道,集美北大道-安仁大道辅路交叉路口;格林后整体家居,厦门亿同新印刷科技有限公司,厦门鹭燕制药有限公司",闽D1YX58,正北(0),"118.003482,24.601859"
799,2023-07-21 13:56:36,1 km/h,58.13 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇三社路356号;集美北大道,集美北大道-安仁大道辅路交叉路口;厦门鹭燕制药有限公司,格林后整体家居,厦门亿同新印刷科技有限公司",闽D1YX58,偏东(85),"118.00346,24.601854"
800,2023-07-21 13:56:48,7 km/h,58.13 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇三社路356号;集美北大道,集美北大道-安仁大道辅路交叉路口;厦门鹭燕制药有限公司,格林后整体家居,厦门亿同新印刷科技有限公司",闽D1YX58,西北(326),"118.003453,24.601873"
801,2023-07-21 13:57:00,9 km/h,58.15 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇安仁大道1635-1639号;集美北大道,集美北大道-安仁大道辅路交叉路口;格林后整体家居,厦门亿同新印刷科技有限公司,厦门鹭燕制药有限公司",闽D1YX58,东南(152),"118.003564,24.601744"
802,2023-07-21 13:57:04,11 km/h,58.16 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇安仁大道1635-1639号;集美北大道,集美北大道-安仁大道辅路交叉路口;格林后整体家居,厦门亿同新印刷科技有限公司,厦门鹭燕制药有限公司",闽D1YX58,偏南(167),"118.003603,24.601643"
803,2023-07-21 13:57:06,14 km/h,58.17 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇安仁大道1635-1639号;集美北大道,集美北大道-安仁大道辅路交叉路口;格林后整体家居,厦门亿同新印刷科技有限公司,厦门鹭燕制药有限公司",闽D1YX58,偏南(173),"118.003608,24.601609"
804,2023-07-21 13:57:08,17 km/h,58.17 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇安仁大道1635-1639号;集美北大道,集美北大道-安仁大道辅路交叉路口;厦门亿同新印刷科技有限公司,格林后整体家居,厦门鹭燕制药有限公司",闽D1YX58,西南(210),"118.003591,24.601532"
805,2023-07-21 13:57:10,29 km/h,58.19 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇安仁大道1635-1639号;集美北大道,集美北大道-安仁大道辅路交叉路口;厦门亿同新印刷科技有限公司,格林后整体家居,厦门鹭燕制药有限公司",闽D1YX58,西南(230),"118.003513,24.601448"
806,2023-07-21 13:57:31,15 km/h,58.39 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇;安仁大道1599号;厦门鹭燕制药有限公司,立林数智生活产业科创基地,厦门市协晟工贸有限公司",闽D1YX58,西南(241),"118.001924,24.600377"
807,2023-07-21 13:57:33,14 km/h,58.39 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇安仁大道1635号;安仁大道,集美北大道-安仁大道辅路交叉路口;厦门中林机械有限公司,立林大厦宿舍楼,厦门鹭燕制药有限公司",闽D1YX58,偏西(255),"118.001882,24.600356"
808,2023-07-21 13:57:35,17 km/h,58.4 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇安仁大道1599号;安仁大道辅路,集美北大道-安仁大道辅路交叉路口;厦门中林机械有限公司,厦门鹭燕制药有限公司,立林大厦宿舍楼",闽D1YX58,偏西(287),"118.001797,24.600359"
809,2023-07-21 13:57:36,17 km/h,58.4 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇安仁大道1599号;安仁大道辅路,集美北大道-安仁大道辅路交叉路口;厦门中林机械有限公司,厦门鹭燕制药有限公司,立林大厦宿舍楼",闽D1YX58,西北(300),"118.001751,24.600379"
810,2023-07-21 13:57:37,20 km/h,58.41 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇安仁大道1599号;安仁大道,集美北大道-安仁大道辅路交叉路口;厦门燕来福制药有限公司,厦门中林机械有限公司,鹭燕医药",闽D1YX58,西北(312),"118.001712,24.60041"
811,2023-07-21 13:57:39,33 km/h,58.43 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇;安仁大道1599号;厦门鹭燕制药有限公司,立林数智生活产业科创基地,厦门秒米克科技有限公司",闽D1YX58,西北(324),"118.001573,24.600582"
812,2023-07-21 13:58:06,43 km/h,58.75 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇安仁大道1489;安仁大道辅路,安仁大道-三社路交叉路口;客家湖洋蒸鸡,联杰公寓,双艺美术书法教育(安仁里精品校区)",闽D1YX58,西北(322),"117.999663,24.602918"
813,2023-07-21 13:58:30,10 km/h,59.01 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇安仁大道1206号;安仁大道辅路,灌口中路-安仁大道辅路交叉路口;安仁里小区,美春芝中医理疗馆,厦门风味小吃(安仁里小区店)",闽D1YX58,西北(313),"117.998154,24.604738"
814,2023-07-21 13:58:36,11 km/h,59.02 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇;安仁大道1166号;安仁里小区-13号楼,安仁里小区-9号楼,乾和电脑",闽D1YX58,西北(313),"117.998037,24.604822"
815,2023-07-21 13:58:37,5 km/h,59.03 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇;安仁大道1166号;安仁里小区-13号楼,安仁里小区-9号楼,乾和电脑",闽D1YX58,西北(336),"117.998005,24.604853"
816,2023-07-21 13:59:06,2 km/h,59.03 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇;安仁大道1150号;安仁里小区-13号楼,安仁里小区-17号楼,安仁里小区-9号楼",闽D1YX58,西北(333),"117.998021,24.604893"
817,2023-07-21 13:59:30,8 km/h,59.03 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇;安仁大道1150号;安仁里小区-13号楼,安仁里小区-17号楼,安仁里小区-9号楼",闽D1YX58,西北(323),"117.998032,24.604923"
818,2023-07-21 13:59:33,13 km/h,59.04 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇;安仁大道1148号;安仁里小区-13号楼,安仁里小区-17号楼,安仁里小区-9号楼",闽D1YX58,西北(311),"117.997962,24.604998"
819,2023-07-21 13:59:36,22 km/h,59.06 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇安仁大道1210号;安仁大道辅路,灌口中路-安仁大道辅路交叉路口;安仁里小区,美春芝中医理疗馆,四大名补教育(灌口校区)",闽D1YX58,西北(309),"117.99784,24.605091"
820,2023-07-21 13:59:39,18 km/h,59.08 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇安仁大道1210号;安仁大道辅路,灌口中路-安仁大道辅路交叉路口;安仁里小区,美春芝中医理疗馆,四大名补教育(灌口校区)",闽D1YX58,西北(299),"117.997702,24.605179"
821,2023-07-21 13:59:42,18 km/h,59.09 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇安仁大道1212号;安仁大道,灌口中路-安仁大道辅路交叉路口;四大名补教育(灌口校区),安仁里小区,美春芝中医理疗馆",闽D1YX58,偏西(286),"117.99756,24.605225"
822,2023-07-21 13:59:43,11 km/h,59.09 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇安仁大道1212号;安仁大道,灌口中路-安仁大道辅路交叉路口;四大名补教育(灌口校区),安仁里小区,美春芝中医理疗馆",闽D1YX58,西北(296),"117.997578,24.605198"
823,2023-07-21 13:59:45,10 km/h,59.1 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇安仁大道1212号;安仁大道,灌口中路-安仁大道辅路交叉路口;四大名补教育(灌口校区),安仁里小区,美春芝中医理疗馆",闽D1YX58,西北(316),"117.997536,24.605229"
824,2023-07-21 13:59:47,9 km/h,59.1 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇安仁大道1212号;安仁大道,灌口中路-安仁大道辅路交叉路口;四大名补教育(灌口校区),安仁里小区,美春芝中医理疗馆",闽D1YX58,西北(330),"117.997498,24.605272"
825,2023-07-21 13:59:51,9 km/h,59.12 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇;安仁大道1090号;安仁里小区-17号楼,安仁里小区-18号楼,安仁里小区22号楼",闽D1YX58,西北(311),"117.997425,24.605354"
826,2023-07-21 13:59:52,11 km/h,59.12 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇;安仁大道1090号;安仁里小区-17号楼,安仁里小区-18号楼,安仁里小区22号楼",闽D1YX58,西北(293),"117.997393,24.605367"
827,2023-07-21 13:59:54,14 km/h,59.13 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇;安仁大道1090号;安仁里小区-17号楼,安仁里小区-18号楼,安仁里小区22号楼",闽D1YX58,偏西(276),"117.997312,24.605387"
828,2023-07-21 13:59:57,17 km/h,59.14 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇安仁大道1214号;安仁大道,灌口中路-安仁大道辅路交叉路口;四大名补教育(灌口校区),星飞扬音乐艺术中心(架子鼓),灌一新城",闽D1YX58,偏西(262),"117.997171,24.605382"
829,2023-07-21 13:59:58,16 km/h,59.15 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇安仁大道1441号;安仁大道辅路,灌口中路-安仁大道辅路交叉路口;四大名补教育(灌口校区),星飞扬音乐艺术中心(架子鼓),灌一新城",闽D1YX58,偏西(249),"117.997098,24.605352"
830,2023-07-21 14:00:01,11 km/h,59.16 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇安仁大道1441号;安仁大道辅路,灌口中路-安仁大道辅路交叉路口;四大名补教育(灌口校区),星飞扬音乐艺术中心(架子鼓),灌一新城",闽D1YX58,西南(221),"117.997067,24.605296"
831,2023-07-21 14:00:02,13 km/h,59.16 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇安仁大道1441号;安仁大道辅路,灌口中路-安仁大道辅路交叉路口;四大名补教育(灌口校区),星飞扬音乐艺术中心(架子鼓),灌一新城",闽D1YX58,偏南(190),"117.997091,24.605237"
832,2023-07-21 14:00:04,21 km/h,59.18 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇安仁大道1443号;安仁大道辅路,灌口中路-安仁大道辅路交叉路口;四大名补教育(灌口校区),星飞扬音乐艺术中心(架子鼓),灌一新城",闽D1YX58,偏南(163),"117.997188,24.605094"
833,2023-07-21 14:00:06,30 km/h,59.2 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇;安仁大道1120号;安仁里小区-17号楼,安仁里小区-13号楼,安仁里小区-18号楼",闽D1YX58,东南(146),"117.997321,24.604933"
834,2023-07-21 14:00:25,31 km/h,59.44 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇;G319(安仁大道);兴永嵩超市,联杰公寓,安仁里小区",闽D1YX58,东南(135),"117.998873,24.603355"
835,2023-07-21 14:00:36,45 km/h,59.55 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇安仁大道1493号;安仁大道,安仁大道-铁山路交叉路口;客家湖洋蒸鸡,福晋牛肉馆(三社店),三社路口沙县小吃",闽D1YX58,东南(138),"117.999681,24.602639"
836,2023-07-21 14:01:06,79 km/h,60.1 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇集美北大道788-8号;安仁大道,集美北大道-安仁大道辅路交叉路口;厦门勋雁新材料有限公司,厦门昱诚·飞美贸易连锁销售店,上柴动力",闽D1YX58,东南(142),"118.002953,24.598728"
837,2023-07-21 14:01:36,69 km/h,60.71 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇锦园西二路7号;安仁大道,安仁大道-杏前路交叉路口;林家小苑,厦深铁路,北方饭店(杏前路店)",闽D1YX58,东南(142),"118.006546,24.594227"
838,2023-07-21 14:01:55,60 km/h,61.06 km, ,在线 / 行驶,"福建省厦门市集美区杏滨街道杏前路195号;杏前路,安仁大道-杏前路交叉路口;顺兴针织有限公司(杏前路辅路),沙县小吃,晋江阿铖牛肉馆",闽D1YX58,东南(124),"118.008902,24.591954"
839,2023-07-21 14:02:06,57 km/h,61.23 km, ,在线 / 行驶,"福建省厦门市集美区杏滨街道;杏前路191号;爱玛(杏前路店),二手车批发,新日电动车(锦园西路店)",闽D1YX58,东南(124),"118.010291,24.591121"
840,2023-07-21 14:02:36,75 km/h,61.8 km, ,在线 / 行驶,福建省厦门市集美区;杏前路集灌路S507;厦门永通昌汽车贸易有限公司,闽D1YX58,东南(125),"118.015023,24.588266"
841,2023-07-21 14:03:06,74 km/h,62.38 km, ,在线 / 行驶,"福建省厦门市集美区杏滨街道九天湖西二路142号;杏前路,中宛一路-中宛二路交叉路口;平投建筑,鹭盈盛驾校,山海音乐中海锦城店",闽D1YX58,东南(130),"118.019714,24.585302"
842,2023-07-21 14:03:36,76 km/h,63 km, ,在线 / 行驶,"福建省厦门市集美区杏滨街道;杏前路154号;锦园中医院,二手车交易中心(杏前路店),玉鹭床垫",闽D1YX58,东南(131),"118.024234,24.581546"
843,2023-07-21 14:03:42,72 km/h,63.15 km, ,在线 / 行驶,"福建省厦门市集美区杏滨街道杏前路135-2号;杏前路,锦园东路-杏前路辅路交叉路口;云创金融,万世辉家具城,忠泉床垫",闽D1YX58,东南(135),"118.025323,24.580632"
844,2023-07-21 14:03:51,67 km/h,63.31 km, ,在线 / 行驶,"福建省厦门市集美区杏滨街道;杏前路133号;杏北新城社区公园,凯利鑫二手车,杏北新城",闽D1YX58,东南(145),"118.026331,24.579523"
845,2023-07-21 14:04:06,73 km/h,63.6 km, ,在线 / 行驶,"福建省厦门市集美区杏滨街道杏前路146号;杏前路,杏前路辅路-台前路交叉路口;劳保批发(杏前路店),厦门海悦广告材料,厦门建力达机械",闽D1YX58,东南(146),"118.027899,24.577262"
846,2023-07-21 14:04:12,75 km/h,63.75 km, ,在线 / 行驶,"福建省厦门市集美区杏滨街道杏前路127号;杏前路,董任路-杏前路辅路交叉路口;劳保批发(杏前路店),厦门富新预应力钢筋有限公司,厦门建力达机械",闽D1YX58,东南(135),"118.028786,24.576209"
847,2023-07-21 14:04:18,76 km/h,63.86 km, ,在线 / 行驶,"福建省厦门市集美区杏滨街道;杏前路134号;华凌螺丝,航鹰物流(杏前路店),捷哥城市配送",闽D1YX58,东南(125),"118.029583,24.5756"
848,2023-07-21 14:04:36,76 km/h,64.25 km, ,在线 / 行驶,"福建省厦门市集美区杏林街道杏前路109号;杏前路,董任路-杏前路辅路交叉路口;夏商物流有限公司(杏林库区),厦门市公安局集美分局交警大队车驾管服务站,厦门市公安局集美分局警务辅助人员大队",闽D1YX58,偏东(112),"118.033058,24.573934"
849,2023-07-21 14:04:37,77 km/h,64.27 km, ,在线 / 行驶,"福建省厦门市集美区杏林街道杏前路107号;杏前路,董任路-杏前路辅路交叉路口;厦门市公安局集美分局交警大队车驾管服务站,夏商物流有限公司(杏林库区),厦门市公安局集美分局警务辅助人员大队",闽D1YX58,偏东(110),"118.033257,24.573864"
850,2023-07-21 14:04:39,77 km/h,64.34 km, ,在线 / 行驶,"福建省厦门市集美区杏林街道杏前路132-2号;杏前路,董任路-杏前路辅路交叉路口;厦门市公安局集美分局交警大队车驾管服务站,厦门市公安局集美分局警务辅助人员大队,杏林汽车站(南2门)",闽D1YX58,偏东(101),"118.03387,24.573702"
851,2023-07-21 14:04:43,76 km/h,64.42 km, ,在线 / 行驶,"福建省厦门市集美区杏滨街道;杏前路130号;集美保安,集美区协警大队,内林村内茂社-88号楼",闽D1YX58,偏东(89),"118.034705,24.573643"
852,2023-07-21 14:05:07,72 km/h,64.91 km, ,在线 / 行驶,"福建省厦门市集美区杏林街道杏前路69;杏前路,杏林北路-杏前路辅路交叉路口;旺驰驾校,极速汽车模拟驾驶训练馆,白铁不锈钢通风",闽D1YX58,偏东(97),"118.039548,24.574082"
853,2023-07-21 14:05:37,63 km/h,65.52 km, ,在线 / 行驶,"福建省厦门市集美区杏林街道内西里32号;杏前路,杏前路辅路-内西里交叉路口;妙空间定制家居,厦杏工业大厦,闽南风味小吃",闽D1YX58,偏东(93),"118.045495,24.573837"
854,2023-07-21 14:06:07,68 km/h,66.08 km, ,在线 / 行驶,"福建省厦门市集美区杏林街道;苑亭路1号;钦嘉盛电动工具,厦门市杏苑小区,铃木(苑亭路店)",闽D1YX58,偏东(97),"118.051057,24.573288"
855,2023-07-21 14:06:15,65 km/h,66.23 km, ,在线 / 行驶,"福建省厦门市集美区杏林街道苑亭路58号;319国道,杏前路-苑亭路交叉路口;万古定制家居,厦门农商银行(杏苑支行),中共杏林社区支部委员会",闽D1YX58,偏东(100),"118.052513,24.573106"
856,2023-07-21 14:06:24,68 km/h,66.41 km, ,在线 / 行驶,"福建省厦门市集美区杏林街道;苑中路16号;德高防水(苑中路店),小桔充电充电站(兆泰云(苑中路站)),杏美佳超市",闽D1YX58,偏东(112),"118.054269,24.572636"
857,2023-07-21 14:06:37,65 km/h,66.64 km, ,在线 / 行驶,福建省厦门市集美区;成功大道X406;宝路德汽车(杏林分店),闽D1YX58,东南(115),"118.056316,24.571738"
858,2023-07-21 14:07:07,63 km/h,67.18 km, ,在线 / 行驶,"福建省厦门市集美区杏林街道;G319(杏林互通立交桥);禹洲中央海岸二期-5号楼,禹洲中央海岸二期-4号楼,禹洲中央海岸二期-6号楼",闽D1YX58,东南(114),"118.06113,24.569679"
859,2023-07-21 14:07:37,70 km/h,67.72 km, ,在线 / 行驶,"福建省厦门市集美区杏林街道;319国道,宁海路-宁海二路交叉路口;杏林桥观景,四季童话幼儿园,四季童话",闽D1YX58,东南(113),"118.065971,24.567643"
860,2023-07-21 14:08:07,68 km/h,68.3 km, ,在线 / 行驶,"福建省厦门市集美区杏林街道;319国道,宁海路-文达路交叉路口;集杏海堤,厦门园林博览苑(南门),厦门市公路桥隧维护中心集美园博苑路灯管理站(西北门)",闽D1YX58,东南(115),"118.071156,24.56542"
861,2023-07-21 14:08:37,73 km/h,68.92 km, ,在线 / 行驶,"福建省厦门市集美区集美街道银江路46-48号;319国道;杏林大桥,厦门市公路桥隧维护中心集美园博苑路灯管理站(西北门),集杏海堤停车场",闽D1YX58,东南(116),"118.076722,24.563002"
862,2023-07-21 14:09:07,56 km/h,69.48 km, ,在线 / 行驶,福建省厦门市集美区;成功大道杏林大桥X406;杏林大桥,闽D1YX58,东南(114),"118.081766,24.560809"
863,2023-07-21 14:09:37,80 km/h,70.06 km, ,在线 / 行驶,"福建省厦门市集美区集美街道;G319(杏林大桥);十里长堤,海涛楼,福建省第二体育工作大队",闽D1YX58,东南(115),"118.086973,24.558649"
864,2023-07-21 14:10:07,83 km/h,70.73 km, ,在线 / 行驶,福建省厦门市集美区集美街道;319国道;,闽D1YX58,东南(114),"118.09292,24.556124"
