序号,定位时间,行驶速度,行驶里程,已停留/总停留,车辆状态,地理位置,车牌号码,行驶方向,location,TRANSID,INCEPTADDR
18007,9/12/2023 15:32,48 km/h,954.39 km, ,在线 / 行驶,"福建省厦门市湖里区殿前街道;长虹路;鹭燕大药房,亿碗情深面馆,西北拉面(湖里分店)",闽D0TL89,偏东(78),"118.10132,24.520581",50334,湖里区寨上2235号
18047,9/12/2023 15:36,0 km/h,955.73 km,0秒 / 30秒,在线 / 停车 / ACC开,"福建省厦门市湖里区湖里街道悦华路223之;悦华路,悦华路-马浦路交叉路口;513特色烧酒档(龙腾花园一期店),蟹小刀肉蟹煲(马垅店),猪角·闽南猪脚饭(马垅店)",闽D0TL89,正北(0),"118.111892,24.51762",34535,湖里区湖里街道嘉园路79号之三之2、103、201、202、203、206、207、208室，81号104、204、209室
18048,9/12/2023 15:37,0 km/h,955.73 km,30秒 / 30秒,在线 / 停车 / ACC开,"福建省厦门市湖里区湖里街道悦华路223之;悦华路,悦华路-马浦路交叉路口;513特色烧酒档(龙腾花园一期店),蟹小刀肉蟹煲(马垅店),猪角·闽南猪脚饭(马垅店)",闽D0TL89,正北(0),"118.111892,24.51762",34535,湖里区湖里街道嘉园路79号之三之2、103、201、202、203、206、207、208室，81号104、204、209室
18049,9/12/2023 15:37,1 km/h,955.73 km, ,在线 / 行驶,"福建省厦门市湖里区湖里街道;悦华路217号;恒盛工业大厦,龙腾花园,万稷优创中心",闽D0TL89,偏东(104),"118.111914,24.517604",34535,湖里区湖里街道嘉园路79号之三之2、103、201、202、203、206、207、208室，81号104、204、209室
18050,9/12/2023 15:37,5 km/h,955.73 km, ,在线 / 行驶,"福建省厦门市湖里区湖里街道悦华路223之;悦华路,悦华路-马浦路交叉路口;513特色烧酒档(龙腾花园一期店),蟹小刀肉蟹煲(马垅店),猪角·闽南猪脚饭(马垅店)",闽D0TL89,西北(334),"118.111908,24.517615",34535,湖里区湖里街道嘉园路79号之三之2、103、201、202、203、206、207、208室，81号104、204、209室
18051,9/12/2023 15:37,8 km/h,955.73 km, ,在线 / 行驶,"福建省厦门市湖里区湖里街道悦华路223之;悦华路,悦华路-马浦路交叉路口;513特色烧酒档(龙腾花园一期店),蟹小刀肉蟹煲(马垅店),猪角·闽南猪脚饭(马垅店)",闽D0TL89,西北(312),"118.111896,24.517629",34535,湖里区湖里街道嘉园路79号之三之2、103、201、202、203、206、207、208室，81号104、204、209室
18107,9/12/2023 15:50,12 km/h,957.11 km, ,在线 / 行驶,"福建省厦门市湖里区湖里街道;华泰路79号;宁德时代,厦门盛元汽车有限公司,联泰大厦",闽D0TL89,偏西(285),"118.100733,24.515009",69,湖里区湖里街道和悦里46号
18108,9/12/2023 15:50,13 km/h,957.12 km, ,在线 / 行驶,"福建省厦门市湖里区湖里街道;华泰路79号;宁德时代,厦门盛元汽车有限公司,联泰大厦",闽D0TL89,西北(311),"118.100674,24.51504",69,湖里区湖里街道和悦里46号
18109,9/12/2023 15:50,14 km/h,957.12 km, ,在线 / 行驶,"福建省厦门市湖里区湖里街道;华泰路79号;宁德时代,厦门盛元汽车有限公司,联泰大厦",闽D0TL89,西北(325),"118.100649,24.515066",69,湖里区湖里街道和悦里46号
18110,9/12/2023 15:50,15 km/h,957.13 km, ,在线 / 行驶,"福建省厦门市湖里区;华泰路81号;厦门盛元汽车有限公司,联泰大厦,兴湖商务大厦",闽D0TL89,正北(0),"118.100629,24.515173",69,湖里区湖里街道和悦里46号
18262,9/12/2023 16:18,27 km/h,960.04 km, ,在线 / 行驶,"福建省厦门市湖里区湖里街道海天路125号之2;海天路,华泰路-海天路交叉路口;海天练车场,大盘子(佳丽花园店),信达生活区",闽D0TL89,偏东(82),"118.097573,24.507322",23044,厦门市湖里区华昌路72号
18263,9/12/2023 16:18,23 km/h,960.06 km, ,在线 / 行驶,"福建省厦门市湖里区湖里街道海天路129号;海天路,华泰路-海天路交叉路口;海天练车场,信达生活区,大盘子(佳丽花园店)",闽D0TL89,偏东(96),"118.097807,24.50732",23044,厦门市湖里区华昌路72号
18264,9/12/2023 16:18,23 km/h,960.06 km, ,在线 / 行驶,"福建省厦门市湖里区湖里街道海天路129号;海天路,华泰路-海天路交叉路口;海天练车场,信达生活区,大盘子(佳丽花园店)",闽D0TL89,偏东(96),"118.097807,24.50732",23044,厦门市湖里区华昌路72号
18272,9/12/2023 16:18,18 km/h,960.13 km, ,在线 / 行驶,"福建省厦门市湖里区湖里街道海天路129号;海天路,华泰路-海天路交叉路口;海天练车场,信达生活区,大盘子(佳丽花园店)",闽D0TL89,西南(246),"118.097812,24.507351",23044,厦门市湖里区华昌路72号
18273,9/12/2023 16:18,19 km/h,960.13 km, ,在线 / 行驶,"福建省厦门市湖里区湖里街道海天路129号;海天路,华泰路-海天路交叉路口;海天练车场,信达生活区,大盘子(佳丽花园店)",闽D0TL89,偏西(266),"118.097766,24.507335",23044,厦门市湖里区华昌路72号
18477,9/12/2023 16:56,3 km/h,965.97 km, ,在线 / 行驶,"福建省厦门市湖里区湖里街道;南山路127号;厦门市仙岳医院(北区),南山公寓小区,特房南泰苑",闽D0TL89,偏西(253),"118.101653,24.504628",198,海天路105号之一
18478,9/12/2023 16:56,17 km/h,965.98 km, ,在线 / 行驶,"福建省厦门市湖里区湖里街道;南山路127号;厦门市仙岳医院(北区),南山公寓小区,特房南泰苑",闽D0TL89,偏西(255),"118.101525,24.504595",198,海天路105号之一
18479,9/12/2023 16:56,18 km/h,966 km, ,在线 / 行驶,"福建省厦门市湖里区湖里街道;南山路127号;厦门市仙岳医院(北区),南山公寓小区,特房南泰苑",闽D0TL89,西南(245),"118.101377,24.504555",19236,厦门市湖里区海天路102-4号
18480,9/12/2023 16:56,20 km/h,966.01 km, ,在线 / 行驶,"福建省厦门市湖里区湖里街道;南山路127号;厦门市仙岳医院(北区),南山公寓小区,特房南泰苑",闽D0TL89,西南(226),"118.101288,24.504499",19236,厦门市湖里区海天路102-4号
18500,9/12/2023 16:59,32 km/h,967.97 km, ,在线 / 行驶,"福建省厦门市湖里区湖里街道;和通路;川香楼,佳吉房房产,芙蓉大排档",闽D0TL89,偏西(272),"118.091279,24.492025",2695,厦门湖里区和通路14号店面
18557,9/12/2023 17:11,7 km/h,977.99 km, ,在线 / 行驶,"福建省厦门市湖里区禾山街道;枋钟路;太古生活区A5,空港云立方,太古接待楼",闽D0TL89,东北(24),"118.12757,24.530814",568,湖里区殿前街道翔云一路100号
18558,9/12/2023 17:11,14 km/h,978 km, ,在线 / 行驶,"福建省厦门市湖里区禾山街道枋钟路421号;枋钟路辅路,火炬北路-枋钟路交叉路口;快乐和谐完整,康桥红橡树幼儿园(厦门飞翔园),尊宝比萨(机场店)",闽D0TL89,东北(36),"118.127611,24.530882",568,湖里区殿前街道翔云一路100号
18559,9/12/2023 17:11,17 km/h,978.01 km, ,在线 / 行驶,"福建省厦门市湖里区禾山街道;枋钟路;太古生活区A5,空港云立方,太古接待楼",闽D0TL89,东北(51),"118.127642,24.530908",568,湖里区殿前街道翔云一路100号
19046,9/13/2023 7:28,59 km/h,997.05 km, ,在线 / 行驶,"福建省厦门市集美区杏林街道;G319(杏前路);锦秀园建材,厦杏大厦,厦门市公安局集美区分局",闽D0TL89,正西(270),"118.044542,24.573936",100,集美区杏北路25号
19131,9/13/2023 8:24,16 km/h,1003.57 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇;G319(安仁大道);兴永嵩超市,联杰公寓,安仁里小区",闽D0TL89,西北(321),"117.999021,24.60368",1081,集美灌口
19360,9/13/2023 9:15,4 km/h,1044.57 km, ,在线 / 行驶,"福建省厦门市翔安区;洪钟大道;厦门市高级技工学校(浦尾路),洪前安置房,洪前一里",闽D0TL89,偏南(163),"118.244776,24.600476",1766588,厦门市翔安区新店镇新兴街608号
19361,9/13/2023 9:15,0 km/h,1044.57 km,0秒 / 1分,在线 / 停车 / ACC开,"福建省厦门市翔安区;洪钟大道;厦门市高级技工学校(浦尾路),洪前安置房,洪前一里",闽D0TL89,正北(0),"118.244774,24.600472",1766588,厦门市翔安区新店镇新兴街608号
19362,9/13/2023 9:16,0 km/h,1044.57 km,30秒 / 1分,在线 / 停车 / ACC开,"福建省厦门市翔安区;洪钟大道;厦门市高级技工学校(浦尾路),洪前安置房,洪前一里",闽D0TL89,正北(0),"118.244774,24.600472",1766588,厦门市翔安区新店镇新兴街608号
19363,9/13/2023 9:16,0 km/h,1044.57 km,1分 / 1分,在线 / 停车 / ACC开,"福建省厦门市翔安区;洪钟大道;厦门市高级技工学校(浦尾路),洪前安置房,洪前一里",闽D0TL89,正北(0),"118.244774,24.600472",1766588,厦门市翔安区新店镇新兴街608号
19364,9/13/2023 9:16,4 km/h,1044.57 km, ,在线 / 行驶,"福建省厦门市翔安区;洪钟大道;厦门市高级技工学校(浦尾路),洪前安置房,洪前一里",闽D0TL89,偏南(189),"118.244753,24.600471",1766588,厦门市翔安区新店镇新兴街608号
19365,9/13/2023 9:16,8 km/h,1044.57 km, ,在线 / 行驶,"福建省厦门市翔安区;洪钟大道;厦门市高级技工学校(浦尾路),洪前安置房,洪前一里",闽D0TL89,偏南(162),"118.244752,24.600455",1766588,厦门市翔安区新店镇新兴街608号
19366,9/13/2023 9:16,16 km/h,1044.57 km, ,在线 / 行驶,"福建省厦门市翔安区;洪钟大道;厦门市高级技工学校(浦尾路),洪前安置房,洪前一里",闽D0TL89,偏南(162),"118.24477,24.600396",1766588,厦门市翔安区新店镇新兴街608号
19811,9/13/2023 11:08,39 km/h,1092.87 km, ,在线 / 行驶,"福建省厦门市翔安区内厝镇上塘路357号;民安大道,上塘路-瑶祥路交叉路口;苏克士(内厝店),三点茶,珂兴原面包店",闽D0TL89,东北(28),"118.271869,24.669917",2225701,门市翔安区内厝镇赵岗村东界117号
20225,9/13/2023 12:09,103 km/h,1122.59 km, ,在线 / 行驶,"福建省厦门市同安区新民镇;G15(沈海高速);金星幼儿园,后垵,新阳光超市",闽D0TL89,偏西(256),"118.130663,24.674406",2239240,福建省厦门市同安区新民镇湖安村下厝里28-104号
20256,9/13/2023 12:18,97 km/h,1137.02 km, ,在线 / 行驶,"福建省厦门市集美区杏滨街道;沈海高速公路;松山中桥,高铁桥下中交一公局,元园金属",闽D0TL89,西南(232),"118.014349,24.604791",102,集美区灌口镇三社村
20262,9/13/2023 12:20,46 km/h,1139.19 km, ,在线 / 行驶,"福建省厦门市集美区乐活小镇;打铁行路;集美德山西医内科诊所,福建邮电学校,远成快运",闽D0TL89,西北(318),"117.997664,24.5929",37136,集美区灌口镇铁山路332号101、102
20263,9/13/2023 12:20,47 km/h,1139.2 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇;G15;沈海高速公路出口(G319方向),杏林-出口(杏林互通出口西南向),厦门奥众工贸有限公司",闽D0TL89,西北(321),"117.997582,24.592989",37136,集美区灌口镇铁山路332号101、102
20506,9/13/2023 14:47,65 km/h,1173.72 km, ,在线 / 行驶,福建省厦门市翔安区翔安区马巷街道;洪垵路;垵边小学,闽D0TL89,偏南(192),"118.227437,24.670972",2238463,厦门市翔安区马巷镇垵边社区垵边顶巷里41
20671,9/13/2023 15:13,19 km/h,1177.77 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;五权路;厦门市第五医院,翔安区舫山小学,芦荟家园(翔安区马巷街体验店)",闽D0TL89,偏北(17),"118.243933,24.662249",1623916,厦门市翔安区马巷镇印斗山南路26、28号
20672,9/13/2023 15:13,19 km/h,1177.77 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;五权路;厦门市第五医院,翔安区舫山小学,芦荟家园(翔安区马巷街体验店)",闽D0TL89,偏北(10),"118.243946,24.662299",1623916,厦门市翔安区马巷镇印斗山南路26、28号
20673,9/13/2023 15:14,18 km/h,1177.8 km, ,在线 / 行驶,"福建省厦门市翔安区马巷镇;民安路101号;厦门市第五医院,翔安区舫山小学,芦荟家园(翔安区马巷街体验店)",闽D0TL89,偏北(351),"118.243946,24.662503",1623916,厦门市翔安区马巷镇印斗山南路26、28号
20674,9/13/2023 15:14,11 km/h,1177.8 km, ,在线 / 行驶,"福建省厦门市翔安区马巷镇;民安路101号;厦门市第五医院,翔安区舫山小学,芦荟家园(翔安区马巷街体验店)",闽D0TL89,西北(322),"118.243934,24.662537",1623916,厦门市翔安区马巷镇印斗山南路26、28号
20675,9/13/2023 15:14,12 km/h,1177.81 km, ,在线 / 行驶,"福建省厦门市翔安区马巷镇;民安路101号;厦门市第五医院,翔安区舫山小学,芦荟家园(翔安区马巷街体验店)",闽D0TL89,偏西(280),"118.243875,24.66257",1623916,厦门市翔安区马巷镇印斗山南路26、28号
20796,9/13/2023 15:44,36 km/h,1181.15 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道巷南路222号;巷南路,巷南路-民安路交叉路口;盲人之家,翔力喜糖饼干批发,J先生寿司(马巷店)",闽D0TL89,偏北(22),"118.245981,24.659112",236389,厦门市翔安区马巷镇五权路173号、175号
20845,9/13/2023 15:55,24 km/h,1182.36 km, ,在线 / 行驶,"福建省厦门市翔安区马巷街道;巷东路27号;红苹果幼儿园,马巷商城,马巷小商品市场",闽D0TL89,东南(113),"118.248541,24.66765",398,厦门市翔安马巷西路舫泰楼101号
20914,9/13/2023 16:09,18 km/h,1186.14 km, ,在线 / 行驶,"福建省厦门市翔安区翔安区马巷街道;巷南路;缘饭店,瓷元素卫浴,平安桥医院下坂门诊部",闽D0TL89,偏西(263),"118.250919,24.648313",385909,厦门市翔安区马巷镇巷南路820号
22084,9/14/2023 8:20,31 km/h,1257.1 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇安仁大道1477号;安仁大道辅路,安仁大道辅路-三社路交叉路口;厦门厦工重工有限公司(铁山路),厦门风味小吃(安仁里小区店),双艺美术书法教育(安仁里精品校区)",闽D0TL89,东南(142),"117.998689,24.60362",1081,集美灌口
22110,9/14/2023 8:27,28 km/h,1264.37 km, ,在线 / 行驶,"福建省厦门市集美区杏林街道杏滨路2-2号楼;228国道,杏锦路辅路-文滨路交叉路口;文滨公园,厦门市洪合顺贸易有限公司,杏林街道铁路护路工作站",闽D0TL89,东南(114),"118.056702,24.571575",110,杏林街道苑亭路15号
22414,9/14/2023 9:32,30 km/h,1285.35 km, ,在线 / 行驶,"福建省厦门市思明区开元街道将军祠路28号之1;将军祠路,厦禾路-将军祠路交叉路口;丈母娘牛肉火锅,欧米大厦,群鸿文创城",闽D0TL89,东南(149),"118.092677,24.466156",532771,厦门市思明区白鹭洲路68号（CF*F楼第一层、二层）
22442,9/14/2023 9:36,20 km/h,1286.03 km, ,在线 / 行驶,"福建省厦门市思明区;厦禾路728号;群鸿商业城,夏商·怡翔酒店(华都店),7天优品(厦门将军祠地铁站店)",闽D0TL89,偏东(74),"118.09256,24.466968",1178642,思明区禾祥西路267号之三十
22443,9/14/2023 9:36,25 km/h,1286.03 km, ,在线 / 行驶,"福建省厦门市思明区;厦禾路728号;群鸿商业城,夏商·怡翔酒店(华都店),7天优品(厦门将军祠地铁站店)",闽D0TL89,偏东(71),"118.092621,24.466985",1178642,思明区禾祥西路267号之三十
22458,9/14/2023 9:39,17 km/h,1286.5 km, ,在线 / 行驶,"福建省厦门市思明区开元街道厦禾路79号;厦禾路,厦禾路-后滨路交叉路口;厦门大学附属中山医院厦禾体检部,厦门大学附属中山医院厦禾分部,泉州银行(厦门思明支行)",闽D0TL89,西南(239),"118.093807,24.467478",1846597,厦门市思明区后江埭路46号之十七102店面
22459,9/14/2023 9:39,20 km/h,1286.51 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;后江埭路;贝施瘦身,厦门证券有限公司后江埭路营业部,思源螺蛳粉(禾祥西路店)",闽D0TL89,偏西(252),"118.093758,24.467459",58090,思明区后江埭路46号之107室
22460,9/14/2023 9:39,29 km/h,1286.53 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;后江埭路;糖村手工烘焙坊,衣时代网,艾尚甲",闽D0TL89,偏西(253),"118.093562,24.467407",1846597,厦门市思明区后江埭路46号之十七102店面
22568,9/14/2023 9:57,4 km/h,1289.71 km, ,在线 / 行驶,"福建省厦门市思明区鹭江街道;厦禾路323-4号;厦禾商厦,来客家食府(厦禾路店),时代美居家具广场(厦禾商厦店)",闽D0TL89,偏西(266),"118.0775,24.463551",43173,厦门市思明区禾祥西二路91号之一一层及夹层、之二一层及夹层
22569,9/14/2023 9:57,6 km/h,1289.71 km, ,在线 / 行驶,"福建省厦门市思明区鹭江街道;厦禾路323-4号;厦禾商厦,来客家食府(厦禾路店),时代美居家具广场(厦禾商厦店)",闽D0TL89,偏西(250),"118.077471,24.463545",43173,厦门市思明区禾祥西二路91号之一一层及夹层、之二一层及夹层
22570,9/14/2023 9:57,9 km/h,1289.71 km, ,在线 / 行驶,"福建省厦门市思明区鹭江街道厦禾路323-5号;厦禾路,小学路-角滨路交叉路口;烧烤叔叔鲜肉串屋(厦禾商厦店),雄起大肚子川菜馆(厦禾商厦店),临家闽南菜(思北店)",闽D0TL89,偏西(266),"118.077448,24.463541",43173,厦门市思明区禾祥西二路91号之一一层及夹层、之二一层及夹层
22571,9/14/2023 9:57,11 km/h,1289.72 km, ,在线 / 行驶,"福建省厦门市思明区鹭江街道厦禾路323-5号;厦禾路,小学路-角滨路交叉路口;烧烤叔叔鲜肉串屋(厦禾商厦店),雄起大肚子川菜馆(厦禾商厦店),临家闽南菜(思北店)",闽D0TL89,偏西(286),"118.077351,24.463543",43173,厦门市思明区禾祥西二路91号之一一层及夹层、之二一层及夹层
22572,9/14/2023 9:57,7 km/h,1289.73 km, ,在线 / 行驶,"福建省厦门市思明区鹭江街道;厦禾路323-2号;厦禾商厦,时代美居家具广场(厦禾商厦店),来客家食府(厦禾路店)",闽D0TL89,西北(317),"118.077308,24.463565",43173,厦门市思明区禾祥西二路91号之一一层及夹层、之二一层及夹层
22573,9/14/2023 9:57,5 km/h,1289.73 km, ,在线 / 行驶,"福建省厦门市思明区鹭江街道厦禾路323-1号;角滨路,小学路-角滨路交叉路口;尚合里潮汕牛肉火锅思北店,来客家食府(独一处地方风味店),临家闽南菜(思北店)",闽D0TL89,西北(335),"118.077275,24.4636",43173,厦门市思明区禾祥西二路91号之一一层及夹层、之二一层及夹层
22574,9/14/2023 9:57,4 km/h,1289.73 km, ,在线 / 行驶,"福建省厦门市思明区鹭江街道厦禾路323-1号;角滨路,小学路-角滨路交叉路口;尚合里潮汕牛肉火锅思北店,来客家食府(独一处地方风味店),临家闽南菜(思北店)",闽D0TL89,偏北(357),"118.077271,24.46361",43173,厦门市思明区禾祥西二路91号之一一层及夹层、之二一层及夹层
22926,9/14/2023 14:36,35 km/h,1316.78 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇安仁大道1477号;安仁大道辅路,安仁大道辅路-三社路交叉路口;厦门厦工重工有限公司(铁山路),厦门风味小吃(安仁里小区店),双艺美术书法教育(安仁里精品校区)",闽D0TL89,东南(143),"117.998756,24.603521",1081,集美灌口
23085,9/14/2023 15:26,42 km/h,1337.38 km, ,在线 / 行驶,"福建省厦门市湖里区江头街道江头西路144号;仙岳路辅路,兴山路-仙岳路辅路交叉路口;金品堂私厨(囍鲍餐厅江头店),江头花园,中共厦门湖里仁和医院支部委员会",闽D0TL89,偏东(71),"118.123784,24.502249",2034517,厦门市思明区仙岳路1159号之负一楼、一楼、二楼
23294,9/14/2023 16:06,34 km/h,1345.87 km, ,在线 / 行驶,"福建省厦门市湖里区江头街道金盛路131号;金盛路,金民西路-金盛路交叉路口;奉珍一品(金鸿花园店),竹园餐厅(丰泽苑金丰里店),丰泽苑",闽D0TL89,偏东(107),"118.142772,24.494143",1737840,湖里区江头街道后埔社336号之1店面
23344,9/14/2023 16:18,0 km/h,1347.11 km,0秒 / 0秒,在线 / 停车 / ACC开,福建省厦门市湖里区;仙岳路;仙岳路上跨金尚路立交桥,闽D0TL89,正北(0),"118.143645,24.500778",1754561,湖里区江头街道祥店里182号201、202
23345,9/14/2023 16:18,30 km/h,1347.15 km, ,在线 / 行驶,福建省厦门市湖里区;金尚路;仙岳路上跨金尚路立交桥,闽D0TL89,偏北(4),"118.143703,24.501068",1754561,湖里区江头街道祥店里182号201、202
23878,9/15/2023 7:20,42 km/h,1370.99 km, ,在线 / 行驶,"福建省厦门市集美区杏林街道;集灌路;锦秀园建材,厦杏大厦,厦门市公安局集美区分局",闽D0TL89,偏西(273),"118.04481,24.573982",100,集美区杏北路25号
24193,9/15/2023 9:20,30 km/h,1399.26 km, ,在线 / 行驶,"福建省厦门市湖里区江头街道环祥路2005号;仙岳路,仙岳路辅路-纵十三路交叉路口;后埔发展中心二期,杨老大•食羊部落(祥店店),阿勇海鲜大排档(祥店里3区店)",闽D0TL89,偏东(103),"118.139489,24.501259",2059323,湖里区江头街道岭南里31-105号
24279,9/15/2023 9:40,6 km/h,1402.34 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道;莲花北路156号;香秀里小区,香秀里1号楼,森滋味台式卤肉套餐",闽D0TL89,偏东(78),"118.128352,24.491352",1289781,厦门市思明区嘉禾路321号706室
24290,9/15/2023 9:42,31 km/h,1402.5 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道;莲花北路31号;香秀里,莲花新村,莲花北路35",闽D0TL89,偏北(16),"118.12924,24.492461",2244405,湖里区江头街道江头西路13-4号
24291,9/15/2023 9:42,37 km/h,1402.58 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道;莲花北路210号;香秀里,莲花北路35,思明区嘉莲街道莲花北社区福乐家园",闽D0TL89,偏北(4),"118.129425,24.49317",1416,*湖里区嘉禾路344号之7、344号之8、344之9
24313,9/15/2023 9:45,22 km/h,1403.63 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道;嘉莲路;嘉莲里别墅区,嘉莲花园,厦门八方问健健康管理有限公司",闽D0TL89,西南(227),"118.122795,24.488692",62093,厦门市思明区湖滨北路183号之二(一楼、二楼)
24392,9/15/2023 9:56,30 km/h,1405.17 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道;玉荷路,盈翠西路-玉荷路交叉路口;冶金电子大厦,航空宾馆,新中林大酒店",闽D0TL89,东南(135),"118.120161,24.48506",389898,厦门市思明区长青路178号之一、之二1A
24396,9/15/2023 9:56,34 km/h,1405.25 km, ,在线 / 行驶,"福建省厦门市思明区;莲花南路9号;冶金电子大厦,厦门第二实验小学,冶金大厦",闽D0TL89,偏东(94),"118.120933,24.484696",715957,厦门市思明区连岳路16号之四、之五及16、20号（夹层B区）
24397,9/15/2023 9:56,30 km/h,1405.28 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道莲花南路14号;莲花南路,盈翠中路-莲花南路交叉路口;悦来福东山海鲜(莲花店),沐童高瑞托育,磐石传媒",闽D0TL89,偏东(81),"118.12122,24.484705",1238,莲岳路179号
24402,9/15/2023 9:57,4 km/h,1405.38 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道盈翠里10号;莲花南路,盈翠东路-莲花南路交叉路口;视立明视力恢复训练中心(莲花店),凌志大厦,嘉英钢琴艺术中心",闽D0TL89,东南(113),"118.122151,24.484784",748,思明区嘉禾路253号之102室
24403,9/15/2023 9:57,8 km/h,1405.38 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道盈翠里10号;莲花南路,盈翠东路-莲花南路交叉路口;视立明视力恢复训练中心(莲花店),凌志大厦,嘉英钢琴艺术中心",闽D0TL89,偏东(96),"118.122168,24.484782",748,思明区嘉禾路253号之102室
24404,9/15/2023 9:57,14 km/h,1405.38 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道盈翠里10号;莲花南路,盈翠东路-莲花南路交叉路口;视立明视力恢复训练中心(莲花店),凌志大厦,嘉英钢琴艺术中心",闽D0TL89,偏东(86),"118.122229,24.484784",748,思明区嘉禾路253号之102室
24405,9/15/2023 9:57,20 km/h,1405.4 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道盈翠里10号;莲花南路,莲花南路-盈翠东路交叉路口;视立明视力恢复训练中心(莲花店),嘉英钢琴艺术中心,美院少年(莲花南路教学点)",闽D0TL89,偏东(98),"118.122374,24.484773",748,思明区嘉禾路253号之102室
24407,9/15/2023 9:57,7 km/h,1405.48 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道盈翠里12-14号;莲花南路,盈翠里-盈翠东路交叉路口;大洋公寓,周广仁钢琴艺术中心(莲花店),托卡塔艺术中心",闽D0TL89,偏东(75),"118.123244,24.484806",427068,厦门市思明区嘉禾路233号1-4层商场
24425,9/15/2023 9:58,22 km/h,1405.86 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道;莲花北路6-101号;莲花中学,幸福杨记正宗漳州四果汤(莲花店),丰联达大厦",闽D0TL89,东北(40),"118.124801,24.48753",2206800,厦门市思明区嘉华里29号之11
24427,9/15/2023 9:59,12 km/h,1406.27 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道莲花北路45号;莲花北路,莲花北路-蓉芳路交叉路口;真馍坊西安小吃(莲花路店),特香包(二村店),紫燕百味鸡(莲花店)",闽D0TL89,东北(65),"118.127546,24.490355",366,思明区湖滨北路259号501室
24428,9/15/2023 9:59,14 km/h,1406.28 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道莲花北路110号;莲花北路,蓉芳路-谊爱路交叉路口;特香包(二村店),紫燕百味鸡(莲花店),真馍坊西安小吃(莲花路店)",闽D0TL89,偏东(86),"118.127648,24.490382",366,思明区湖滨北路259号501室
24429,9/15/2023 9:59,9 km/h,1406.3 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道莲花北路19号;莲花北路,蓉芳路-谊爱路交叉路口;小虎记层层饼,紫燕百味鸡(莲花店),特香包(二村店)",闽D0TL89,偏东(87),"118.127805,24.490382",366,思明区湖滨北路259号501室
24430,9/15/2023 9:59,5 km/h,1406.3 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道莲花北路19号;莲花北路,蓉芳路-谊爱路交叉路口;小虎记层层饼,紫燕百味鸡(莲花店),特香包(二村店)",闽D0TL89,偏东(99),"118.127868,24.490385",366,思明区湖滨北路259号501室
24542,9/15/2023 10:23,20 km/h,1409.78 km, ,在线 / 行驶,福建省厦门市湖里区;仙岳路;仙岳路上跨金尚路立交桥,闽D0TL89,偏北(11),"118.143639,24.500891",1754561,湖里区江头街道祥店里182号201、202
24543,9/15/2023 10:23,26 km/h,1409.8 km, ,在线 / 行驶,福建省厦门市湖里区;金尚路;仙岳路上跨金尚路立交桥,闽D0TL89,正北(0),"118.143659,24.501063",1754561,湖里区江头街道祥店里182号201、202
24608,9/15/2023 10:39,69 km/h,1424.04 km, ,在线 / 行驶,"福建省厦门市集美区杏林街道;S507(杏前路);锦秀园建材,厦杏大厦,御尚雅居",闽D0TL89,偏西(269),"118.044433,24.573927",100,集美区杏北路25号
24924,9/15/2023 14:59,12 km/h,1453.82 km, ,在线 / 行驶,"福建省厦门市湖里区禾山街道;枋湖北二路;鑫永安二手车,中国建筑第四工程局枋湖北二路建发养云项目部,正新轮胎(枋湖北二路店)",闽D0TL89,偏西(272),"118.136609,24.520735",201,湖里区枋湖术安兜社7号1层
27031,9/18/2023 8:48,95 km/h,1498.07 km, ,在线 / 行驶,"福建省厦门市集美区杏滨街道;G15(沈海高速);集美国投安仁产业园,爱觉管家式长租公寓,水大工业园",闽D0TL89,东北(50),"118.007677,24.599464",612299,4365324
