origin,destination,origin_location,destination_location,distance_r,duration_r
1281.0,1095.0,"118.086304,24.465156","118.086965,24.462305",589.999999999975,90.0
1095.0,1915.0,"118.086965,24.462305","118.089533,24.464765",430.0000000000068,120.00000000000001
1915.0,2238821.0,"118.089533,24.464765","118.003095,24.601736",69.99999999993634,21.0
2238821.0,2238680.0,"118.003095,24.601736","118.241028,24.651831",38000.0,3423.0
2238680.0,394.0,"118.241028,24.651831","118.251652,24.660994",2029.9999999999727,690.0
394.0,2395651.0,"118.251652,24.660994","118.258832,24.657632",1240.000000000009,601.0
2395651.0,2242007.0,"118.258832,24.657632","118.245728,24.63348",17440.000000000055,2879.0
2242007.0,2226806.0,"118.245728,24.63348","118.162502,24.535719",28949.99999999993,3063.0
2226806.0,1867146.0,"118.162502,24.535719","118.160071,24.531996",480.0000000000182,90.0
1867146.0,28011.0,"118.160071,24.531996","118.110187,24.523029",809.9999999999454,119.00000000000001
28011.0,2439068.0,"118.110187,24.523029","118.103567,24.514821",250.0,90.0
2439068.0,2208454.0,"118.103567,24.514821","118.102524,24.513351",259.9999999999909,90.0
2208454.0,2028.0,"118.102524,24.513351","118.103493,24.51181",460.0000000000364,150.0
2028.0,13154.0,"118.103493,24.51181","118.113105,24.520258",699.9999999999318,120.00000000000001
13154.0,1419.0,"118.113105,24.520258","118.110175,24.509757",710.0000000000364,120.00000000000001
1419.0,2238797.0,"118.110175,24.509757","118.099056,24.506694",1169.999999999959,150.0
2238797.0,2692.0,"118.099056,24.506694","118.1487,24.490421",10659.999999999967,1204.0
2692.0,263.0,"118.1487,24.490421","118.168512,24.503925",3120.0000000000045,392.0
263.0,5227.0,"118.168512,24.503925","118.168187,24.512437",1250.0,300.0
5227.0,1181158.0,"118.168187,24.512437","118.16231,24.520458",1070.00000000005,121.00000000000001
1181158.0,1235426.0,"118.16231,24.520458","118.134926,24.527692",20690.000000000055,2521.0
1235426.0,396297.0,"118.134926,24.527692","118.13761,24.52558",349.99999999990905,60.00000000000001
396297.0,190.0,"118.13761,24.52558","118.150804,24.525677",5950.0000000000455,989.0000000000001
190.0,20576.0,"118.150804,24.525677","118.1462,24.515084",3000.0,570.0
20576.0,13074.0,"118.1462,24.515084","118.125048,24.506511",509.9999999999909,150.0
13074.0,2659.0,"118.125048,24.506511","118.122023,24.508836",460.0000000000364,90.0
2659.0,2525.0,"118.122023,24.508836","118.116059,24.520435",389.99999999998636,120.00000000000001
2525.0,2034517.0,"118.116059,24.520435","118.122818,24.501754",1450.0000000000455,301.0
2034517.0,1416.0,"118.122818,24.501754","118.127752,24.494745",690.0000000000546,121.00000000000001
1416.0,350.0,"118.127752,24.494745","118.119238,24.485141",1610.0000000000136,353.0
350.0,84.0,"118.119238,24.485141","118.138548,24.493017",480.0000000000182,120.00000000000001
84.0,561.0,"118.138548,24.493017","118.14027,24.492687",169.99999999995907,60.00000000000001
561.0,71.0,"118.14027,24.492687","118.155033,24.505944",2259.999999999991,391.0
71.0,37751.0,"118.155033,24.505944","118.154553,24.512929",789.9999999999636,150.0
37751.0,2238558.0,"118.154553,24.512929","118.158815,24.53478",3680.0000000000637,51849.0
2238558.0,25.0,"118.158815,24.53478","118.009475,24.605839",19949.99999999993,1319.0
25.0,1014.0,"118.009475,24.605839","118.136149,24.497424",1029.9999999999727,158.0
1014.0,2227946.0,"118.136149,24.497424","118.127545,24.494719",299.9999999999545,60.00000000000001
2227946.0,1203.0,"118.127545,24.494719","118.125734,24.490788",310.0000000000591,90.0
1203.0,3619.0,"118.125734,24.490788","118.140088,24.479017",509.9999999999909,150.0
3619.0,28470.0,"118.140088,24.479017","118.100319,24.52665",16180.000000000064,1259.0
28470.0,2242344.0,"118.100319,24.52665","118.092493,24.509601",279.9999999999727,120.00000000000001
2242344.0,22103.0,"118.092493,24.509601","118.107965,24.50864",0.0,90.0
22103.0,12824.0,"118.107965,24.50864","118.109566,24.507321",890.0000000001,209.0
12824.0,22162.0,"118.109566,24.507321","118.083447,24.494914",3110.0000000000136,360.0
22162.0,1244810.0,"118.083447,24.494914","118.244774,24.600472",41009.99999999999,3104.0
1244810.0,907.0,"118.244774,24.600472","118.344993,24.588787",33200.000000000044,3181.0
907.0,2225701.0,"118.344993,24.588787","118.271569,24.66968",19720.00000000003,2100.0
2225701.0,3315999.0,"118.271569,24.66968","118.266886,24.683081",1920.0000000000728,240.00000000000003
3315999.0,3404075.0,"118.266886,24.683081","118.251466,24.671203",8649.999999999864,1561.0
3404075.0,654142.0,"118.251466,24.671203","118.244576,24.661913",35810.000000000175,2731.0
654142.0,1623916.0,"118.244576,24.661913","118.242791,24.662451",279.9999999999727,120.00000000000001
1623916.0,950.0,"118.242791,24.662451","118.246854,24.66081",3329.9999999999272,810.0
950.0,393.0,"118.246854,24.66081","118.248613,24.665229",520.0000000002092,120.00000000000001
393.0,397.0,"118.248613,24.665229","118.254911,24.661432",920.0000000000728,151.0
397.0,3455.0,"118.254911,24.661432","118.245887,24.646659",3240.000000000009,659.0
3455.0,2244344.0,"118.245887,24.646659","118.243423,24.56615",33839.99999999992,4893.0
2244344.0,638.0,"118.243423,24.56615","117.997712,24.605096",29.999999999972715,30.000000000000004
638.0,1770127.0,"117.997712,24.605096","118.089272,24.464657",2059.9999999999454,330.0
1770127.0,712239.0,"118.089272,24.464657","118.094304,24.464395",859.9999999999,210.0
712239.0,28670.0,"118.094304,24.464395","118.095372,24.467691",679.9999999998363,90.0
28670.0,441.0,"118.095372,24.467691","118.090203,24.469953",639.9999999998727,150.0
441.0,11937.0,"118.090203,24.469953","118.087868,24.469388",1090.0000000001455,627.0
11937.0,2246653.0,"118.087868,24.469388","118.072613,24.467675",2539.9999999999636,511.00000000000006
2246653.0,377.0,"118.072613,24.467675","118.122963,24.50195",59.99999999994543,90.0
377.0,2962.0,"118.122963,24.50195","118.134925,24.488552",1750.0,346.0
2962.0,293015.0,"118.134925,24.488552","118.138381,24.480817",1409.9999999998545,150.0
293015.0,603.0,"118.138381,24.480817","118.141553,24.480269",590.0000000001455,120.00000000000001
603.0,1033.0,"118.141553,24.480269","118.14087,24.492075",4230.000000000018,1247.0
1033.0,24324.0,"118.14087,24.492075","118.142799,24.498284",400.00000000009095,120.00000000000001
24324.0,31265.0,"118.142799,24.498284","118.142735,24.516917",3540.000000000191,1050.0
31265.0,2208566.0,"118.142735,24.516917","118.145365,24.514049",179.9999999998363,90.0
2208566.0,14219.0,"118.145365,24.514049","118.224097,24.660921",38579.99999999993,2881.0
14219.0,2326228.0,"118.224097,24.660921","118.254826,24.658605",0.0,2461.0
2326228.0,601.0,"118.254826,24.658605","118.080107,24.481031",22720.00000000003,2040.0000000000002
601.0,4545.0,"118.080107,24.481031","118.092163,24.479776",3129.9999999998818,421.0
4545.0,2207858.0,"118.092163,24.479776","118.097583,24.471837",400.00000000009095,90.0
2207858.0,1907.0,"118.097583,24.471837","118.081687,24.467468",910.0000000000819,180.0
1907.0,1951.0,"118.081687,24.467468","118.076164,24.458875",1100.0000000001364,301.0
1951.0,2966701.0,"118.076164,24.458875","118.127179,24.502152",910.0000000000819,210.0
2966701.0,20238.0,"118.127179,24.502152","118.130233,24.495203",1279.9999999999727,210.0
20238.0,213.0,"118.130233,24.495203","118.144474,24.50169",2679.9999999998363,750.0
213.0,2059323.0,"118.144474,24.50169","118.13905,24.502324",600.0000000001364,119.00000000000001
2059323.0,47930.0,"118.13905,24.502324","118.141039,24.504156",379.99999999988177,120.00000000000001
47930.0,1126391.0,"118.141039,24.504156","118.123408,24.506566",2050.000000000182,391.0
1126391.0,3705.0,"118.123408,24.506566","118.093216,24.470299",290.000000000191,90.0
3705.0,394826.0,"118.093216,24.470299","118.134411,24.528074",1369.9999999998909,331.0
394826.0,59310.0,"118.134411,24.528074","118.150397,24.504261",1759.999999999991,360.0
59310.0,31075.0,"118.150397,24.504261","118.126842,24.496912",830.0000000001546,240.00000000000003
31075.0,12822.0,"118.126842,24.496912","118.118792,24.486694",200.00000000004547,90.0
12822.0,20738.0,"118.118792,24.486694","118.087676,24.492407",20710.000000000036,1502.0
20738.0,684833.0,"118.087676,24.492407","118.088437,24.490496",230.0000000000182,90.0
684833.0,1986.0,"118.088437,24.490496","118.078945,24.463404",309.99999999994543,90.0
1986.0,2242215.0,"118.078945,24.463404","118.094851,24.468669",1179.9999999998363,240.00000000000003
2242215.0,388598.0,"118.094851,24.468669","118.088457,24.470497",859.9999999999,180.0
388598.0,1246332.0,"118.088457,24.470497","118.081927,24.479073",2680.0000000000637,720.0
1246332.0,3194.0,"118.081927,24.479073","118.243751,24.662908",19.99999999998181,60.00000000000001
3194.0,422.0,"118.243751,24.662908","118.254632,24.661168",0.0,91.0
422.0,3368.0,"118.254632,24.661168","118.085066,24.459361",910.0000000003092,120.00000000000001
3368.0,415.0,"118.085066,24.459361","118.086513,24.457",339.9999999996908,90.0
415.0,12875.0,"118.086513,24.457","118.082275,24.452753",1059.9999999999454,270.0
12875.0,1029422.0,"118.082275,24.452753","118.083665,24.452543",130.00000000010914,604.0
1029422.0,750.0,"118.083665,24.452543","118.083541,24.451902",329.99999999992724,120.00000000000001
750.0,620.0,"118.083541,24.451902","118.083479,24.454477",109.99999999967258,60.00000000000001
620.0,1942.0,"118.083479,24.454477","118.087315,24.45775",279.99999999974534,150.0
1942.0,51454.0,"118.087315,24.45775","118.094665,24.463214",970.0000000002547,179.0
51454.0,2536.0,"118.094665,24.463214","118.099446,24.463019",500.0,120.00000000000001
2536.0,12820.0,"118.099446,24.463019","118.104988,24.4625",680.000000000291,120.00000000000001
12820.0,142.0,"118.104988,24.4625","118.104369,24.464256",219.9999999997999,90.0
142.0,264.0,"118.104369,24.464256","118.10227,24.52382",16539.999999999964,1200.0
264.0,2541174.0,"118.10227,24.52382","118.09519,24.517386",820.0000000001637,180.0
2541174.0,53312.0,"118.09519,24.517386","118.100347,24.511421",679.9999999998363,80.0
53312.0,292806.0,"118.100347,24.511421","118.098876,24.469175",320.0000000001637,91.0
292806.0,3537.0,"118.098876,24.469175","118.145518,24.479655",900.000000000091,181.0
3537.0,1044.0,"118.145518,24.479655","118.151508,24.479544",570.0000000001637,120.00000000000001
1044.0,12905.0,"118.151508,24.479544","118.159914,24.474626",0.0,180.0
12905.0,362.0,"118.159914,24.474626","118.163745,24.472756",469.9999999997999,90.0
362.0,349.0,"118.163745,24.472756","118.171002,24.47446",1289.9999999999636,272.0
349.0,1023.0,"118.171002,24.47446","118.18082,24.510813",670.0000000000728,150.0
1023.0,2229815.0,"118.18082,24.510813","118.174982,24.505992",889.9999999998727,210.0
2229815.0,386873.0,"118.174982,24.505992","118.159955,24.512712",920.0000000000728,150.0
386873.0,1181133.0,"118.159955,24.512712","118.158819,24.513683",160.00000000030923,30.000000000000004
1181133.0,617706.0,"118.158819,24.513683","118.156624,24.514749",329.99999999992724,120.00000000000001
617706.0,31219.0,"118.156624,24.514749","118.153336,24.518624",739.9999999997817,180.0
31219.0,1644903.0,"118.153336,24.518624","118.159899,24.531234",1910.0000000003092,210.0
1644903.0,1235269.0,"118.159899,24.531234","118.16295,24.532164",909.9999999998545,179.0
1235269.0,2242442.0,"118.16295,24.532164","118.099034,24.506301",2019.9999999999818,240.00000000000003
2242442.0,547.0,"118.099034,24.506301","118.098284,24.466777",10.000000000218279,60.00000000000001
547.0,1943.0,"118.098284,24.466777","118.101247,24.467505",349.99999999990905,120.00000000000001
1943.0,26673.0,"118.101247,24.467505","118.103488,24.467616",239.99999999978172,90.0
26673.0,51383.0,"118.103488,24.467616","118.075524,24.452385",26079.999999999927,2280.0
51383.0,622.0,"118.075524,24.452385","118.077583,24.453048",90.00000000014552,90.0
622.0,1867687.0,"118.077583,24.453048","118.082036,24.455017",89.99999999969077,120.00000000000001
1867687.0,1427.0,"118.082036,24.455017","118.082164,24.455211",39.99999999996362,90.0
1427.0,31592.0,"118.082164,24.455211","118.088992,24.460932",559.9999999999454,150.0
31592.0,86.0,"118.088992,24.460932","118.108532,24.520872",3820.0000000001637,2087.0
86.0,20338.0,"118.108532,24.520872","118.103016,24.511401",269.9999999999818,61.00000000000001
20338.0,2237302.0,"118.103016,24.511401","118.247224,24.617976",79199.99999999983,10504.0
2237302.0,23725.0,"118.247224,24.617976","118.246268,24.620792",360.00000000012733,90.0
23725.0,1235427.0,"118.246268,24.620792","118.109478,24.517598",18679.999999999836,1680.0
1235427.0,28771.0,"118.109478,24.517598","118.103976,24.514289",0.0,150.0
28771.0,1978.0,"118.103976,24.514289","118.098531,24.504816",1619.9999999998909,180.0
1978.0,23990.0,"118.098531,24.504816","118.091367,24.466895",949.9999999998181,150.0
23990.0,12898.0,"118.091367,24.466895","118.090022,24.466414",89.99999999969077,60.00000000000001
12898.0,372.0,"118.090022,24.466414","118.101444,24.469159",769.9999999999818,150.0
372.0,684.0,"118.101444,24.469159","118.116777,24.437944",4230.000000000018,421.0
684.0,30575.0,"118.116777,24.437944","118.147484,24.478965",0.0,1531.0
30575.0,757.0,"118.147484,24.478965","118.085223,24.460025",769.9999999999995,150.0
757.0,1231.0,"118.085223,24.460025","118.086037,24.458399",149.99999999999858,61.00000000000001
1231.0,143.0,"118.086037,24.458399","118.082634,24.451551",1130.0000000000025,330.0
143.0,1301377.0,"118.082634,24.451551","118.076454,24.455692",659.9999999999966,150.0
1301377.0,31113.0,"118.076454,24.455692","118.077013,24.452874",140.00000000001478,120.00000000000001
31113.0,1035.0,"118.077013,24.452874","118.082184,24.452462",1629.9999999999955,421.0
1035.0,5304.0,"118.082184,24.452462","118.08604,24.458651",739.9999999999807,182.0
5304.0,34512.0,"118.08604,24.458651","118.131569,24.491625",5790.00000000002,872.0
34512.0,30557.0,"118.131569,24.491625","118.085624,24.458825",129.99999999999545,60.00000000000001
30557.0,1801.0,"118.085624,24.458825","118.08382,24.453341",120.00000000000455,428.0
1801.0,2229663.0,"118.08382,24.453341","118.083555,24.453099",40.000000000020464,60.00000000000001
2229663.0,2242155.0,"118.083555,24.453099","118.086544,24.473957",24050.00000000007,1753.0
2242155.0,1122639.0,"118.086544,24.473957","118.099853,24.58699",14640.0000000001,1534.0
