origin,destination,origin_location,destination_location,distance,duration,distance_r,duration_r
201.0,2075.0,"118.135838,24.519968","118.120724,24.516732",3864,735,1680.0000000000068,270.0
2075.0,399819.0,"118.120724,24.516732","118.117099,24.511732",3156,705,879.9999999999955,150.0
399819.0,2239101.0,"118.117099,24.511732","118.114343,24.513598",847,432,0.0,120.0
2239101.0,34535.0,"118.114343,24.513598","118.11336,24.518675",1397,461,0.0,120.0
34535.0,99.0,"118.11336,24.518675","117.99969,24.60283",17963,1418,639.9999999999864,180.0
99.0,2206839.0,"117.99969,24.60283","118.085442,24.493961",20284,1313,20419.99999999999,2821.0
2206839.0,17.0,"118.085442,24.493961","118.093751,24.491673",5321,766,969.9999999999987,150.0
17.0,3423.0,"118.093751,24.491673","118.094563,24.48815",1673,433,0.0,150.0
3423.0,48551.0,"118.094563,24.48815","118.087635,24.4812",2418,431,0.0,968.0
48551.0,1450978.0,"118.087635,24.4812","118.094198,24.476287",4683,848,1289.999999999992,139.0
1450978.0,1987.0,"118.094198,24.476287","118.094302,24.475735",514,109,570.0000000000216,2538.0
1987.0,582.0,"118.094302,24.475735","118.075351,24.463003",3908,765,3050.000000000012,690.0
582.0,43173.0,"118.075351,24.463003","118.075962,24.462928",326,106,109.99999999998522,90.0
43173.0,566.0,"118.075962,24.462928","118.079192,24.463843",460,151,449.99999999998863,90.0
566.0,2246646.0,"118.079192,24.463843","118.073854,24.467823",3403,524,1020.0000000000102,211.0
2246646.0,61.0,"118.073854,24.467823","118.128865,24.502504",9916,1492,20009.999999999996,1652.0
61.0,4242.0,"118.128865,24.502504","118.130326,24.501405",1950,566,349.9999999999943,149.0
4242.0,609391.0,"118.130326,24.501405","118.14252,24.501195",3081,718,1259.999999999991,210.0
609391.0,1081.0,"118.14252,24.501195","117.997466,24.605305",22142,1537,960.000000000008,210.0
1081.0,12810.0,"117.997466,24.605305","118.127772,24.501393",21224,1432,210.0000000000364,90.0
12810.0,335082.0,"118.127772,24.501393","118.127328,24.495453",1054,367,699.9999999999886,180.0
335082.0,1709538.0,"118.127328,24.495453","118.126172,24.493128",1288,339,360.00000000001364,120.0
1709538.0,753.0,"118.126172,24.493128","118.118645,24.484919",1989,390,1389.9999999999864,300.0
753.0,554.0,"118.118645,24.484919","118.118101,24.483434",380,126,199.99999999998863,78.0
554.0,366.0,"118.118101,24.483434","118.128624,24.491419",1757,418,1829.999999999984,298.0
366.0,87.0,"118.128624,24.491419","118.135124,24.492825",1496,479,1229.9999999999611,211.0
87.0,5925.0,"118.135124,24.492825","118.133892,24.495876",1115,387,420.0000000000159,90.0
5925.0,2255.0,"118.133892,24.495876","118.128983,24.499227",1102,239,1030.0000000000296,210.0
2255.0,2737.0,"118.128983,24.499227","118.146194,24.495962",2311,448,2930.000000000007,1850.0
2737.0,199.0,"118.146194,24.495962","118.143033,24.496278",658,233,1659.9999999999682,329.0
199.0,177.0,"118.143033,24.496278","118.143564,24.500589",1717,532,580.0000000000409,149.0
177.0,2483.0,"118.143564,24.500589","118.131556,24.523094",3968,579,20389.999999999985,2252.0
2483.0,568.0,"118.131556,24.523094","118.129277,24.531981",2479,496,1659.9999999999682,300.0
568.0,2238780.0,"118.129277,24.531981","118.144998,24.531307",3182,643,3240.000000000009,390.0
2238780.0,1185170.0,"118.144998,24.531307","118.146389,24.524892",1032,255,800.0000000000114,150.0
1185170.0,38472.0,"118.146389,24.524892","118.149173,24.513657",2438,609,1750.0,540.0
38472.0,55249.0,"118.149173,24.513657","118.144695,24.506617",2301,464,1670.000000000016,659.0
55249.0,2239388.0,"118.144695,24.506617","118.136256,24.506544",2993,646,870.0000000000045,150.0
2239388.0,410.0,"118.136256,24.506544","118.122241,24.48997",2991,665,500.0,120.0
410.0,623.0,"118.122241,24.48997","118.123159,24.491658",316,58,259.9999999999909,96.0
623.0,2244650.0,"118.123159,24.491658","118.148842,24.532211",7991,1072,9879.999999999996,51606.0
2244650.0,82.0,"118.148842,24.532211","118.103854,24.527422",7525,1008,399.99999999997726,60.00000000000001
82.0,516.0,"118.103854,24.527422","118.101508,24.524826",1225,380,1539.9999999999636,630.0
516.0,69.0,"118.101508,24.524826","118.101031,24.514972",2541,527,1569.9999999999932,391.0
69.0,56907.0,"118.101031,24.514972","118.092854,24.513885",1781,481,610.0000000000136,180.0
56907.0,67.0,"118.092854,24.513885","118.092493,24.507839",2047,480,750.0,150.0
67.0,1185186.0,"118.092493,24.507839","118.092053,24.504796",1175,258,1009.9999999999908,391.0
1185186.0,3709.0,"118.092053,24.504796","118.100718,24.5045",884,155,879.9999999999955,119.0
3709.0,597.0,"118.100718,24.5045","118.112962,24.509709",2426,521,1349.999999999966,150.0
597.0,701086.0,"118.112962,24.509709","118.128546,24.5067",3737,654,1340.0000000000318,210.0
701086.0,271153.0,"118.128546,24.5067","118.113936,24.514212",2652,486,2750.0,757.0
271153.0,32115.0,"118.113936,24.514212","118.094253,24.510806",2512,599,1300.0000000000114,482.00000000000006
32115.0,411.0,"118.094253,24.510806","118.113908,24.509931",2943,626,79.99999999998408,90.0
411.0,2238264.0,"118.113908,24.509931","118.107614,24.513889",1289,400,990.0000000000092,180.0
2238264.0,125.0,"118.107614,24.513889","118.113586,24.515297",930,341,399.99999999997726,121.0
125.0,110.0,"118.113586,24.515297","118.055596,24.572065",12200,1195,7610.000000000014,660.0
110.0,1103377.0,"118.055596,24.572065","118.073841,24.462515",18253,1208,2009.999999999991,1079.0
1103377.0,34333.0,"118.073841,24.462515","118.075956,24.462824",867,227,0.0,30.000000000000004
34333.0,1402.0,"118.075956,24.462824","118.083721,24.46273",1093,381,849.9999999999659,150.0
1402.0,1281.0,"118.083721,24.46273","118.086304,24.465156",718,206,1210.0000000000364,180.0
1281.0,1095.0,"118.086304,24.465156","118.086965,24.462305",564,143,589.999999999975,90.0
1095.0,1915.0,"118.086965,24.462305","118.089533,24.464765",561,198,430.0000000000068,120.0
1915.0,2238821.0,"118.089533,24.464765","118.003095,24.601736",24629,1724,69.99999999993634,21.0
2238821.0,2238680.0,"118.003095,24.601736","118.241028,24.651831",33762,1667,38000.0,3423.0
2238680.0,394.0,"118.241028,24.651831","118.251652,24.660994",2833,535,2029.9999999999727,690.0
394.0,2395651.0,"118.251652,24.660994","118.258832,24.657632",2173,521,1240.000000000009,601.0
2395651.0,2242007.0,"118.258832,24.657632","118.245728,24.63348",4034,720,17440.000000000055,2879.0
2242007.0,2226806.0,"118.245728,24.63348","118.162502,24.535719",19677,1538,28949.99999999993,3063.0
2226806.0,1867146.0,"118.162502,24.535719","118.160071,24.531996",2119,342,480.0000000000182,90.0
1867146.0,28011.0,"118.160071,24.531996","118.110187,24.523029",7782,941,809.9999999999454,119.0
28011.0,2439068.0,"118.110187,24.523029","118.103567,24.514821",2706,551,250.0,90.0
2439068.0,2208454.0,"118.103567,24.514821","118.102524,24.513351",516,180,259.9999999999909,90.0
2208454.0,2028.0,"118.102524,24.513351","118.103493,24.51181",1436,266,460.0000000000364,150.0
2028.0,13154.0,"118.103493,24.51181","118.113105,24.520258",2815,455,699.9999999999318,120.0
13154.0,1419.0,"118.113105,24.520258","118.110175,24.509757",2521,455,710.0000000000364,120.0
1419.0,2238797.0,"118.110175,24.509757","118.099056,24.506694",1703,411,1169.999999999959,150.0
2238797.0,2692.0,"118.099056,24.506694","118.1487,24.490421",7367,1331,10659.999999999967,1204.0
2692.0,263.0,"118.1487,24.490421","118.168512,24.503925",4247,665,3120.0000000000045,392.0
263.0,5227.0,"118.168512,24.503925","118.168187,24.512437",4558,962,1250.0,300.0
5227.0,1181158.0,"118.168187,24.512437","118.16231,24.520458",1866,591,1070.00000000005,121.0
1181158.0,1235426.0,"118.16231,24.520458","118.134926,24.527692",5076,1027,20690.00000000005,2521.0
1235426.0,396297.0,"118.134926,24.527692","118.13761,24.52558",1360,500,349.99999999990905,60.00000000000001
396297.0,190.0,"118.13761,24.52558","118.150804,24.525677",2448,716,5950.0000000000455,989.0
190.0,20576.0,"118.150804,24.525677","118.1462,24.515084",1785,504,3000.0,570.0
20576.0,13074.0,"118.1462,24.515084","118.125048,24.506511",3234,565,509.9999999999909,150.0
13074.0,2659.0,"118.125048,24.506511","118.122023,24.508836",653,90,460.0000000000364,90.0
2659.0,2525.0,"118.122023,24.508836","118.116059,24.520435",3182,483,389.9999999999864,120.0
2525.0,2034517.0,"118.116059,24.520435","118.122818,24.501754",3655,662,1450.0000000000457,301.0
2034517.0,1416.0,"118.122818,24.501754","118.127752,24.494745",3045,634,690.0000000000546,121.0
1416.0,350.0,"118.127752,24.494745","118.119238,24.485141",2331,581,1610.0000000000136,353.0
350.0,84.0,"118.119238,24.485141","118.138548,24.493017",3539,706,480.0000000000182,120.0
84.0,561.0,"118.138548,24.493017","118.14027,24.492687",781,273,169.99999999995907,60.00000000000001
561.0,71.0,"118.14027,24.492687","118.155033,24.505944",3304,767,2259.999999999991,391.0
71.0,37751.0,"118.155033,24.505944","118.154553,24.512929",1220,291,789.9999999999636,150.0
37751.0,2238558.0,"118.154553,24.512929","118.158815,24.53478",4109,636,3680.000000000064,51849.0
2238558.0,25.0,"118.158815,24.53478","118.009475,24.605839",20707,1553,19949.99999999993,1319.0
25.0,1014.0,"118.009475,24.605839","118.136149,24.497424",22203,1632,1029.9999999999727,158.0
1014.0,2227946.0,"118.136149,24.497424","118.127545,24.494719",1347,448,299.9999999999545,60.00000000000001
2227946.0,1203.0,"118.127545,24.494719","118.125734,24.490788",1590,450,310.0000000000591,90.0
1203.0,3619.0,"118.125734,24.490788","118.140088,24.479017",4403,795,509.9999999999909,150.0
3619.0,28470.0,"118.140088,24.479017","118.100319,24.52665",13042,1091,16180.000000000064,1259.0
28470.0,2242344.0,"118.100319,24.52665","118.092493,24.509601",3261,604,279.9999999999727,120.0
2242344.0,22103.0,"118.092493,24.509601","118.107965,24.50864",2155,508,0.0,90.0
22103.0,12824.0,"118.107965,24.50864","118.109566,24.507321",541,164,890.0000000001,209.0
12824.0,22162.0,"118.109566,24.507321","118.083447,24.494914",4307,685,3110.0000000000136,360.0
22162.0,1244810.0,"118.083447,24.494914","118.244774,24.600472",24164,1658,41009.99999999999,3104.0
1244810.0,907.0,"118.244774,24.600472","118.344993,24.588787",12186,1049,33200.000000000044,3181.0
907.0,2225701.0,"118.344993,24.588787","118.271569,24.66968",16866,1787,19720.00000000003,2100.0
2225701.0,3315999.0,"118.271569,24.66968","118.266886,24.683081",1979,286,1920.0000000000728,240.00000000000003
3315999.0,3404075.0,"118.266886,24.683081","118.251466,24.671203",2982,507,8649.999999999864,1561.0
3404075.0,654142.0,"118.251466,24.671203","118.244576,24.661913",1934,487,35810.000000000175,2731.0
654142.0,1623916.0,"118.244576,24.661913","118.242791,24.662451",355,83,279.9999999999727,120.0
1623916.0,950.0,"118.242791,24.662451","118.246854,24.66081",1241,278,3329.9999999999272,810.0
950.0,393.0,"118.246854,24.66081","118.248613,24.665229",801,209,520.0000000002092,120.0
393.0,397.0,"118.248613,24.665229","118.254911,24.661432",1318,436,920.0000000000728,151.0
397.0,3455.0,"118.254911,24.661432","118.245887,24.646659",2414,462,3240.000000000009,659.0
3455.0,2244344.0,"118.245887,24.646659","118.243423,24.56615",12604,999,33839.99999999992,4893.0
2244344.0,638.0,"118.243423,24.56615","117.997712,24.605096",32849,2459,29.999999999972715,30.000000000000004
638.0,1770127.0,"117.997712,24.605096","118.089272,24.464657",25036,1918,2059.999999999945,330.0
1770127.0,712239.0,"118.089272,24.464657","118.094304,24.464395",2141,555,859.9999999999,210.0
712239.0,28670.0,"118.094304,24.464395","118.095372,24.467691",887,259,679.9999999998363,90.0
28670.0,441.0,"118.095372,24.467691","118.090203,24.469953",1430,472,639.9999999998727,150.0
441.0,11937.0,"118.090203,24.469953","118.087868,24.469388",331,77,1090.0000000001455,627.0
11937.0,2246653.0,"118.087868,24.469388","118.072613,24.467675",2137,475,2539.999999999964,511.00000000000006
2246653.0,377.0,"118.072613,24.467675","118.122963,24.50195",10628,1542,59.99999999994543,90.0
377.0,2962.0,"118.122963,24.50195","118.134925,24.488552",3817,759,1750.0,346.0
2962.0,293015.0,"118.134925,24.488552","118.138381,24.480817",1752,463,1409.9999999998545,150.0
293015.0,603.0,"118.138381,24.480817","118.141553,24.480269",1076,392,590.0000000001455,120.0
603.0,1033.0,"118.141553,24.480269","118.14087,24.492075",1558,508,4230.000000000018,1247.0
1033.0,24324.0,"118.14087,24.492075","118.142799,24.498284",1057,223,400.00000000009095,120.0
24324.0,31265.0,"118.142799,24.498284","118.142735,24.516917",3547,705,3540.000000000191,1050.0
31265.0,2208566.0,"118.142735,24.516917","118.145365,24.514049",1135,181,179.9999999998363,90.0
2208566.0,14219.0,"118.145365,24.514049","118.224097,24.660921",25907,1576,38579.99999999993,2881.0
14219.0,2326228.0,"118.224097,24.660921","118.254826,24.658605",4348,703,0.0,2461.0
2326228.0,601.0,"118.254826,24.658605","118.080107,24.481031",35627,2619,22720.00000000003,2040.0
601.0,4545.0,"118.080107,24.481031","118.092163,24.479776",4240,962,3129.9999999998818,421.0
4545.0,2207858.0,"118.092163,24.479776","118.097583,24.471837",3132,575,400.00000000009095,90.0
2207858.0,1907.0,"118.097583,24.471837","118.081687,24.467468",7088,4442,910.000000000082,180.0
1907.0,1951.0,"118.081687,24.467468","118.076164,24.458875",8532,3381,1100.0000000001364,301.0
1951.0,2966701.0,"118.076164,24.458875","118.127179,24.502152",9346,1552,910.000000000082,210.0
2966701.0,20238.0,"118.127179,24.502152","118.130233,24.495203",1646,581,1279.9999999999727,210.0
20238.0,213.0,"118.130233,24.495203","118.144474,24.50169",3209,624,2679.9999999998363,750.0
213.0,2059323.0,"118.144474,24.50169","118.13905,24.502324",1251,279,600.0000000001364,119.0
2059323.0,47930.0,"118.13905,24.502324","118.141039,24.504156",859,232,379.99999999988177,120.0
47930.0,1126391.0,"118.141039,24.504156","118.123408,24.506566",4668,2825,2050.000000000182,391.0
1126391.0,3705.0,"118.123408,24.506566","118.093216,24.470299",13276,3584,290.000000000191,90.0
3705.0,394826.0,"118.093216,24.470299","118.134411,24.528074",11635,1116,1369.9999999998909,331.0
394826.0,59310.0,"118.134411,24.528074","118.150397,24.504261",5059,919,1759.999999999991,360.0
59310.0,31075.0,"118.150397,24.504261","118.126842,24.496912",4472,774,830.0000000001546,240.00000000000003
31075.0,12822.0,"118.126842,24.496912","118.118792,24.486694",2705,439,200.00000000004547,90.0
12822.0,20738.0,"118.118792,24.486694","118.087676,24.492407",3773,540,20710.00000000004,1502.0
20738.0,684833.0,"118.087676,24.492407","118.088437,24.490496",990,217,230.0000000000182,90.0
684833.0,1986.0,"118.088437,24.490496","118.078945,24.463404",4432,762,309.99999999994543,90.0
1986.0,2242215.0,"118.078945,24.463404","118.094851,24.468669",1996,665,1179.9999999998363,240.00000000000003
2242215.0,388598.0,"118.094851,24.468669","118.088457,24.470497",1215,404,859.9999999999,180.0
388598.0,1246332.0,"118.088457,24.470497","118.081927,24.479073",3746,725,2680.000000000064,720.0
1246332.0,3194.0,"118.081927,24.479073","118.243751,24.662908",34456,2259,19.99999999998181,60.00000000000001
3194.0,422.0,"118.243751,24.662908","118.254632,24.661168",2894,597,0.0,91.0
422.0,3368.0,"118.254632,24.661168","118.085066,24.459361",37140,2519,910.0000000003092,120.0
3368.0,415.0,"118.085066,24.459361","118.086513,24.457",1173,393,339.9999999996908,90.0
415.0,12875.0,"118.086513,24.457","118.082275,24.452753",1499,504,1059.9999999999454,270.0
12875.0,1029422.0,"118.082275,24.452753","118.083665,24.452543",391,129,130.00000000010914,604.0
1029422.0,750.0,"118.083665,24.452543","118.083541,24.451902",267,116,329.99999999992724,120.0
750.0,620.0,"118.083541,24.451902","118.083479,24.454477",488,147,109.99999999967258,60.00000000000001
620.0,1942.0,"118.083479,24.454477","118.087315,24.45775",2408,641,279.99999999974534,150.0
1942.0,51454.0,"118.087315,24.45775","118.094665,24.463214",2261,532,970.0000000002548,179.0
51454.0,2536.0,"118.094665,24.463214","118.099446,24.463019",968,259,500.0,120.0
2536.0,12820.0,"118.099446,24.463019","118.104988,24.4625",1111,421,680.000000000291,120.0
12820.0,142.0,"118.104988,24.4625","118.104369,24.464256",729,244,219.9999999997999,90.0
142.0,264.0,"118.104369,24.464256","118.10227,24.52382",9166,1594,16539.999999999964,1200.0
264.0,2541174.0,"118.10227,24.52382","118.09519,24.517386",1238,418,820.0000000001637,180.0
2541174.0,53312.0,"118.09519,24.517386","118.100347,24.511421",1355,336,679.9999999998363,80.0
53312.0,292806.0,"118.100347,24.511421","118.098876,24.469175",7244,1239,320.0000000001637,91.0
292806.0,3537.0,"118.098876,24.469175","118.145518,24.479655",6166,1135,900.000000000091,181.0
3537.0,1044.0,"118.145518,24.479655","118.151508,24.479544",2030,501,570.0000000001637,120.0
1044.0,12905.0,"118.151508,24.479544","118.159914,24.474626",1713,391,0.0,180.0
12905.0,362.0,"118.159914,24.474626","118.163745,24.472756",709,224,469.9999999997999,90.0
362.0,349.0,"118.163745,24.472756","118.171002,24.47446",1495,370,1289.9999999999636,272.0
349.0,1023.0,"118.171002,24.47446","118.18082,24.510813",5859,960,670.0000000000728,150.0
1023.0,2229815.0,"118.18082,24.510813","118.174982,24.505992",1047,125,889.9999999998727,210.0
2229815.0,386873.0,"118.174982,24.505992","118.159955,24.512712",3307,424,920.0000000000728,150.0
386873.0,1181133.0,"118.159955,24.512712","118.158819,24.513683",280,60,160.00000000030923,30.000000000000004
1181133.0,617706.0,"118.158819,24.513683","118.156624,24.514749",916,257,329.99999999992724,120.0
617706.0,31219.0,"118.156624,24.514749","118.153336,24.518624",1596,432,739.9999999997817,180.0
31219.0,1644903.0,"118.153336,24.518624","118.159899,24.531234",2825,540,1910.0000000003088,210.0
1644903.0,1235269.0,"118.159899,24.531234","118.16295,24.532164",1627,412,909.9999999998544,179.0
1235269.0,2242442.0,"118.16295,24.532164","118.099034,24.506301",8244,1464,2019.9999999999816,240.00000000000003
2242442.0,547.0,"118.099034,24.506301","118.098284,24.466777",6979,1228,10.00000000021828,60.00000000000001
547.0,1943.0,"118.098284,24.466777","118.101247,24.467505",416,100,349.99999999990905,120.0
1943.0,26673.0,"118.101247,24.467505","118.103488,24.467616",385,99,239.9999999997817,90.0
26673.0,51383.0,"118.103488,24.467616","118.075524,24.452385",4087,1077,26079.999999999927,2280.0
51383.0,622.0,"118.075524,24.452385","118.077583,24.453048",2624,482,90.00000000014552,90.0
622.0,1867687.0,"118.077583,24.453048","118.082036,24.455017",2274,689,89.99999999969077,120.0
1867687.0,1427.0,"118.082036,24.455017","118.082164,24.455211",25,7,39.99999999996362,90.0
1427.0,31592.0,"118.082164,24.455211","118.088992,24.460932",1852,541,559.9999999999454,150.0
31592.0,86.0,"118.088992,24.460932","118.108532,24.520872",10678,1266,3820.000000000164,2087.0
86.0,20338.0,"118.108532,24.520872","118.103016,24.511401",3204,633,269.9999999999818,61.00000000000001
20338.0,2237302.0,"118.103016,24.511401","118.247224,24.617976",21857,1577,79199.99999999983,10504.0
2237302.0,23725.0,"118.247224,24.617976","118.246268,24.620792",857,175,360.00000000012733,90.0
23725.0,1235427.0,"118.246268,24.620792","118.109478,24.517598",21072,1490,18679.99999999984,1680.0
1235427.0,28771.0,"118.109478,24.517598","118.103976,24.514289",2664,555,0.0,150.0
28771.0,1978.0,"118.103976,24.514289","118.098531,24.504816",2571,616,1619.9999999998909,180.0
1978.0,23990.0,"118.098531,24.504816","118.091367,24.466895",7261,874,949.999999999818,150.0
23990.0,12898.0,"118.091367,24.466895","118.090022,24.466414",205,108,89.99999999969077,60.00000000000001
12898.0,372.0,"118.090022,24.466414","118.101444,24.469159",1860,521,769.9999999999818,150.0
372.0,684.0,"118.101444,24.469159","118.116777,24.437944",6573,1084,4230.000000000018,421.0
684.0,30575.0,"118.116777,24.437944","118.147484,24.478965",10248,989,0.0,1531.0
30575.0,757.0,"118.147484,24.478965","118.085223,24.460025",8200,1405,769.9999999999995,150.0
757.0,1231.0,"118.085223,24.460025","118.086037,24.458399",1664,558,149.99999999999858,61.00000000000001
1231.0,143.0,"118.086037,24.458399","118.082634,24.451551",2538,815,1130.0000000000025,330.0
143.0,1301377.0,"118.082634,24.451551","118.076454,24.455692",1752,561,659.9999999999966,150.0
1301377.0,31113.0,"118.076454,24.455692","118.077013,24.452874",2329,504,140.00000000001478,120.0
31113.0,1035.0,"118.077013,24.452874","118.082184,24.452462",963,338,1629.9999999999957,421.0
1035.0,5304.0,"118.082184,24.452462","118.08604,24.458651",1551,640,739.9999999999807,182.0
5304.0,34512.0,"118.08604,24.458651","118.131569,24.491625",6600,1124,5790.00000000002,872.0
34512.0,30557.0,"118.131569,24.491625","118.085624,24.458825",7310,1203,129.99999999999545,60.00000000000001
30557.0,1801.0,"118.085624,24.458825","118.08382,24.453341",3338,861,120.00000000000456,428.0
1801.0,2229663.0,"118.08382,24.453341","118.083555,24.453099",32,20,40.000000000020464,60.00000000000001
2229663.0,2242155.0,"118.083555,24.453099","118.086544,24.473957",4369,931,24050.00000000007,1753.0
2242155.0,1122639.0,"118.086544,24.473957","118.099853,24.58699",18908,1785,14640.0000000001,1534.0
