序号,定位时间,行驶速度,行驶里程,已停留/总停留,车辆状态,地理位置,车牌号码,行驶方向,location,TRANSID,INCEPTADDR
36390,2023-09-22 09:52:43,0 km/h,2103.19 km,20分11秒 / 25分35秒,在线 / 停车 / ACC开,"福建省厦门市思明区中华街道;白鹿路26号;厦门大学附属第一医院,厦门市思明区上古街82号小区,镇海花园",闽D0TL89,正北(0),"118.083479,24.454477",2229663.0,厦门市思明区霞溪路25号、27号、29号店面
36391,2023-09-22 09:52:52,0 km/h,2103.21 km,20分20秒 / 25分35秒,在线 / 停车 / ACC关,"福建省厦门市思明区中华街道;镇海路61-109号;厦门大学附属第一医院,厦门市思明区上古街82号小区,镇海花园",闽D0TL89,正北(0),"118.083299,24.454462",2229663.0,厦门市思明区霞溪路25号、27号、29号店面
36392,2023-09-22 09:55:43,0 km/h,2103.21 km,23分11秒 / 25分35秒,在线 / 停车 / ACC关,"福建省厦门市思明区中华街道;镇海路61-109号;厦门大学附属第一医院,厦门市思明区上古街82号小区,镇海花园",闽D0TL89,正北(0),"118.083299,24.454462",2229663.0,厦门市思明区霞溪路25号、27号、29号店面
36393,2023-09-22 09:56:36,0 km/h,2103.21 km,24分4秒 / 25分35秒,在线 / 无效定位,"福建省厦门市思明区中华街道;镇海路61-109号;厦门大学附属第一医院,厦门市思明区上古街82号小区,镇海花园",闽D0TL89,正北(0),"118.083299,24.454462",2229663.0,厦门市思明区霞溪路25号、27号、29号店面
36394,2023-09-22 09:56:48,0 km/h,2103.21 km,24分16秒 / 25分35秒,在线 / 停车 / ACC开,"福建省厦门市思明区中华街道;镇海路61-109号;厦门大学附属第一医院,厦门市思明区上古街82号小区,镇海花园",闽D0TL89,正北(0),"118.083299,24.454462",2229663.0,厦门市思明区霞溪路25号、27号、29号店面
36395,2023-09-22 09:57:06,0 km/h,2103.21 km,24分34秒 / 25分35秒,在线 / 停车 / ACC开,"福建省厦门市思明区中华街道;镇海路61-109号;厦门大学附属第一医院,厦门市思明区上古街82号小区,镇海花园",闽D0TL89,正北(0),"118.083299,24.454462",2229663.0,厦门市思明区霞溪路25号、27号、29号店面
36396,2023-09-22 09:57:37,0 km/h,2103.21 km,25分5秒 / 25分35秒,在线 / 停车 / ACC开,"福建省厦门市思明区中华街道;镇海路61-109号;厦门大学附属第一医院,厦门市思明区上古街82号小区,镇海花园",闽D0TL89,正北(0),"118.083299,24.454462",2229663.0,厦门市思明区霞溪路25号、27号、29号店面
36397,2023-09-22 09:58:07,0 km/h,2103.21 km,25分35秒 / 25分35秒,在线 / 停车 / ACC开,"福建省厦门市思明区中华街道;镇海路61-109号;厦门大学附属第一医院,厦门市思明区上古街82号小区,镇海花园",闽D0TL89,正北(0),"118.083299,24.454462",2229663.0,厦门市思明区霞溪路25号、27号、29号店面
36398,2023-09-22 09:58:12,11 km/h,2103.22 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;镇海路61-109号;厦门大学附属第一医院,厦门市思明区上古街82号小区,镇海花园",闽D0TL89,东北(38),"118.083403,24.454476",2229663.0,厦门市思明区霞溪路25号、27号、29号店面
36399,2023-09-22 09:58:14,9 km/h,2103.23 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;镇海路61-109号;厦门大学附属第一医院,厦门市思明区上古街82号小区,镇海花园",闽D0TL89,东北(65),"118.083451,24.454505",2229663.0,厦门市思明区霞溪路25号、27号、29号店面
36400,2023-09-22 09:58:18,19 km/h,2103.24 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;白鹿路24;厦门大学附属第一医院,厦门市思明区上古街82号小区,镇海花园",闽D0TL89,偏东(86),"118.083559,24.454538",2229663.0,厦门市思明区霞溪路25号、27号、29号店面
36401,2023-09-22 09:58:20,7 km/h,2103.25 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;白鹿路24;厦门大学附属第一医院,厦门市思明区上古街82号小区,厦门市卫生局",闽D0TL89,偏东(68),"118.083687,24.45456",2229663.0,厦门市思明区霞溪路25号、27号、29号店面
36402,2023-09-22 09:58:27,8 km/h,2103.26 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;白鹿路24;厦门大学附属第一医院,厦门市思明区上古街82号小区,厦门市卫生局",闽D0TL89,偏东(91),"118.08375,24.454569",2229663.0,厦门市思明区霞溪路25号、27号、29号店面
36403,2023-09-22 09:58:29,11 km/h,2103.26 km, ,在线 / 行驶,"福建省厦门市思明区;白鹿路24;厦门大学附属第一医院,厦门市卫生局,厦门市思明区上古街82号小区",闽D0TL89,偏东(102),"118.083838,24.454562",2229663.0,厦门市思明区霞溪路25号、27号、29号店面
36404,2023-09-22 09:58:33,4 km/h,2103.27 km, ,在线 / 行驶,"福建省厦门市思明区;白鹿路24;厦门大学附属第一医院,厦门市卫生局,厦门市思明区上古街82号小区",闽D0TL89,东北(49),"118.083912,24.454564",2229663.0,厦门市思明区霞溪路25号、27号、29号店面
36405,2023-09-22 09:58:37,10 km/h,2103.28 km, ,在线 / 行驶,"福建省厦门市思明区;白鹿路24;厦门大学附属第一医院,厦门市卫生局,虎溪社区",闽D0TL89,东北(62),"118.083988,24.454603",2229663.0,厦门市思明区霞溪路25号、27号、29号店面
36407,2023-09-22 09:58:43,8 km/h,2103.3 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;白鹿路24;厦门大学附属第一医院,厦门市卫生局,虎溪社区",闽D0TL89,偏北(7),"118.084132,24.454658",2229562.0,厦门市思明区古城西路11、13号
36408,2023-09-22 09:58:45,6 km/h,2103.3 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;白鹿路55号;厦门大学附属第一医院,厦门市卫生局,虎溪社区",闽D0TL89,东北(29),"118.084158,24.454692",1801.0,"福建厦门古城西路9号
"
36409,2023-09-22 09:58:47,4 km/h,2103.3 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;白鹿路55号;厦门大学附属第一医院,厦门市卫生局,虎溪社区",闽D0TL89,东北(50),"118.084171,24.454701",1801.0,"福建厦门古城西路9号
"
36410,2023-09-22 09:58:50,4 km/h,2103.31 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;白鹿路55号;厦门大学附属第一医院,厦门市卫生局,虎溪社区",闽D0TL89,偏北(16),"118.08422,24.454737",1801.0,"福建厦门古城西路9号
"
36411,2023-09-22 09:58:51,4 km/h,2103.31 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;白鹿路55号;厦门大学附属第一医院,厦门市卫生局,虎溪社区",闽D0TL89,偏东(68),"118.084246,24.454751",1801.0,"福建厦门古城西路9号
"
36412,2023-09-22 09:58:56,5 km/h,2103.32 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;白鹿路55号;厦门大学附属第一医院,厦门市卫生局,虎溪社区",闽D0TL89,东北(55),"118.084316,24.454768",1801.0,"福建厦门古城西路9号
"
36413,2023-09-22 09:59:02,6 km/h,2103.33 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;白鹿路24;厦门大学附属第一医院,虎溪社区,厦门市思明区上古街82号小区",闽D0TL89,东北(66),"118.084452,24.454834",1801.0,"福建厦门古城西路9号
"
36414,2023-09-22 09:59:06,6 km/h,2103.34 km, ,在线 / 行驶,"福建省厦门市思明区;白鹿路59;厦门大学附属第一医院,虎溪社区,厦门市卫生局",闽D0TL89,东北(25),"118.084511,24.454869",1801.0,"福建厦门古城西路9号
"
36415,2023-09-22 09:59:11,16 km/h,2103.35 km, ,在线 / 行驶,"福建省厦门市思明区;白鹿路59号;厦门大学附属第一医院,厦门市卫生局,虎溪社区",闽D0TL89,东北(39),"118.084603,24.454992",667465.0,思明分院1号楼1楼客户服务台 
36423,2023-09-22 10:00:06,15 km/h,2103.56 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;虎园路7号之4;厦门市大同中学,科普楼院,白鹭宾馆",闽D0TL89,东北(35),"118.085922,24.456426",12878.0,思明区公园南路75号
36424,2023-09-22 10:00:08,13 km/h,2103.57 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;虎园路7号之4;厦门市大同中学,科普楼院,白鹭宾馆",闽D0TL89,东北(55),"118.085983,24.45648",12878.0,思明区公园南路75号
36425,2023-09-22 10:00:12,18 km/h,2103.59 km, ,在线 / 行驶,"福建省厦门市思明区;虎园路5号之三;厦门市大同中学,白鹭宾馆,科普楼院",闽D0TL89,偏东(88),"118.086184,24.456512",12878.0,思明区公园南路75号
36426,2023-09-22 10:00:15,11 km/h,2103.6 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;虎园路5号之三;科普楼院,厦门市大同中学,白鹭宾馆",闽D0TL89,偏东(71),"118.086298,24.456515",12878.0,思明区公园南路75号
36427,2023-09-22 10:00:17,9 km/h,2103.6 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;虎园路5号之三;科普楼院,厦门市大同中学,白鹭宾馆",闽D0TL89,偏东(96),"118.086327,24.456517",12878.0,思明区公园南路75号
36428,2023-09-22 10:00:19,7 km/h,2103.6 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;虎园路,虎园路-白鹿路交叉路口;老许家潮汕牛鲜馆,鲈灶闽菜(虎园路店),晨星风味小厨",闽D0TL89,偏东(69),"118.086383,24.456516",12878.0,思明区公园南路75号
36429,2023-09-22 10:00:21,4 km/h,2103.61 km, ,在线 / 行驶,"福建省厦门市思明区;虎园路5号;白鹭宾馆,科普楼院,厦门市大同中学",闽D0TL89,东北(31),"118.08641,24.456537",12878.0,思明区公园南路75号
36482,2023-09-22 10:09:36,0 km/h,2104.86 km,0秒 / 0秒,在线 / 停车 / ACC开,"福建省厦门市思明区开元街道;文园路74号;将军祠(地铁站),将军祠社区,宝成花园",闽D0TL89,正北(0),"118.094665,24.463214",712239.0,厦门市思明区厦禾路668号第十三层
36483,2023-09-22 10:09:40,4 km/h,2104.87 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;文园路74号;将军祠(地铁站),将军祠社区,宝成花园",闽D0TL89,偏东(71),"118.094686,24.463221",712239.0,厦门市思明区厦禾路668号第十三层
36484,2023-09-22 10:09:43,16 km/h,2104.87 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;文园路72;将军祠(地铁站),将军祠社区,宝成花园",闽D0TL89,东北(61),"118.094764,24.463255",712239.0,厦门市思明区厦禾路668号第十三层
36485,2023-09-22 10:09:52,17 km/h,2104.91 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;将军祠路170号;将军祠(地铁站),将军祠社区,雅观园",闽D0TL89,东南(113),"118.095127,24.463416",712239.0,厦门市思明区厦禾路668号第十三层
36486,2023-09-22 10:09:54,20 km/h,2104.92 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;溪岸街;华泰证券厦门厦禾路证券营业部,海翼大厦b座,厦门市立丹行置业有限公司",闽D0TL89,东南(131),"118.095214,24.463365",712239.0,厦门市思明区厦禾路668号第十三层
36487,2023-09-22 10:09:58,23 km/h,2104.95 km, ,在线 / 行驶,"福建省厦门市思明区梧村街道文园路67号;万寿路,万寿路-将军祠路交叉路口;京城御面堂(将军祠店),CoCo都可(将军祠店),可斯贝莉(一中店)",闽D0TL89,东南(121),"118.095397,24.463236",712239.0,厦门市思明区厦禾路668号第十三层
36536,2023-09-22 10:16:25,22 km/h,2105.93 km, ,在线 / 行驶,"福建省厦门市思明区梧村街道;万寿路79-107号;文园公寓,万寿路139,万寿路137",闽D0TL89,偏东(80),"118.103384,24.462002",12820.0,厦门市思明区天虹商场二楼
36552,2023-09-22 10:19:01,11 km/h,2106.24 km, ,在线 / 行驶,"福建省厦门市思明区梧村街道文屏路156号;文屏路,文屏路-站南路交叉路口;领秀城保安岗亭,华顿幼儿园,文屏家园",闽D0TL89,西北(324),"118.104956,24.463568",1873.0,"福建厦门文园路9号之9,文屏巷56-72号"
36553,2023-09-22 10:19:06,17 km/h,2106.26 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;文园路;厦门阿木木童鞋公寓(3号店),文灶中心幼儿园",闽D0TL89,西北(321),"118.104849,24.463727",1873.0,"福建厦门文园路9号之9,文屏巷56-72号"
36555,2023-09-22 10:19:36,0 km/h,2106.33 km,0秒 / 30秒,在线 / 停车 / ACC开,"福建省厦门市思明区开元街道;文园路;文灶中心幼儿园,财福兴烟酒商行,厦门阿木木童鞋公寓(3号店)",闽D0TL89,正北(0),"118.104369,24.464256",1029.0,厦门市思明区文园路11-1、2号
36556,2023-09-22 10:20:06,0 km/h,2106.33 km,30秒 / 30秒,在线 / 停车 / ACC开,"福建省厦门市思明区开元街道;文园路;文灶中心幼儿园,财福兴烟酒商行,厦门阿木木童鞋公寓(3号店)",闽D0TL89,正北(0),"118.104369,24.464256",1029.0,厦门市思明区文园路11-1、2号
36557,2023-09-22 10:20:29,4 km/h,2106.35 km, ,在线 / 行驶,"福建省厦门市思明区;文屏路154-1号;如是酒店,厦门机务公寓小区,华顿幼儿园",闽D0TL89,西北(324),"118.104266,24.464368",1029.0,厦门市思明区文园路11-1、2号
36558,2023-09-22 10:20:36,16 km/h,2106.36 km, ,在线 / 行驶,"福建省厦门市思明区梧村街道文屏路27号;文屏路,文屏路-文屏西路交叉路口;六楼艾灸中心,素哉如是(文屏店),如是酒店",闽D0TL89,西北(333),"118.104153,24.464501",1029.0,厦门市思明区文园路11-1、2号
36559,2023-09-22 10:20:41,27 km/h,2106.4 km, ,在线 / 行驶,"福建省厦门市思明区梧村街道;文屏路106号;如是酒店(厦门主题壹号店),厦门机务公寓小区,金峰山庄",闽D0TL89,偏北(341),"118.104004,24.464761",1029.0,厦门市思明区文园路11-1、2号
36560,2023-09-22 10:20:42,26 km/h,2106.4 km, ,在线 / 行驶,"福建省厦门市思明区梧村街道;文屏路106号;如是酒店(厦门主题壹号店),厦门机务公寓小区,金峰山庄",闽D0TL89,偏北(352),"118.10399,24.464827",1029.0,厦门市思明区文园路11-1、2号
36561,2023-09-22 10:20:44,28 km/h,2106.42 km, ,在线 / 行驶,"福建省厦门市思明区梧村街道;文屏路106号;如是酒店(厦门主题壹号店),厦门机务公寓小区,金峰山庄",闽D0TL89,东北(34),"118.104042,24.464952",1029.0,厦门市思明区文园路11-1、2号
36562,2023-09-22 10:20:46,29 km/h,2106.43 km, ,在线 / 行驶,"福建省厦门市思明区梧村街道文屏路44号;后埭溪路,文屏路-文屏西路交叉路口;厦门机务公寓,陈记丸子铺(文屏路店),小赵烧烤家常小炒",闽D0TL89,东北(63),"118.104107,24.464995",1029.0,厦门市思明区文园路11-1、2号
36563,2023-09-22 10:20:48,28 km/h,2106.45 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;文园路;厦门思明德丰堂门诊部,欣达窗帘,聚湘源(文园路店)",闽D0TL89,偏东(110),"118.104354,24.465",1029.0,厦门市思明区文园路11-1、2号
36564,2023-09-22 10:20:50,29 km/h,2106.47 km, ,在线 / 行驶,"福建省厦门市思明区梧村街道文屏路44号;后埭溪路,文屏路-文屏西路交叉路口;厦门机务公寓,六楼艾灸中心,素哉如是(文屏店)",闽D0TL89,偏南(162),"118.104444,24.464868",2532.0,思明区文园路九号之九之十一
36565,2023-09-22 10:20:52,30 km/h,2106.48 km, ,在线 / 行驶,"福建省厦门市思明区梧村街道;文屏路;如是酒店大堂吧,厦门机务公寓,三多利便利店(领秀城店)",闽D0TL89,偏南(172),"118.104482,24.464714",2532.0,思明区文园路九号之九之十一
36566,2023-09-22 10:20:56,38 km/h,2106.52 km, ,在线 / 行驶,"福建省厦门市思明区;文屏路35号;成功大道/万石山隧道入口,如是酒店(厦门主题壹号店),如是酒店-停车场",闽D0TL89,东南(144),"118.10456,24.464398",2532.0,思明区文园路九号之九之十一
36567,2023-09-22 10:21:06,32 km/h,2106.59 km, ,在线 / 行驶,"福建省厦门市思明区梧村街道文屏路156号;文屏路,文屏路-站南路交叉路口;华顿幼儿园,领秀城保安岗亭,文屏家园",闽D0TL89,东南(152),"118.104941,24.463864",1873.0,"福建厦门文园路9号之9,文屏巷56-72号"
36599,2023-09-22 10:26:06,68 km/h,2111.07 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道龙山西路18号;成功大道,龙山西路-龙翔路交叉路口;大舞台,嘉莲街道,鑫裕龙家具经营部(龙翔花园店)",闽D0TL89,东北(23),"118.131502,24.491389",1661.0,厦门思明区吕岭路86号、88号(一层及夹层）
36600,2023-09-22 10:26:07,68 km/h,2111.07 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道龙山西路18号;成功大道,龙山西路-龙翔路交叉路口;大舞台,嘉莲街道,鑫裕龙家具经营部(龙翔花园店)",闽D0TL89,东北(23),"118.131502,24.491389",1661.0,厦门思明区吕岭路86号、88号(一层及夹层）
36601,2023-09-22 10:26:14,72 km/h,2111.22 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道;龙山西路42号;龙翔花园,龙翔花园-西北门,金东亚家政(江头店)",闽D0TL89,偏北(11),"118.131963,24.492755",1367257.0,厦门市湖里区吕岭路55号之5
36628,2023-09-22 10:31:07,51 km/h,2116.3 km, ,在线 / 行驶,"福建省厦门市湖里区殿前街道;火炬北路17号;宇电科技大厦,宇电科技大厦-东南门,Ac compact汽车工坊",闽D0TL89,西南(247),"118.116988,24.524933",11851.0,枋钟路2368号502室（BRT县后站往出岛方向300米）
36629,2023-09-22 10:31:36,35 km/h,2116.58 km, ,在线 / 行驶,"福建省厦门市湖里区殿前街道火炬北路42号;火炬北路,火炬北路-火炬北路辅路交叉路口;亚热带植物研究所,广汽本田金尚店,优佳丽服饰有限公司",闽D0TL89,偏西(255),"118.114388,24.523994",1085950.0,厦门市湖里区殿前社4188号-103
36630,2023-09-22 10:31:37,35 km/h,2116.58 km, ,在线 / 行驶,"福建省厦门市湖里区殿前街道火炬北路42号;火炬北路,火炬北路-火炬北路辅路交叉路口;亚热带植物研究所,广汽本田金尚店,优佳丽服饰有限公司",闽D0TL89,偏西(255),"118.114388,24.523994",1085950.0,厦门市湖里区殿前社4188号-103
36641,2023-09-22 10:32:46,38 km/h,2117.15 km, ,在线 / 行驶,"福建省厦门市湖里区殿前街道;S507(石鼓山立交);冠华大厦,厦门市盈众汽车销售有限公司,怡盛工业大厦",闽D0TL89,偏北(5),"118.109706,24.524612",28011.0,湖里区殿前街道殿前三组3076号一层店面第1间
36642,2023-09-22 10:32:50,40 km/h,2117.18 km, ,在线 / 行驶,"福建省厦门市湖里区殿前街道;殿前四路;福源香面馆,裸壳(殿前),中国移动通信鑫传信服务站",闽D0TL89,东北(24),"118.109792,24.524899",28011.0,湖里区殿前街道殿前三组3076号一层店面第1间
36672,2023-09-22 10:38:06,55 km/h,2121.63 km, ,在线 / 行驶,"福建省厦门市湖里区殿前街道;殿前四路;裸壳(殿前),福源香面馆,幸福人家私房菜",闽D0TL89,西南(214),"118.109535,24.524829",28011.0,湖里区殿前街道殿前三组3076号一层店面第1间
36676,2023-09-22 10:38:36,60 km/h,2122.14 km, ,在线 / 行驶,"福建省厦门市湖里区殿前街道;兴湖路704号;芙蓉苑,麦德龙(湖里商场),闽南古镇G部城里办公大楼",闽D0TL89,偏西(249),"118.10603,24.521612",189.0,湖里区长乐路322号
36684,2023-09-22 10:39:43,7 km/h,2122.85 km, ,在线 / 行驶,福建省厦门市湖里区;长浩路;百乐岛KTV,闽D0TL89,正北(0),"118.102321,24.523598",12833.0,厦门市湖里区寨上社2235-104号、2235-105号
36685,2023-09-22 10:39:44,8 km/h,2122.85 km, ,在线 / 行驶,福建省厦门市湖里区;长浩路;百乐岛KTV,闽D0TL89,偏北(342),"118.102317,24.523618",12833.0,厦门市湖里区寨上社2235-104号、2235-105号
36686,2023-09-22 10:39:46,4 km/h,2122.85 km, ,在线 / 行驶,福建省厦门市湖里区;长浩路;百乐岛KTV,闽D0TL89,西北(317),"118.1023,24.52365",12833.0,厦门市湖里区寨上社2235-104号、2235-105号
36687,2023-09-22 10:39:51,5 km/h,2122.86 km, ,在线 / 行驶,福建省厦门市湖里区;长浩路;百乐岛KTV,闽D0TL89,偏北(343),"118.102263,24.523694",12833.0,厦门市湖里区寨上社2235-104号、2235-105号
36690,2023-09-22 10:40:06,0 km/h,2122.87 km,0秒 / 1分30秒,在线 / 停车 / ACC开,"福建省厦门市湖里区殿前街道;长浩路201号;翔鹭国际大酒店-C门,迈飞国际健康管理,长乐村B组",闽D0TL89,正北(0),"118.10227,24.52382",12833.0,厦门市湖里区寨上社2235-104号、2235-105号
36691,2023-09-22 10:40:36,0 km/h,2122.87 km,30秒 / 1分30秒,在线 / 停车 / ACC开,"福建省厦门市湖里区殿前街道;长浩路201号;翔鹭国际大酒店-C门,迈飞国际健康管理,长乐村B组",闽D0TL89,正北(0),"118.10227,24.52382",12833.0,厦门市湖里区寨上社2235-104号、2235-105号
36692,2023-09-22 10:41:06,0 km/h,2122.87 km,1分 / 1分30秒,在线 / 停车 / ACC开,"福建省厦门市湖里区殿前街道;长浩路201号;翔鹭国际大酒店-C门,迈飞国际健康管理,长乐村B组",闽D0TL89,正北(0),"118.10227,24.52382",12833.0,厦门市湖里区寨上社2235-104号、2235-105号
36693,2023-09-22 10:41:36,0 km/h,2122.87 km,1分30秒 / 1分30秒,在线 / 停车 / ACC开,"福建省厦门市湖里区殿前街道;长浩路201号;翔鹭国际大酒店-C门,迈飞国际健康管理,长乐村B组",闽D0TL89,正北(0),"118.10227,24.52382",12833.0,厦门市湖里区寨上社2235-104号、2235-105号
36703,2023-09-22 10:42:26,14 km/h,2122.99 km, ,在线 / 行驶,"福建省厦门市湖里区殿前街道;长浩路;两岸情缘,优姿美容spa养生馆,英雄网吧",闽D0TL89,西北(307),"118.101902,24.524735",44313.0,厦门市湖里区寨上一组1009号之二
36704,2023-09-22 10:42:31,16 km/h,2123.02 km, ,在线 / 行驶,"福建省厦门市湖里区殿前街道;长浩路;优姿美容spa养生馆,洁锋汽车生活馆",闽D0TL89,西北(324),"118.101746,24.524891",44313.0,厦门市湖里区寨上一组1009号之二
36705,2023-09-22 10:42:36,1 km/h,2123.03 km, ,在线 / 行驶,"福建省厦门市湖里区殿前街道;长浩路;优姿美容spa养生馆,洁锋汽车生活馆",闽D0TL89,西北(328),"118.101695,24.525012",44313.0,厦门市湖里区寨上一组1009号之二
36706,2023-09-22 10:42:52,39 km/h,2123.13 km, ,在线 / 行驶,"福建省厦门市湖里区殿前街道长浩路56号;长浩路,长浩路-长乐路交叉路口;厦门市图书馆(殿前街道分馆),厦门大亿颐豪酒店,老聃民间风味酒楼(翔鹭花城店)",闽D0TL89,西北(313),"118.101059,24.525749",28470.0,厦门市湖里区寨上一组1012号之一
36760,2023-09-22 10:55:26,73 km/h,2133.14 km, ,在线 / 行驶,"福建省厦门市集美区杏林街道;S507(杏前路);锦秀园建材,厦杏大厦,御尚雅居",闽D0TL89,偏西(268),"118.044401,24.573947",100.0,集美区杏北路25号
36780,2023-09-22 11:00:36,0 km/h,2138.43 km,0秒 / 1分,在线 / 停车 / ACC开,福建省厦门市集美区乐活小镇;铁山路;厦门厦工重工有限公司东门,闽D0TL89,正北(0),"118.003113,24.598787",2242363.0,1.除医疗用毒性药品（中药饮片）外委托鹭燕医药股份有限公司【仓库地址：厦门市集美区灌南工业区安仁大道1599号（4号仓库）三层西侧、6#（鹭燕厦门现代医药仓储中心）自动化高架物流仓库及1-4层平层仓库】储存、配送
36781,2023-09-22 11:01:06,0 km/h,2138.43 km,30秒 / 1分,在线 / 停车 / ACC开,福建省厦门市集美区乐活小镇;铁山路;厦门厦工重工有限公司东门,闽D0TL89,正北(0),"118.003113,24.598787",2242363.0,1.除医疗用毒性药品（中药饮片）外委托鹭燕医药股份有限公司【仓库地址：厦门市集美区灌南工业区安仁大道1599号（4号仓库）三层西侧、6#（鹭燕厦门现代医药仓储中心）自动化高架物流仓库及1-4层平层仓库】储存、配送
36782,2023-09-22 11:01:36,0 km/h,2138.43 km,1分 / 1分,在线 / 停车 / ACC开,福建省厦门市集美区乐活小镇;铁山路;厦门厦工重工有限公司东门,闽D0TL89,正北(0),"118.003113,24.598787",2242363.0,1.除医疗用毒性药品（中药饮片）外委托鹭燕医药股份有限公司【仓库地址：厦门市集美区灌南工业区安仁大道1599号（4号仓库）三层西侧、6#（鹭燕厦门现代医药仓储中心）自动化高架物流仓库及1-4层平层仓库】储存、配送
36919,2023-09-22 14:20:57,45 km/h,2140.58 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇;G319(安仁大道);兴永嵩超市,联杰公寓,安仁里小区",闽D0TL89,东南(140),"117.998954,24.603355",1081.0,集美灌口
37137,2023-09-22 15:08:38,12 km/h,2157.8 km, ,在线 / 行驶,"福建省厦门市湖里区殿前街道长乐路328号;长乐路,长浩路-长乐路交叉路口;八马茶业(翔鹭店),闽南海鲜餐厅(长乐二期店),高崎工商所",闽D0TL89,偏东(78),"118.101429,24.524888",28470.0,厦门市湖里区寨上一组1012号之一
37138,2023-09-22 15:08:40,9 km/h,2157.8 km, ,在线 / 行驶,"福建省厦门市湖里区殿前街道长乐路328号;长乐路,长浩路-长乐路交叉路口;八马茶业(翔鹭店),闽南海鲜餐厅(长乐二期店),高崎工商所",闽D0TL89,偏东(93),"118.10146,24.52489",28470.0,厦门市湖里区寨上一组1012号之一
37139,2023-09-22 15:08:42,1 km/h,2157.8 km, ,在线 / 行驶,"福建省厦门市湖里区殿前街道;长浩路245号;明园楼,厦门市湖里区司法局(殿前司法所),厦门翔鹭国际大酒店",闽D0TL89,偏东(101),"118.1015,24.524882",28470.0,厦门市湖里区寨上一组1012号之一
37140,2023-09-22 15:08:47,9 km/h,2157.8 km, ,在线 / 行驶,"福建省厦门市湖里区殿前街道;长浩路245号;明园楼,厦门市湖里区司法局(殿前司法所),厦门翔鹭国际大酒店",闽D0TL89,东南(114),"118.101531,24.524871",28470.0,厦门市湖里区寨上一组1012号之一
37141,2023-09-22 15:08:48,8 km/h,2157.81 km, ,在线 / 行驶,"福建省厦门市湖里区殿前街道;长浩路245号;明园楼,厦门市湖里区司法局(殿前司法所),厦门翔鹭国际大酒店",闽D0TL89,东南(133),"118.101552,24.524857",44313.0,厦门市湖里区寨上一组1009号之二
37142,2023-09-22 15:08:50,5 km/h,2157.81 km, ,在线 / 行驶,"福建省厦门市湖里区殿前街道;长浩路245号;明园楼,厦门市湖里区司法局(殿前司法所),厦门翔鹭国际大酒店",闽D0TL89,东南(145),"118.101569,24.524832",44313.0,厦门市湖里区寨上一组1009号之二
37143,2023-09-22 15:08:54,12 km/h,2157.82 km, ,在线 / 行驶,"福建省厦门市湖里区殿前街道;长浩路215号;长乐村B组,长乐村,国家税务总局厦门市湖里区税务局殿前税务所",闽D0TL89,偏南(160),"118.101622,24.524754",44313.0,厦门市湖里区寨上一组1009号之二
37176,2023-09-22 15:12:35,20 km/h,2159.56 km, ,在线 / 行驶,"福建省厦门市湖里区湖里街道悦华路223之;悦华路,悦华路-马浦路交叉路口;513特色烧酒档(龙腾花园一期店),蟹小刀肉蟹煲(马垅店),猪角·闽南猪脚饭(马垅店)",闽D0TL89,偏东(94),"118.111823,24.517638",34535.0,湖里区湖里街道嘉园路79号之三之2、103、201、202、203、206、207、208室，81号104、204、209室
37177,2023-09-22 15:12:40,6 km/h,2159.57 km, ,在线 / 行驶,"福建省厦门市湖里区殿前街道;嘉园路;小蜜蜂超市,中国银行atm,芙蓉苑西区11栋",闽D0TL89,偏东(83),"118.111958,24.517626",34535.0,湖里区湖里街道嘉园路79号之三之2、103、201、202、203、206、207、208室，81号104、204、209室
37178,2023-09-22 15:12:43,0 km/h,2159.57 km,0秒 / 2分30秒,在线 / 停车 / ACC开,"福建省厦门市湖里区殿前街道;嘉园路;小蜜蜂超市,中国银行atm,芙蓉苑西区11栋",闽D0TL89,正北(0),"118.111968,24.517628",34535.0,湖里区湖里街道嘉园路79号之三之2、103、201、202、203、206、207、208室，81号104、204、209室
