序号,定位时间,行驶速度,行驶里程,已停留/总停留,车辆状态,地理位置,车牌号码,行驶方向,location,TRANSID,INCEPTADDR
16133,2023-09-11 16:20:41,25 km/h,848.93 km, ,在线 / 行驶,"福建省厦门市湖里区金山街道;金尚路548号;金尚公园,贝乐幼儿园,祥园",闽D0TL89,东北(52),"118.143839,24.500905",1754561.0,湖里区江头街道祥店里182号201、202
16134,2023-09-11 16:20:44,28 km/h,848.95 km, ,在线 / 行驶,"福建省厦门市湖里区金山街道仙岳路1886号;仙岳路辅路,仙岳路辅路-金尚路交叉路口;金尚公园,贝乐幼儿园(金秋花园三期西),厦门海事局后勤管理中心",闽D0TL89,东北(62),"118.144024,24.501022",1754561.0,湖里区江头街道祥店里182号201、202
16161,2023-09-11 16:25:43,49 km/h,850.96 km, ,在线 / 行驶,"福建省厦门市湖里区金山街道;金湖路;瑞时整体家居,益禾堂(穆厝社店),五谷飘香特色菜馆",闽D0TL89,偏北(349),"118.155143,24.510197",2206414.0,厦门市湖里区禾山街道穆厝社368号.
16162,2023-09-11 16:25:52,41 km/h,851.05 km, ,在线 / 行驶,"福建省厦门市湖里区禾山街道;金湖路;书香佳缘24栋,书香佳缘16栋,星脉音乐酒馆(穆厝店)",闽D0TL89,偏北(349),"118.154972,24.510994",12870.0,湖里区南山丽苑5号楼1层S39号商场
16172,2023-09-11 16:29:18,39 km/h,852.66 km, ,在线 / 行驶,"福建省厦门市湖里区禾山街道云顶北路2138号;云顶北路,枋湖北二路-云顶北路交叉路口;湖里创新园地铁站4号口,双十中学(快速公交站),湖里创新园地铁站2号口",闽D0TL89,偏北(345),"118.15165,24.52518",190.0,湖里区县后围里村409号
16173,2023-09-11 16:29:22,28 km/h,852.69 km, ,在线 / 行驶,"福建省厦门市湖里区禾山街道;云顶北路;湖里创新园(地铁站),摩寓格林城堡,全宇通商务中心",闽D0TL89,偏北(355),"118.15158,24.525506",190.0,湖里区县后围里村409号
16174,2023-09-11 16:29:23,26 km/h,852.69 km, ,在线 / 行驶,"福建省厦门市湖里区禾山街道;云顶北路;湖里创新园(地铁站),摩寓格林城堡,全宇通商务中心",闽D0TL89,偏北(355),"118.15158,24.525506",190.0,湖里区县后围里村409号
16175,2023-09-11 16:29:24,13 km/h,852.7 km, ,在线 / 行驶,"福建省厦门市湖里区禾山街道;厦门空中自行车道;湖里创新园,湖里创新园地铁站,蜜雪冰城(高新店)",闽D0TL89,东北(33),"118.151603,24.525592",190.0,湖里区县后围里村409号
16176,2023-09-11 16:29:26,16 km/h,852.71 km, ,在线 / 行驶,"福建省厦门市湖里区禾山街道;枋湖北二路;湖里创新园(地铁站),摩寓格林城堡,锦厦科技研发大厦-A栋",闽D0TL89,东北(43),"118.15163,24.525622",190.0,湖里区县后围里村409号
16177,2023-09-11 16:29:28,32 km/h,852.73 km, ,在线 / 行驶,"福建省厦门市湖里区禾山街道云顶北路2134号;枋湖北二路,枋湖北二路-云顶北路交叉路口;湖里创新园地铁站4号口,湖里创新园(地铁站),湖里创新园地铁站3号口",闽D0TL89,东北(67),"118.151804,24.525719",190.0,湖里区县后围里村409号
16667,2023-09-12 07:16:16,19 km/h,875.88 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇;G319辅路;江淮轻卡,厦门迅闽车辆销售服务有限公司,爱觉管家式长租公寓",闽D0TL89,偏西(252),"118.002941,24.599344",2242363.0,1.除医疗用毒性药品（中药饮片）外委托鹭燕医药股份有限公司【仓库地址：厦门市集美区灌南工业区安仁大道1599号（4号仓库）三层西侧、6#（鹭燕厦门现代医药仓储中心）自动化高架物流仓库及1-4层平层仓库】储存、配送
16991,2023-09-12 09:24:22,26 km/h,898.01 km, ,在线 / 行驶,"福建省厦门市湖里区江头街道嘉禾路381号;江头西路,江顺路-江头西路交叉路口;吕娘子红烧牛肉面(江头公园店),水岸豪景,大嶝渔村餐厅",闽D0TL89,偏南(176),"118.124787,24.500131",2238671.0,厦门市同安区社桥里711号之2
16992,2023-09-12 09:24:24,29 km/h,898.03 km, ,在线 / 行驶,"福建省厦门市湖里区江头街道江头北路4号;江头西路,江顺路-江头西路交叉路口;水岸豪景,二十秋·cake,真太太智能晾衣机(水岸豪景店)",闽D0TL89,偏南(165),"118.124805,24.499987",2238671.0,厦门市同安区社桥里711号之2
16993,2023-09-12 09:24:28,35 km/h,898.07 km, ,在线 / 行驶,"福建省厦门市湖里区江头街道;江头西路84号18-19;水岸豪景,嘉达花园,江华里",闽D0TL89,偏南(168),"118.12489,24.499646",2238671.0,厦门市同安区社桥里711号之2
17030,2023-09-12 09:30:58,36 km/h,899.11 km, ,在线 / 行驶,"福建省厦门市湖里区江头街道江头西路144号;仙岳路辅路,兴山路-仙岳路辅路交叉路口;金品堂私厨(囍鲍餐厅江头店),江头花园,中共厦门湖里仁和医院支部委员会",闽D0TL89,偏东(71),"118.123738,24.502207",2034517.0,厦门市思明区仙岳路1159号之负一楼、一楼、二楼
17033,2023-09-12 09:31:28,36 km/h,899.39 km, ,在线 / 行驶,"福建省厦门市湖里区禾山镇;乌石浦南路;起点求职公寓(厦门三号店),向阳坊(台商会馆店),鲜猫.猫牛全时段休闲餐厅(sm广场店)",闽D0TL89,偏东(94),"118.126464,24.502393",12810.0,厦门市湖里区SM城市广场负一层056#
17107,2023-09-12 09:53:31,19 km/h,900.38 km, ,在线 / 行驶,"福建省厦门市湖里区江头街道;江头立交;江头立交入口(演武大桥方向),浦园社,福龙公寓",闽D0TL89,东南(146),"118.132484,24.49965",14162.0,厦门市湖里区仙岳路860号台商会馆7层D01单元
17110,2023-09-12 09:53:41,18 km/h,900.53 km, ,在线 / 行驶,"福建省厦门市湖里区江头街道双浦路293-299号;成功大道辅路,成功大道辅路-双浦路交叉路口;福龙公寓,天宝花园2期,星球宠物",闽D0TL89,偏东(88),"118.133763,24.500245",700694.0,湖里区江头街道蔬菜批发市场店面17号
17111,2023-09-12 09:53:43,16 km/h,900.55 km, ,在线 / 行驶,"福建省厦门市湖里区;双浦路339号;福龙公寓,天宝花园,吕岭花园",闽D0TL89,东南(116),"118.133922,24.500328",700694.0,湖里区江头街道蔬菜批发市场店面17号
17112,2023-09-12 09:53:45,20 km/h,900.58 km, ,在线 / 行驶,"福建省厦门市湖里区江头街道;双浦路335号;福龙公寓,天宝花园,吕岭花园",闽D0TL89,偏南(169),"118.134261,24.500395",700694.0,湖里区江头街道蔬菜批发市场店面17号
17113,2023-09-12 09:54:06,33 km/h,900.77 km, ,在线 / 行驶,"福建省厦门市湖里区江头街道;双浦路;绿岭园,吕岭花园,江头派出所",闽D0TL89,偏南(159),"118.135403,24.499008",1014.0,江头东路339号
17136,2023-09-12 09:58:13,25 km/h,901.12 km, ,在线 / 行驶,"福建省厦门市湖里区江头街道;双浦路89号;吕岭幼儿园,泰和花园,金星都排",闽D0TL89,正西(270),"118.134667,24.497157",5925.0,湖里区江头街道江头北路269号
17137,2023-09-12 09:58:20,11 km/h,901.18 km, ,在线 / 行驶,"福建省厦门市湖里区江头街道;双浦路,双埔路-双浦路交叉路口;厦门市吕岭小学,泰和花园,吕岭幼儿园",闽D0TL89,西南(240),"118.134135,24.497093",5925.0,湖里区江头街道江头北路269号
17138,2023-09-12 09:58:29,10 km/h,901.19 km, ,在线 / 行驶,"福建省厦门市湖里区江头街道;双浦路,双埔路-双浦路交叉路口;泰和花园,永升彩虹花园,厦门市吕岭小学",闽D0TL89,偏南(165),"118.134082,24.497016",5925.0,湖里区江头街道江头北路269号
17139,2023-09-12 09:58:30,18 km/h,901.19 km, ,在线 / 行驶,"福建省厦门市湖里区;吕岭路189-之18;泰和花园,彩虹花园,吕岭幼儿园",闽D0TL89,偏南(178),"118.134083,24.496975",5925.0,湖里区江头街道江头北路269号
17140,2023-09-12 09:58:32,20 km/h,901.2 km, ,在线 / 行驶,"福建省厦门市湖里区;吕岭路189-之18;泰和花园,彩虹花园,吕岭幼儿园",闽D0TL89,偏南(166),"118.134098,24.496878",5925.0,湖里区江头街道江头北路269号
17141,2023-09-12 09:58:35,18 km/h,901.22 km, ,在线 / 行驶,"福建省厦门市湖里区;吕岭路189-之14;泰和花园,三振连锁生鲜超市(泰和店),彩虹花园",闽D0TL89,偏南(185),"118.134115,24.496716",5925.0,湖里区江头街道江头北路269号
17142,2023-09-12 09:58:41,19 km/h,901.26 km, ,在线 / 行驶,"福建省厦门市湖里区;吕岭路187-4号;泰和花园-187号,三振连锁生鲜超市(泰和店),泰和花园",闽D0TL89,偏南(174),"118.134074,24.496372",5925.0,湖里区江头街道江头北路269号
17143,2023-09-12 09:58:43,15 km/h,901.26 km, ,在线 / 行驶,"福建省厦门市湖里区;吕岭路187-3号;泰和花园-187号,三振连锁生鲜超市(泰和店),泰和花园",闽D0TL89,偏南(173),"118.134074,24.496326",5925.0,湖里区江头街道江头北路269号
17208,2023-09-12 10:11:08,27 km/h,902.61 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道;莲秀里20号;德善堂(莲花门诊部),莲花四村,厦门市莲花幼儿园",闽D0TL89,东南(129),"118.127988,24.491623",2243842.0,湖里区江头街道嘉禾路316-24号、318号201单元、318号301单元
17209,2023-09-12 10:11:12,27 km/h,902.63 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道莲花北路41号;嘉莲路,嘉莲路-和光路交叉路口;五润(莲花北路店),恒远馆综合理疗馆,南洋小厨(莲花北路店)",闽D0TL89,东南(129),"118.128191,24.491476",1289781.0,厦门市思明区嘉禾路321号706室
17210,2023-09-12 10:11:16,8 km/h,902.66 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道;莲花北路156号;香秀里小区,香秀里1号楼,森滋味台式卤肉套餐",闽D0TL89,偏东(110),"118.128388,24.491333",1289781.0,厦门市思明区嘉禾路321号706室
17211,2023-09-12 10:11:18,10 km/h,902.66 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道;莲花北路156号;香秀里小区,香秀里1号楼,森滋味台式卤肉套餐",闽D0TL89,偏东(91),"118.12841,24.491327",1289781.0,厦门市思明区嘉禾路321号706室
17212,2023-09-12 10:11:20,16 km/h,902.67 km, ,在线 / 行驶,"福建省厦门市思明区;莲花北路154;德善堂(莲花门诊部),厦门市莲花幼儿园,登七楼",闽D0TL89,东北(50),"118.1285,24.491357",1289781.0,厦门市思明区嘉禾路321号706室
17213,2023-09-12 10:11:26,5 km/h,902.69 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道;香莲里25号;德善堂(莲花门诊部),登七楼,香秀里",闽D0TL89,东北(66),"118.128632,24.491477",1289781.0,厦门市思明区嘉禾路321号706室
17214,2023-09-12 10:11:42,0 km/h,902.69 km,0秒 / 18分30秒,在线 / 停车 / ACC开,"福建省厦门市思明区嘉莲街道;香莲里25号;德善堂(莲花门诊部),登七楼,香秀里",闽D0TL89,正北(0),"118.128633,24.491503",1289781.0,厦门市思明区嘉禾路321号706室
17215,2023-09-12 10:12:12,0 km/h,902.69 km,30秒 / 18分30秒,在线 / 停车 / ACC开,"福建省厦门市思明区嘉莲街道;香莲里25号;德善堂(莲花门诊部),登七楼,香秀里",闽D0TL89,正北(0),"118.128633,24.491503",1289781.0,厦门市思明区嘉禾路321号706室
17216,2023-09-12 10:12:42,0 km/h,902.69 km,1分 / 18分30秒,在线 / 停车 / ACC开,"福建省厦门市思明区嘉莲街道;香莲里25号;德善堂(莲花门诊部),登七楼,香秀里",闽D0TL89,正北(0),"118.128633,24.491503",1289781.0,厦门市思明区嘉禾路321号706室
17217,2023-09-12 10:13:12,0 km/h,902.69 km,1分30秒 / 18分30秒,在线 / 停车 / ACC开,"福建省厦门市思明区嘉莲街道;香莲里25号;德善堂(莲花门诊部),登七楼,香秀里",闽D0TL89,正北(0),"118.128633,24.491503",1289781.0,厦门市思明区嘉禾路321号706室
17218,2023-09-12 10:13:42,0 km/h,902.69 km,2分 / 18分30秒,在线 / 停车 / ACC开,"福建省厦门市思明区嘉莲街道;香莲里25号;德善堂(莲花门诊部),登七楼,香秀里",闽D0TL89,正北(0),"118.128633,24.491503",1289781.0,厦门市思明区嘉禾路321号706室
17219,2023-09-12 10:14:12,0 km/h,902.69 km,2分30秒 / 18分30秒,在线 / 停车 / ACC开,"福建省厦门市思明区嘉莲街道;香莲里25号;德善堂(莲花门诊部),登七楼,香秀里",闽D0TL89,正北(0),"118.128633,24.491503",1289781.0,厦门市思明区嘉禾路321号706室
17220,2023-09-12 10:14:42,0 km/h,902.69 km,3分 / 18分30秒,在线 / 停车 / ACC开,"福建省厦门市思明区嘉莲街道;香莲里25号;德善堂(莲花门诊部),登七楼,香秀里",闽D0TL89,正北(0),"118.128633,24.491503",1289781.0,厦门市思明区嘉禾路321号706室
17221,2023-09-12 10:15:12,0 km/h,902.69 km,3分30秒 / 18分30秒,在线 / 停车 / ACC开,"福建省厦门市思明区嘉莲街道;香莲里25号;德善堂(莲花门诊部),登七楼,香秀里",闽D0TL89,正北(0),"118.128633,24.491503",1289781.0,厦门市思明区嘉禾路321号706室
17222,2023-09-12 10:15:42,0 km/h,902.69 km,4分 / 18分30秒,在线 / 停车 / ACC开,"福建省厦门市思明区嘉莲街道;香莲里25号;德善堂(莲花门诊部),登七楼,香秀里",闽D0TL89,正北(0),"118.128633,24.491503",1289781.0,厦门市思明区嘉禾路321号706室
17223,2023-09-12 10:16:12,0 km/h,902.69 km,4分30秒 / 18分30秒,在线 / 停车 / ACC开,"福建省厦门市思明区嘉莲街道;香莲里25号;德善堂(莲花门诊部),登七楼,香秀里",闽D0TL89,正北(0),"118.128633,24.491503",1289781.0,厦门市思明区嘉禾路321号706室
17224,2023-09-12 10:16:29,0 km/h,902.69 km,4分47秒 / 18分30秒,在线 / 停车 / ACC关,"福建省厦门市思明区嘉莲街道;香莲里25号;德善堂(莲花门诊部),登七楼,香秀里",闽D0TL89,正北(0),"118.128661,24.491504",1289781.0,厦门市思明区嘉禾路321号706室
17225,2023-09-12 10:19:13,0 km/h,902.69 km,7分31秒 / 18分30秒,在线 / 停车 / ACC关,"福建省厦门市思明区嘉莲街道;香莲里25号;德善堂(莲花门诊部),登七楼,香秀里",闽D0TL89,正北(0),"118.128661,24.491504",1289781.0,厦门市思明区嘉禾路321号706室
17226,2023-09-12 10:22:13,0 km/h,902.69 km,10分31秒 / 18分30秒,在线 / 停车 / ACC关,"福建省厦门市思明区嘉莲街道;香莲里25号;德善堂(莲花门诊部),登七楼,香秀里",闽D0TL89,正北(0),"118.128661,24.491504",1289781.0,厦门市思明区嘉禾路321号706室
17227,2023-09-12 10:25:13,0 km/h,902.69 km,13分31秒 / 18分30秒,在线 / 停车 / ACC关,"福建省厦门市思明区嘉莲街道;香莲里25号;德善堂(莲花门诊部),登七楼,香秀里",闽D0TL89,正北(0),"118.128661,24.491504",1289781.0,厦门市思明区嘉禾路321号706室
17228,2023-09-12 10:28:10,0 km/h,902.69 km,16分28秒 / 18分30秒,在线 / 无效定位,"福建省厦门市思明区嘉莲街道;香莲里25号;德善堂(莲花门诊部),登七楼,香秀里",闽D0TL89,东北(57),"118.128661,24.491504",1289781.0,厦门市思明区嘉禾路321号706室
17229,2023-09-12 10:28:23,0 km/h,902.69 km,16分41秒 / 18分30秒,在线 / 停车 / ACC开,"福建省厦门市思明区嘉莲街道;香莲里25号;德善堂(莲花门诊部),登七楼,香秀里",闽D0TL89,正北(0),"118.128633,24.491503",1289781.0,厦门市思明区嘉禾路321号706室
17230,2023-09-12 10:28:42,0 km/h,902.69 km,17分 / 18分30秒,在线 / 停车 / ACC开,"福建省厦门市思明区嘉莲街道;香莲里25号;德善堂(莲花门诊部),登七楼,香秀里",闽D0TL89,正北(0),"118.128633,24.491503",1289781.0,厦门市思明区嘉禾路321号706室
17231,2023-09-12 10:29:12,0 km/h,902.69 km,17分30秒 / 18分30秒,在线 / 停车 / ACC开,"福建省厦门市思明区嘉莲街道;香莲里25号;德善堂(莲花门诊部),登七楼,香秀里",闽D0TL89,正北(0),"118.128633,24.491503",1289781.0,厦门市思明区嘉禾路321号706室
17232,2023-09-12 10:29:42,0 km/h,902.69 km,18分 / 18分30秒,在线 / 停车 / ACC开,"福建省厦门市思明区嘉莲街道;香莲里25号;德善堂(莲花门诊部),登七楼,香秀里",闽D0TL89,正北(0),"118.128633,24.491503",1289781.0,厦门市思明区嘉禾路321号706室
17233,2023-09-12 10:30:12,0 km/h,902.69 km,18分30秒 / 18分30秒,在线 / 停车 / ACC开,"福建省厦门市思明区嘉莲街道;香莲里25号;德善堂(莲花门诊部),登七楼,香秀里",闽D0TL89,正北(0),"118.128633,24.491503",1289781.0,厦门市思明区嘉禾路321号706室
17234,2023-09-12 10:30:41,7 km/h,902.71 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道;香莲里25号;德善堂(莲花门诊部),登七楼,香秀里",闽D0TL89,东北(28),"118.128757,24.491461",1289781.0,厦门市思明区嘉禾路321号706室
17235,2023-09-12 10:30:42,9 km/h,902.71 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道;香莲里25号;德善堂(莲花门诊部),登七楼,香秀里",闽D0TL89,东北(36),"118.12877,24.491478",1289781.0,厦门市思明区嘉禾路321号706室
17236,2023-09-12 10:31:00,35 km/h,902.84 km, ,在线 / 行驶,"福建省厦门市思明区;莲花北路31号;香秀里,莲花新村,莲花北路35",闽D0TL89,偏北(16),"118.129374,24.492542",2244405.0,湖里区江头街道江头西路13-4号
17237,2023-09-12 10:31:05,34 km/h,902.89 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道莲花北路33-之4号;莲花北路,流芳路-香秀路交叉路口;派恩宜灰指甲,安亲宝贝社区学校(莲花分校),弘音琴行(厦门莲花店)",闽D0TL89,偏北(4),"118.129472,24.492976",1416.0,*湖里区嘉禾路344号之7、344号之8、344之9
17243,2023-09-12 10:31:26,31 km/h,903.05 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道莲秀里56号;香秀路,流芳路-香秀路交叉路口;香秀里海关宿舍,香秀里,福星商业中心",闽D0TL89,偏西(260),"118.128737,24.493608",23051.0,湖里区江头街道嘉禾路354之32店
17269,2023-09-12 10:34:52,31 km/h,903.38 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道;莲秀里56号;厦门市鹭江新城小学,鹭江新城,乘务综合大楼",闽D0TL89,东南(152),"118.126534,24.492315",1709538.0,厦门市思明区嘉禾路329号CX101室一层及夹层
17287,2023-09-12 10:36:12,23 km/h,903.7 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道;凌香里36号;摩尔莲花购物广场(莲花店),新华都购物广场(莲花店),莲花广场公寓",闽D0TL89,西南(224),"118.125,24.490054",1203.0,思明区长青路506号102室
17288,2023-09-12 10:36:20,12 km/h,903.75 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道香莲里25号;嘉莲路,菡青路-嘉莲路交叉路口;202特色排档(莲花分店),草根堂(凌香里店),南色创想美术院(莲花校区)",闽D0TL89,西南(213),"118.124698,24.489776",1203.0,思明区长青路506号102室
17289,2023-09-12 10:36:23,14 km/h,903.76 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道;凌香里29号;龙尚苑,香莲里,菡菁商场",闽D0TL89,西南(230),"118.1246,24.489703",1203.0,思明区长青路506号102室
17290,2023-09-12 10:36:29,25 km/h,903.79 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道莲花北路7号;嘉莲路,菡青路-凌香路交叉路口;臻府蒸汽海鲜(莲花店),202特色排档(莲花分店),丢手绢东北菜(凌香里店)",闽D0TL89,西南(216),"118.124333,24.489478",1203.0,思明区长青路506号102室
17297,2023-09-12 10:36:51,26 km/h,903.95 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道;凌香里7;嘉莲里,莲花公园,嘉莲花园",闽D0TL89,西南(219),"118.122951,24.488878",62093.0,厦门市思明区湖滨北路183号之二(一楼、二楼)
17298,2023-09-12 10:37:11,15 km/h,904.13 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道嘉莲里9号;嘉莲里,嘉莲里-莲花北路交叉路口;美芝莲(厦门财神店),财神到,私厦里·闽南宴请新领秀(莲花里店)",闽D0TL89,西南(230),"118.121804,24.487665",2206413.0,厦门市思明区长青农贸市场11店面
17299,2023-09-12 10:37:12,15 km/h,904.13 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道嘉莲里9号;嘉莲里,嘉莲里-莲花北路交叉路口;美芝莲(厦门财神店),财神到,私厦里·闽南宴请新领秀(莲花里店)",闽D0TL89,西南(241),"118.121769,24.48764",2206413.0,厦门市思明区长青农贸市场11店面
17303,2023-09-12 10:37:35,18 km/h,904.26 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道嘉禾路951号;莲花北路,盈翠西路-莲花北路交叉路口;六合鱼市(原亚珠鱼市),盈翠嘉园,莲花煎蟹(总店)",闽D0TL89,西南(219),"118.120543,24.487508",12822.0,厦门市思明区长青北里110号
17304,2023-09-12 10:37:38,25 km/h,904.28 km, ,在线 / 行驶,"福建省厦门市思明区;莲花北路3-1-～9号;御园,宜贝亲子园(嘉莲分园),凯裕美爵酒店",闽D0TL89,偏南(201),"118.120457,24.48736",12822.0,厦门市思明区长青北里110号
17392,2023-09-12 10:46:28,16 km/h,905.78 km, ,在线 / 行驶,"福建省厦门市思明区筼筜街道;莲景二路;富源世家1栋,富源世家2栋,聚缘兴茶店",闽D0TL89,偏西(258),"118.117664,24.479322",569625.0,厦门市思明区湖明路22-28号第三层A单元之一
17393,2023-09-12 10:46:35,17 km/h,905.8 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道;莲前西路3号;莲前集团大厦,公安交通指挥中心大厦,厦门市公路巡警支队",闽D0TL89,正西(270),"118.117375,24.479267",569625.0,厦门市思明区湖明路22-28号第三层A单元之一
17396,2023-09-12 10:46:47,20 km/h,905.91 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道;莲前西路2-5号;明发商业广场,明发商业广场南区,莲富大厦公寓楼",闽D0TL89,偏西(265),"118.116288,24.479356",564.0,思明区湖滨六里159号
17397,2023-09-12 10:46:49,18 km/h,905.92 km, ,在线 / 行驶,"福建省厦门市思明区梧村街道;莲前西路2号;莲富大厦,公安交通指挥中心大厦,厦门市公路巡警支队",闽D0TL89,西南(244),"118.116194,24.479335",564.0,思明区湖滨六里159号
17398,2023-09-12 10:46:50,7 km/h,905.92 km, ,在线 / 行驶,"福建省厦门市思明区梧村街道;莲前西路2号;莲富大厦,公安交通指挥中心大厦,厦门市公路巡警支队",闽D0TL89,偏南(172),"118.116189,24.479313",564.0,思明区湖滨六里159号
17399,2023-09-12 10:46:52,16 km/h,905.93 km, ,在线 / 行驶,福建省厦门市思明区;莲前西路;植优教育中考无忧,闽D0TL89,偏东(79),"118.116254,24.479295",564.0,思明区湖滨六里159号
17402,2023-09-12 10:47:41,26 km/h,906.55 km, ,在线 / 行驶,"福建省厦门市思明区梧村街道莲前西路18-75号;莲前西路,东浦一路-莲前西路交叉路口;湖南化工医药设计院(厦门分院),百花府花店,金龙苑15-17号小区",闽D0TL89,偏东(91),"118.122352,24.479315",13894.0,厦门市思明区莲坂商业广场北区159号
17403,2023-09-12 10:47:47,10 km/h,906.58 km, ,在线 / 行驶,"福建省厦门市思明区梧村街道莲前西路76号;莲前西路,东浦一路-莲前西路交叉路口;船厂宿舍,湖南化工医药设计院(厦门分院),边检站宿舍",闽D0TL89,偏东(107),"118.122665,24.479275",13894.0,厦门市思明区莲坂商业广场北区159号
17404,2023-09-12 10:47:58,30 km/h,906.63 km, ,在线 / 行驶,"福建省厦门市思明区梧村街道莲前西路30号;莲前西路,东浦路-成功大道辅路交叉路口;船厂宿舍,厦汽宿舍,边检站宿舍",闽D0TL89,偏东(95),"118.123134,24.479173",1416507.0,厦门市思明区明发商业广场北区82-87号
17512,2023-09-12 11:09:30,50 km/h,911.87 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道;谊爱路20号;新城海世界1期,亨龙企业大厦,亨龙置业",闽D0TL89,东北(40),"118.128874,24.488312",1395638.0,厦门市思明区嘉禾路190号第一层25单元
17513,2023-09-12 11:09:35,53 km/h,911.94 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道;谊爱路6号;永福明杰生煎包,谊爱路站公交站,莲花天伦花园",闽D0TL89,东北(42),"118.129342,24.488799",12896.0,思明区吕岭路4号之六、之七
17514,2023-09-12 11:09:50,60 km/h,912.18 km, ,在线 / 行驶,"福建省厦门市思明区嘉莲街道;龙山西路14号;成功大道出口(吕岭路方向),龙华里,杨民家电维修",闽D0TL89,东北(31),"118.130932,24.49043",34512.0,思明区莲秀里118号
17564,2023-09-12 11:24:25,61 km/h,926.74 km, ,在线 / 行驶,"福建省厦门市集美区杏林街道;S507(杏前路);锦秀园建材,厦杏大厦,御尚雅居",闽D0TL89,偏西(269),"118.044442,24.573929",100.0,集美区杏北路25号
17584,2023-09-12 11:29:29,19 km/h,932.03 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇;杏前路;集美区食品餐饮行业自律协会,JAC江淮汽车,厦门沁坤供应链有限公司",闽D0TL89,西北(321),"118.003137,24.598773",2242363.0,1.除医疗用毒性药品（中药饮片）外委托鹭燕医药股份有限公司【仓库地址：厦门市集美区灌南工业区安仁大道1599号（4号仓库）三层西侧、6#（鹭燕厦门现代医药仓储中心）自动化高架物流仓库及1-4层平层仓库】储存、配送
17682,2023-09-12 14:31:12,0 km/h,933.33 km,0秒 / 30秒,在线 / 停车 / ACC开,"福建省厦门市集美区灌口镇;杏前路;安仁里小区,三社公交站,纤美美容",闽D0TL89,正北(0),"117.999216,24.603395",1081.0,集美灌口
17683,2023-09-12 14:31:42,0 km/h,933.33 km,30秒 / 30秒,在线 / 停车 / ACC开,"福建省厦门市集美区灌口镇;杏前路;安仁里小区,三社公交站,纤美美容",闽D0TL89,正北(0),"117.999216,24.603395",1081.0,集美灌口
17684,2023-09-12 14:31:47,5 km/h,933.33 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇;杏前路;安仁里小区,三社公交站,纤美美容",闽D0TL89,西北(334),"117.999205,24.603417",1081.0,集美灌口
17685,2023-09-12 14:31:50,20 km/h,933.34 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇;S507(安仁大道);兴永嵩超市,联杰公寓,安仁里小区",闽D0TL89,西北(321),"117.999147,24.603496",1081.0,集美灌口
17706,2023-09-12 14:36:12,20 km/h,933.97 km, ,在线 / 行驶,"福建省厦门市集美区灌口镇安仁大道1477号;安仁大道辅路,安仁大道辅路-三社路交叉路口;厦门厦工重工有限公司(铁山路),厦门风味小吃(安仁里小区店),双艺美术书法教育(安仁里精品校区)",闽D0TL89,东南(142),"117.998743,24.603564",1081.0,集美灌口
18006,2023-09-12 15:32:43,50 km/h,954.22 km, ,在线 / 行驶,"福建省厦门市湖里区湖里街道;兴湖路35号;厦门创羽进出口有限公司,启航大厦,A幢",闽D0TL89,偏东(85),"118.099646,24.520392",51432.0,福建省厦门市湖里区长虹路33号象屿工业厂房
18007,2023-09-12 15:32:55,48 km/h,954.39 km, ,在线 / 行驶,"福建省厦门市湖里区殿前街道;长虹路;鹭燕大药房,亿碗情深面馆,西北拉面(湖里分店)",闽D0TL89,偏东(78),"118.10132,24.520581",50334.0,湖里区寨上2235号
18045,2023-09-12 15:36:13,25 km/h,955.72 km, ,在线 / 行驶,"福建省厦门市湖里区湖里街道悦华路223之;悦华路,悦华路-马浦路交叉路口;513特色烧酒档(龙腾花园一期店),蟹小刀肉蟹煲(马垅店),猪角·闽南猪脚饭(马垅店)",闽D0TL89,偏东(95),"118.111811,24.517609",34535.0,湖里区湖里街道嘉园路79号之三之2、103、201、202、203、206、207、208室，81号104、204、209室
