distance,duration,origin,destination
14868,1295,0,1362
20103,1646,0,1364
17950,1586,0,1363
22551,1738,0,1366
13621,1479,0,1361
23802,1966,0,1365
14355,1389,0,1371
11329,1219,0,1368
25195,1377,0,1357
19074,1692,0,1369
20129,1610,0,1370
19749,1805,0,1373
20061,1684,0,1372
13667,1116,0,1376
12967,1114,0,1374
14922,1292,0,1377
13045,1483,0,1375
19776,1575,0,1378
22450,1473,0,1367
23606,1917,0,1379
12961,1412,0,1382
14211,1238,0,1384
11640,1219,0,1385
19651,1501,0,1386
18413,1591,0,1383
12623,1353,0,1380
13574,1080,0,1387
12205,1347,0,1390
23526,1437,0,1388
12508,1642,0,1391
13584,1090,0,1392
19511,1676,0,1381
18192,1536,0,1389
26607,1526,0,1394
19357,1737,0,1393
12201,1428,0,1399
15075,1387,0,1398
21024,1810,0,1396
18767,1589,0,1400
11907,1374,0,1397
19683,1796,0,1395
21187,1785,0,1401
21275,1833,0,1402
13615,1121,0,1403
19889,1616,0,1408
17954,1524,0,1405
26648,1560,0,1404
11832,1225,0,1410
12010,1065,0,1409
21267,1827,0,1406
23840,1956,0,1413
19300,1733,0,1411
21349,1796,0,1412
19301,1506,0,1407
21452,1836,0,1419
17924,1574,0,1418
18314,1591,0,1414
26427,1508,0,1417
12795,1460,0,1416
20567,1711,0,1415
12311,1471,0,1424
11078,1161,0,1425
23737,1854,0,1423
19378,1762,0,1421
20739,1689,0,1422
12139,1488,0,1426
19513,1489,0,1427
21206,1718,0,1429
19222,1729,0,1420
20943,1758,0,1430
21214,1881,0,1431
19726,1582,0,1432
21044,1817,0,1428
11994,1326,0,1433
25682,1686,0,1434
18790,1665,0,1437
21061,1750,0,1440
26713,1578,0,1439
23770,1940,0,1436
21067,1771,0,1435
24062,1860,0,1442
22487,1863,0,1446
16157,1177,0,1438
23579,1900,0,1447
23768,1941,0,1443
20055,1725,0,1445
18688,1483,0,1444
19058,1693,0,1441
18938,1649,0,1448
20495,1670,0,1453
23659,1932,0,1449
13280,1367,0,1452
17995,1623,0,1454
21044,1606,0,1450
20343,1660,0,1451
11839,1250,0,1455
13519,1688,0,1456
17560,1434,0,1457
18665,1512,0,1459
22989,1851,0,1461
21234,1887,0,1458
18703,1608,0,1460
19675,1793,0,1463
12080,1429,0,1464
11870,1118,0,1469
23599,1915,0,1467
21076,1831,0,1468
18129,1560,0,1462
18318,1486,0,1470
11404,1244,0,1471
10632,1114,0,1473
12209,1419,0,1465
13429,1383,0,1466
19817,1625,0,1474
20935,1718,0,1475
11186,1171,0,1476
21141,1889,0,1477
12943,1106,0,1479
18798,1664,0,1472
17028,1360,0,1478
18744,1570,0,1481
18129,1495,0,1480
16886,1284,0,1484
21309,1820,0,1482
20245,1675,0,1487
12739,1438,0,1489
11105,1028,0,1485
19681,1693,0,1488
17004,1314,0,1483
11187,961,0,1490
11177,1165,0,1491
12231,1073,0,1495
11858,1022,0,1496
11808,1014,0,1497
13716,1138,0,1494
18559,1632,0,1486
22061,1681,0,1501
12000,1216,0,1499
18731,1592,0,1493
23330,1882,0,1492
19571,1529,0,1503
18298,1480,0,1500
19580,1549,0,1506
26809,1589,0,1498
17520,1410,0,1508
19940,1586,0,1502
21092,1819,0,1509
21145,1723,0,1504
11079,1161,0,1512
14214,1208,0,1513
23272,1860,0,1505
21292,1814,0,1511
17562,1395,0,1514
18786,1593,0,1515
12475,1068,0,1510
12269,1633,0,1507
19647,1544,0,1519
21373,1800,0,1517
18508,1620,0,1516
20348,1831,0,1520
12888,1387,0,1521
11243,1105,0,1522
12850,1459,0,1525
24123,1861,0,1523
19319,1659,0,1526
21520,1787,0,1524
18905,1635,0,1527
12066,1290,0,1528
13406,1380,0,1532
21340,1686,0,1529
18010,1582,0,1531
18394,1576,0,1530
21072,1661,0,1518
9771,1239,0,1534
19117,1612,0,1535
12300,1122,0,1533
12576,1326,0,1538
12606,1309,0,1536
19421,1566,0,1540
21365,1819,0,1537
19221,1733,0,1539
12147,1420,0,1541
21033,1828,0,1542
12222,1287,0,1546
17915,1571,0,1545
18772,1608,0,1548
23647,1904,0,1543
20949,1693,0,1544
18369,1626,0,1550
12215,1433,0,1555
11531,1148,0,1553
12522,1687,0,1551
16978,1362,0,1547
11066,1131,0,1549
10917,892,0,1554
20675,1575,0,1552
20446,1703,0,1557
19743,1313,0,1560
19007,1647,0,1559
13059,1508,0,1561
13096,1522,0,1556
13798,1565,0,1558
13248,1548,0,1565
12995,1470,0,1563
19654,1564,0,1562
18580,1573,0,1566
22669,1855,0,1567
13105,1496,0,1572
12028,1117,0,1573
11978,1064,0,1570
17545,1371,0,1571
20067,1626,0,1564
18973,1628,0,1574
18585,1307,0,1568
12242,967,0,1575
12168,1084,0,1579
12240,1513,0,1578
18070,1630,0,1569
13620,1824,0,1576
12556,1699,0,1577
12740,1455,0,1580
11483,1523,0,1581
17415,1345,0,1582
11874,1013,0,1585
23899,1936,0,1584
21182,1738,0,1583
21064,1688,0,1587
20041,1619,0,1588
18428,1639,0,1589
11287,1195,0,1593
11250,1196,0,1591
15902,1137,0,1590
13216,1097,0,1586
12315,1501,0,1594
13676,1153,0,1595
12161,1078,0,1596
17281,1340,0,1600
12235,1074,0,1597
12636,1212,0,1601
19641,1544,0,1592
22931,1992,0,1599
20923,1718,0,1598
12055,1420,0,1602
11868,1015,0,1606
12653,1667,0,1608
11570,913,0,1605
19441,1693,0,1604
18009,1648,0,1610
12091,1362,0,1603
13741,1562,0,1611
19144,1664,0,1607
21378,1802,0,1609
20269,1724,0,1612
21130,1842,0,1614
16963,1377,0,1615
20512,1745,0,1616
10970,1481,0,1618
21033,1789,0,1617
13768,1141,0,1621
26592,1510,0,1619
24446,1990,0,1613
19432,1745,0,1620
17367,1458,0,1622
12445,1571,0,1623
12470,1294,0,1626
15076,1434,0,1624
17891,1502,0,1625
19643,1591,0,1627
21021,1788,0,1629
12953,1456,0,1630
21183,1728,0,1631
21435,1809,0,1633
13085,1448,0,1634
19411,1630,0,1628
20032,1515,0,1636
18706,1309,0,1637
23910,1509,0,1638
12111,1088,0,1632
17316,1297,0,1639
20168,1522,0,1642
18795,1253,0,1640
23948,1582,0,1635
20052,1303,0,1643
19503,1396,0,1644
19751,1370,0,1649
16801,1101,0,1645
16814,1170,0,1647
17231,1183,0,1646
18582,1305,0,1641
19631,1303,0,1650
17391,1235,0,1651
18043,1123,0,1652
16963,1225,0,1655
16174,1211,0,1653
20552,1434,0,1654
19260,1287,0,1648
19293,1324,0,1656
19443,1206,0,1662
20459,1599,0,1661
18125,1202,0,1663
20148,1426,0,1660
19390,1386,0,1657
16988,1139,0,1658
19556,1578,0,1664
18683,1364,0,1667
20363,1512,0,1665
20061,1353,0,1666
16416,1255,0,1659
16450,1258,0,1669
16504,1329,0,1670
20843,1527,0,1672
16925,1152,0,1673
18894,1258,0,1671
19891,1386,0,1668
21827,1403,0,1675
17542,1312,0,1677
16484,1326,0,1674
19844,1422,0,1679
19615,1288,0,1678
19193,1334,0,1680
18847,1319,0,1681
18762,1286,0,1682
19615,1269,0,1676
17377,1252,0,1683
18429,1408,0,1684
16371,1275,0,1690
18168,1218,0,1689
19918,1443,0,1685
21583,1597,0,1687
20185,1415,0,1686
20960,1478,0,1691
17044,1282,0,1688
20334,1544,0,1697
20244,1426,0,1695
19572,1386,0,1692
21298,1723,0,1694
21108,1434,0,1698
20696,1346,0,1701
17065,1215,0,1699
19471,1255,0,1693
26785,1551,0,1700
20103,1491,0,1696
22068,1557,0,1703
21698,1489,0,1705
17146,1243,0,1710
20259,1726,0,1709
21581,1472,0,1702
20764,1211,0,1708
20289,1321,0,1704
18514,1374,0,1711
21991,1548,0,1714
20595,1466,0,1712
18659,1295,0,1713
20209,1569,0,1707
15869,1131,0,1715
20486,1466,0,1722
20576,1566,0,1719
26592,1567,0,1718
18916,1274,0,1720
19291,1378,0,1717
22031,1427,0,1706
19321,1240,0,1725
17286,1191,0,1726
20154,1339,0,1727
19928,1468,0,1724
18291,1238,0,1723
20444,1421,0,1728
16624,1115,0,1716
23335,1359,0,1733
17558,1312,0,1721
19979,1326,0,1729
18780,1339,0,1730
20127,1499,0,1734
20255,1453,0,1732
16710,1146,0,1735
17022,1433,0,1740
18834,1278,0,1737
20371,1521,0,1731
27930,1868,0,1742
16472,1297,0,1739
20433,1526,0,1743
17054,1157,0,1741
20845,1528,0,1736
17635,1345,0,1744
20179,1400,0,1745
16763,1154,0,1751
19554,1299,0,1747
16504,1329,0,1738
21581,1472,0,1748
18639,1318,0,1750
18152,1171,0,1746
26538,1581,0,1756
19197,1339,0,1749
21527,1449,0,1757
19494,1311,0,1754
18567,1243,0,1758
20005,1467,0,1753
20371,1521,0,1755
18936,1350,0,1759
16435,1297,0,1752
18305,1209,0,1760
18388,1210,0,1763
16853,1201,0,1764
20186,1490,0,1766
18611,1283,0,1762
19820,1414,0,1765
20619,1629,0,1761
16541,1325,0,1769
18987,1273,0,1768
20334,1355,0,1774
20257,1490,0,1772
17545,1313,0,1770
17076,1165,0,1773
18673,1300,0,1775
18363,1298,0,1777
20167,1522,0,1778
19504,1374,0,1779
16657,1139,0,1767
18808,1414,0,1771
17278,1283,0,1780
16857,1388,0,1785
18326,1288,0,1782
19736,1426,0,1783
20286,1435,0,1787
18993,1322,0,1781
20301,1505,0,1790
19233,1232,0,1788
21733,1494,0,1786
16833,1219,0,1784
21803,1652,0,1789
19710,1409,0,1776
18759,1388,0,1791
22041,1600,0,1792
16928,1176,0,1794
17556,1358,0,1795
19293,1237,0,1798
20349,1512,0,1797
19296,1369,0,1796
20222,1493,0,1793
18620,1286,0,1799
17026,1292,0,1800
18246,1276,0,1802
19394,1295,0,1805
21752,1497,0,1806
16962,1255,0,1807
20478,1382,0,1801
19584,1353,0,1803
20178,1423,0,1804
18772,1258,0,1808
20170,1330,0,1815
18131,1134,0,1814
17015,1153,0,1811
22876,1509,0,1813
17041,1460,0,1810
17167,1208,0,1809
19290,1324,0,1816
16338,1225,0,1822
18756,1289,0,1819
19344,1263,0,1812
20897,1410,0,1818
20103,1338,0,1823
19248,1320,0,1817
18144,1164,0,1821
16463,1294,0,1824
18867,1284,0,1825
16400,1245,0,1820
20479,1447,0,1828
16390,1250,0,1826
19652,1310,0,1827
18932,1345,0,1831
19477,1399,0,1833
16878,1404,0,1832
19532,1359,0,1830
22843,1506,0,1829
20203,1494,0,1834
19546,1274,0,1840
18868,1245,0,1835
18288,1305,0,1841
18706,1324,0,1838
19416,1293,0,1839
17625,1138,0,1842
19968,1421,0,1845
16674,1146,0,1837
21873,1419,0,1836
16694,1316,0,1844
20177,1454,0,1847
16334,1279,0,1846
30086,2026,0,1848
23248,1389,0,1849
19593,1403,0,1843
28280,1708,0,1852
19181,1467,0,1851
24202,1567,0,1854
38718,2445,0,1853
25909,1599,0,1855
22625,1404,0,1857
25227,1340,0,1850
27265,1618,0,1859
27991,1790,0,1856
29751,1995,0,1858
43038,2523,0,1860
25628,1531,0,1862
28813,1685,0,1863
28251,1565,0,1865
49386,3034,0,1867
42190,3080,0,1866
44244,3002,0,1864
24527,2509,0,1861
29155,1669,0,1873
27523,1604,0,1874
29255,1921,0,1872
25811,1613,0,1870
37917,2603,0,1868
40562,2702,0,1869
27718,1636,0,1871
29505,1993,0,1876
28352,1896,0,1879
27811,1712,0,1877
27661,1750,0,1878
24097,1570,0,1875
27741,1662,0,1880
19995,2213,0,1881
30847,2022,0,1883
25900,1426,0,1882
29515,1960,0,1886
30876,2051,0,1885
29113,1918,0,1884
27689,1649,0,1888
25208,1648,0,1887
19527,2197,0,1895
28692,1605,0,1896
41043,2732,0,1893
32931,2013,0,1891
18082,1985,0,1890
19885,1489,0,1892
26004,1610,0,1889
29899,1697,0,1902
38463,2169,0,1894
29800,1704,0,1897
30151,2088,0,1898
19873,2223,0,1900
26557,1535,0,1899
59727,4203,0,1901
33761,2019,0,1903
35356,1909,0,1904
23481,1479,0,1906
27845,1739,0,1910
25782,1574,0,1905
55747,3553,0,1908
29818,1986,0,1909
46273,3037,0,1907
36765,2871,0,1911
21467,1449,0,1917
21197,2291,0,1918
41772,2501,0,1914
27126,1567,0,1915
31968,2341,0,1913
20038,2307,0,1919
25951,1590,0,1916
25853,1563,0,1923
26766,1668,0,1921
25450,1766,0,1920
27718,1634,0,1924
41906,2805,0,1922
25851,1580,0,1925
23724,1520,0,1926
23635,1514,0,1930
27843,1825,0,1931
39513,2239,0,1912
28938,1830,0,1927
29121,1905,0,1928
24718,1571,0,1932
26195,1603,0,1933
24605,1522,0,1937
26873,1571,0,1934
43769,2667,0,1936
39937,1866,0,1935
23355,1523,0,1941
25226,1340,0,1944
19024,2126,0,1942
27904,1755,0,1940
28492,1859,0,1929
28794,1978,0,1938
26247,1663,0,1939
27046,1628,0,1947
27719,1652,0,1946
30616,1917,0,1943
43133,2523,0,1949
44481,3084,0,1950
29359,1961,0,1948
43195,3380,0,1951
37354,2497,0,1953
43736,3122,0,1952
27904,1755,0,1957
25370,1692,0,1945
35443,2387,0,1956
41906,2844,0,1954
28185,1832,0,1960
30758,2205,0,1963
28503,1878,0,1962
39094,2502,0,1958
24751,1393,0,1959
38852,2524,0,1955
27605,1668,0,1966
30869,2051,0,1965
38692,2490,0,1964
38513,2438,0,1967
30838,2168,0,1961
28291,1734,0,1968
20045,1589,0,1969
24428,1482,0,1972
27848,1791,0,1973
41172,2133,0,1974
27665,1851,0,1975
45334,3085,0,1971
27699,1788,0,1976
26372,1771,0,1982
23560,1482,0,1979
23789,1576,0,1981
22932,1482,0,1980
29800,1995,0,1977
26053,1706,0,1985
33051,2436,0,1970
25981,1597,0,1987
38523,2469,0,1984
27615,1658,0,1978
25856,1650,0,1988
28436,1725,0,1986
26611,1504,0,1993
25614,1762,0,1990
19397,1264,0,1994
28272,1734,0,1991
28845,1863,0,1992
36213,2665,0,1989
27391,1721,0,1983
27617,1691,0,1999
28871,1846,0,2000
36282,2377,0,1997
25740,1467,0,1995
38722,2584,0,2001
28325,1712,0,1998
29189,1911,0,2002
26676,1582,0,1996
38825,2183,0,2007
28118,1691,0,2005
37822,2295,0,2004
27330,1637,0,2006
27003,1650,0,2003
27846,1851,0,2009
28646,1826,0,2008
24349,1468,0,2014
30889,2051,0,2013
29974,2065,0,2011
26790,1588,0,2012
25769,1741,0,2010
29709,2016,0,2015
36509,2307,0,2016
23802,1544,0,2018
27009,1651,0,2021
27002,1649,0,2022
28787,1845,0,2017
21584,1265,0,2020
17975,1935,0,2023
27284,1660,0,2024
28836,1686,0,2026
27777,1738,0,2027
28954,1952,0,2025
26336,1541,0,2029
28840,1810,0,2019
27516,1595,0,2030
29140,1934,0,2031
30914,2034,0,2037
26589,1878,0,2036
38512,2453,0,2033
27589,1700,0,2028
24185,1724,0,2034
35784,2612,0,2032
28882,1899,0,2035
28872,1872,0,2038
26740,1514,0,2042
25883,1560,0,2044
26797,1595,0,2041
28031,1774,0,2040
36928,2429,0,2045
29616,1994,0,2043
20223,2328,0,2039
29708,2011,0,2047
25782,1403,0,2050
28025,1772,0,2051
27780,1645,0,2052
26007,1633,0,2048
32426,1871,0,2053
23522,1385,0,2046
38527,2417,0,2058
24809,1411,0,2056
22643,1374,0,2055
20863,2369,0,2049
43361,2907,0,2057
26154,1684,0,2060
26592,1579,0,2063
28414,1770,0,2054
43332,2544,0,2059
19974,2201,0,2062
23330,1333,0,2064
28405,1806,0,2065
26133,1445,0,2061
27532,1690,0,2067
25974,1589,0,2071
27849,1709,0,2069
20028,2260,0,2072
27259,1587,0,2068
26710,1506,0,2070
39030,2136,0,2078
23870,1427,0,2074
27638,1695,0,2075
25784,1565,0,2073
18019,1974,0,2083
27273,1582,0,2076
28910,1869,0,2077
18762,2128,0,2079
27273,1726,0,2080
26186,1706,0,2066
25118,1487,0,2084
43379,2503,0,2082
27536,1703,0,2088
27980,1788,0,2086
29217,1896,0,2085
23566,1412,0,2081
23099,1350,0,2089
25705,1565,0,2091
27124,1694,0,2094
38558,2156,0,2092
12896,1534,0,2090
27712,1694,0,2087
35856,1993,0,2095
46072,3206,0,2096
38466,2427,0,2101
28539,1823,0,2097
27076,1548,0,2098
27870,1717,0,2100
35945,2336,0,2093
29113,1914,0,2102
27100,1552,0,2103
27727,1696,0,2104
26943,1588,0,2099
24353,2456,0,2105
26987,1664,0,2106
26040,1635,0,2108
21332,2269,0,2107
39056,2517,0,2109
38710,2570,0,2110
27909,1671,0,2115
27740,1657,0,2112
29227,1897,0,2111
43700,2690,0,2116
26155,1649,0,2114
40834,2764,0,2113
43110,2592,0,2117
31995,1977,0,2118
26044,1641,0,2122
26724,1531,0,2120
27671,1699,0,2123
28028,1686,0,2121
29689,1997,0,2119
26097,1658,0,2125
25150,1455,0,2126
26056,1636,0,2124
27179,1596,0,2128
27593,1650,0,2130
29017,1836,0,2127
29212,1941,0,2131
27884,1645,0,2133
15260,1754,0,2137
25770,1604,0,2135
25414,1465,0,2136
26828,1575,0,2134
24356,1486,0,2129
30570,2148,0,2132
20609,2265,0,2139
16576,1928,0,2141
18967,2166,0,2144
25408,1695,0,2143
41817,2405,0,2138
36142,2421,0,2142
26822,1537,0,2140
29046,2037,0,2145
25055,1622,0,2146
25968,1611,0,2148
27419,1662,0,2152
44227,3037,0,2150
39413,2547,0,2151
28182,1721,0,2149
39076,2477,0,2153
28579,1823,0,2154
26700,1733,0,2159
19064,2066,0,2155
24464,1474,0,2158
23607,1478,0,2147
28964,1847,0,2157
26349,1747,0,2161
42449,2444,0,2156
26831,1698,0,2166
24369,1544,0,2164
39347,2258,0,2165
23272,1407,0,2162
25051,1647,0,2163
30114,2008,0,2167
23874,1383,0,2172
26286,1730,0,2171
25218,1646,0,2169
26064,1625,0,2173
20891,2376,0,2174
26021,1512,0,2178
25960,1506,0,2168
25393,1694,0,2176
38518,2438,0,2175
18424,2084,0,2177
24224,1736,0,2170
29006,1832,0,2160
25730,1577,0,2179
26013,1637,0,2185
14753,1688,0,2182
26095,1496,0,2180
28133,1802,0,2181
19345,2193,0,2184
28024,1805,0,2183
15862,1768,0,2186
25201,1652,0,2187
27989,1796,0,2190
26805,1587,0,2193
26290,1753,0,2188
15301,1766,0,2189
42641,2490,0,2191
25174,1471,0,2194
46795,3318,0,2195
23288,1413,0,2196
23615,1427,0,2197
35772,2289,0,2199
24718,1591,0,2192
42031,2403,0,2200
29360,1987,0,2198
33708,2432,0,2201
44797,2829,0,2202
29630,2053,0,2206
34347,2157,0,2208
40216,2632,0,2207
43390,2875,0,2204
40655,2735,0,2209
24372,2483,0,2210
23632,1307,0,2214
24605,1518,0,2203
42547,2484,0,2212
44314,3036,0,2205
26730,1566,0,2211
14317,1614,0,2216
25556,1556,0,2213
18675,2107,0,2220
28177,1726,0,2219
26322,1755,0,2221
27579,1739,0,2217
36020,2368,0,2218
21389,2339,0,2215
25115,2618,0,2222
26805,1583,0,2225
24630,1435,0,2227
19265,2142,0,2228
23490,1357,0,2223
24931,2610,0,2226
28851,1843,0,2229
27916,1780,0,2230
33711,2059,0,2231
22587,1365,0,2235
24927,1478,0,2224
25700,1621,0,2233
35344,2133,0,2232
30631,2055,0,2237
25900,1425,0,2240
23789,1571,0,2234
12920,1537,0,2241
28077,1724,0,2238
27815,1655,0,2239
38605,2677,0,2242
35829,2333,0,2236
39525,2563,0,2243
27089,1605,0,2249
20142,1434,0,2247
23248,1392,0,2248
14123,1565,0,2245
42453,2697,0,2244
27671,1723,0,2246
29974,1667,0,2250
28856,1817,0,2252
39766,2347,0,2255
28456,1836,0,2253
22119,1425,0,2256
14134,1565,0,2258
24320,1737,0,2251
20073,1393,0,2254
23276,1346,0,2260
25012,2583,0,2259
27922,1675,0,2262
26433,1658,0,2261
25795,1521,0,2263
24805,1412,0,2265
34212,2113,0,2266
24624,1535,0,2257
24084,1661,0,2267
25544,1445,0,2269
25954,1603,0,2268
34940,2144,0,2270
12667,1509,0,2264
14556,1250,0,2275
22317,1281,0,2274
14988,1748,0,2273
18276,1284,0,2276
15405,1814,0,2272
23668,1542,0,2277
12664,999,0,2278
7438,725,0,2279
17430,1114,0,2282
16870,1386,0,2280
14134,1273,0,2281
24838,1401,0,2271
17661,1511,0,2283
7173,705,0,2284
18870,1489,0,2285
24020,1611,0,2288
16991,1329,0,2286
24087,1546,0,2291
14708,1271,0,2290
18479,1213,0,2287
14346,1345,0,2292
17503,1150,0,2293
17667,1432,0,2297
17641,1407,0,2295
9430,941,0,2296
10814,1329,0,2289
13217,1066,0,2298
18735,1440,0,2294
12885,1042,0,2299
17667,1432,0,2300
6091,793,0,2306
6894,969,0,2301
18926,1267,0,2302
24471,1667,0,2303
22550,1626,0,2304
12620,1322,0,2307
7953,901,0,2308
7818,763,0,2309
10612,1124,0,2310
10986,1363,0,2311
23328,1356,0,2305
13210,1064,0,2313
7632,857,0,2314
7220,1060,0,2315
18857,1442,0,2320
6827,682,0,2312
19062,1475,0,2316
17923,1545,0,2317
12888,1010,0,2321
18992,1436,0,2322
6883,723,0,2326
14502,1299,0,2325
18599,1416,0,2324
17935,1527,0,2318
18574,1324,0,2319
13175,1084,0,2323
13308,1345,0,2327
23767,1534,0,2328
19948,1042,0,2329
19532,1541,0,2333
20332,1367,0,2332
23678,1529,0,2331
23930,1513,0,2330
18666,1377,0,2334
8058,925,0,2341
7258,1145,0,2342
17781,1433,0,2337
29813,1820,0,2338
17360,1359,0,2339
23858,1619,0,2335
9851,1254,0,2336
13223,1080,0,2340
12978,1009,0,2346
19224,1328,0,2345
6678,735,0,2348
13066,1291,0,2349
14320,1348,0,2343
24305,1559,0,2350
18381,1349,0,2352
21985,1445,0,2351
18420,1373,0,2353
14157,1292,0,2347
12990,1040,0,2354
18126,1498,0,2355
13038,1049,0,2344
22183,1436,0,2357
22761,1491,0,2358
8811,887,0,2359
13644,1125,0,2361
19398,1259,0,2363
18619,1387,0,2365
13409,1116,0,2356
19064,1481,0,2364
24566,1567,0,2366
16650,1223,0,2368
18250,1276,0,2367
22255,1345,0,2362
19153,1457,0,2360
26533,1863,0,2370
17153,1327,0,2369
29317,1845,0,2371
17384,1370,0,2372
11528,1218,0,2376
19334,1442,0,2373
26493,1705,0,2374
12686,978,0,2377
7300,991,0,2378
16740,1269,0,2379
22200,1288,0,2380
17611,1254,0,2383
9603,1110,0,2375
14492,1248,0,2381
14226,1241,0,2382
14082,1203,0,2384
23510,1466,0,2386
14777,1322,0,2387
19652,1489,0,2388
17663,1427,0,2390
18364,1418,0,2389
14843,1203,0,2391
18609,1292,0,2393
18371,1344,0,2385
13640,1200,0,2392
8546,884,0,2395
22270,1476,0,2398
14483,1237,0,2397
11519,1142,0,2399
18347,1403,0,2400
22624,1386,0,2401
8360,873,0,2394
12895,1007,0,2396
22059,1270,0,2402
22561,1348,0,2404
22655,1430,0,2405
14698,1286,0,2406
6061,806,0,2408
14782,1324,0,2409
16830,1302,0,2410
17962,1516,0,2411
11598,1187,0,2403
6904,689,0,2413
14470,1412,0,2412
22153,1321,0,2407
13007,1303,0,2415
8959,903,0,2416
13978,1097,0,2414
13851,1130,0,2417
18571,1323,0,2418
18539,1358,0,2419
18406,1428,0,2420
13088,1043,0,2421
14816,1344,0,2423
9633,1132,0,2422
23587,1517,0,2425
23811,1666,0,2426
22138,1446,0,2428
9607,1178,0,2427
18520,1413,0,2429
16821,1091,0,2430
18539,1345,0,2424
18479,1350,0,2431
18372,1410,0,2432
18492,1237,0,2433
14035,1208,0,2435
13010,1036,0,2434
14384,1294,0,2436
18580,1334,0,2438
24830,1681,0,2439
18451,1319,0,2441
17630,1241,0,2442
19131,1429,0,2443
7075,974,0,2446
14104,1205,0,2437
10172,1222,0,2447
23898,1706,0,2440
13423,1051,0,2449
6835,732,0,2444
10081,1174,0,2450
19042,1401,0,2451
16926,1299,0,2452
24313,1548,0,2448
25622,1624,0,2455
14057,1255,0,2457
14053,1221,0,2456
19891,1558,0,2445
9132,1114,0,2453
23874,1589,0,2458
11134,1194,0,2454
23817,1581,0,2460
7000,760,0,2463
19155,1338,0,2462
23565,1354,0,2461
22327,1350,0,2464
10200,1231,0,2465
22306,1497,0,2459
10473,1272,0,2466
13374,1069,0,2467
13153,1081,0,2469
19208,1416,0,2470
16675,1299,0,2468
13584,1114,0,2474
17589,1134,0,2475
22646,1446,0,2478
12989,1033,0,2472
23460,1484,0,2471
9973,1158,0,2473
26219,1531,0,2479
7754,1107,0,2480
7296,860,0,2481
15250,1227,0,2476
18424,1237,0,2484
10259,1156,0,2485
6868,942,0,2486
8702,894,0,2477
9552,1126,0,2488
11086,1367,0,2487
18643,1398,0,2483
26533,1591,0,2482
6801,924,0,2490
18195,1588,0,2489
24754,1706,0,2491
26219,1848,0,2494
18474,1397,0,2493
22976,1437,0,2492
17605,1228,0,2496
22308,1282,0,2495
18036,1567,0,2498
23656,1516,0,2499
6889,932,0,2502
18591,1436,0,2500
7285,936,0,2503
24257,1588,0,2505
26067,1812,0,2497
18503,1365,0,2506
1870,391,0,2501
6955,758,0,2508
17492,1361,0,2504
8726,878,0,2511
25351,1590,0,2510
23673,1483,0,2514
16721,1336,0,2513
22381,1525,0,2515
17508,1133,0,2509
26896,1831,0,2516
18780,1359,0,2517
16329,1106,0,2512
10188,1071,0,2519
19211,1487,0,2518
17541,1142,0,2507
8293,782,0,2521
9535,1248,0,2520
18441,1505,0,2522
23343,1555,0,2523
13381,1116,0,2524
19021,1486,0,2525
13046,1040,0,2527
16883,1107,0,2526
11210,1437,0,2529
24096,1697,0,2528
7738,1165,0,2531
18983,1294,0,2530
21210,2202,0,2534
24010,1688,0,2535
6549,903,0,2537
23658,1516,0,2536
6800,922,0,2538
22381,1525,0,2532
8643,944,0,2541
12857,1003,0,2533
18515,1334,0,2540
16947,1250,0,2543
27859,1742,0,2542
16375,1111,0,2544
7654,848,0,2539
18520,1267,0,2545
23302,1406,0,2547
7143,951,0,2548
6827,950,0,2546
27609,1683,0,2549
19889,1504,0,2550
24282,1598,0,2552
17686,1527,0,2551
17777,1393,0,2553
7171,725,0,2556
24041,1584,0,2554
24097,1537,0,2555
9988,1107,0,2557
9372,1154,0,2558
22412,1398,0,2561
10179,1209,0,2564
8298,963,0,2563
18774,1439,0,2562
11156,1190,0,2560
7721,1149,0,2559
18156,1593,0,2570
23967,1668,0,2569
19147,1388,0,2568
22063,1307,0,2565
23560,1480,0,2566
23992,1671,0,2571
23434,1518,0,2572
11652,1212,0,2575
21913,1411,0,2573
22577,1379,0,2574
22593,1482,0,2579
23951,1571,0,2578
23661,1519,0,2567
18232,1288,0,2582
23245,1741,0,2581
18460,1347,0,2580
17698,1529,0,2577
7056,978,0,2584
18481,1543,0,2583
23597,1520,0,2585
17799,1264,0,2586
23110,1638,0,2587
13312,1354,0,2589
18184,1608,0,2576
12904,1005,0,2591
22599,1376,0,2590
23231,1510,0,2592
21417,1284,0,2594
18473,1342,0,2593
7751,1139,0,2595
6770,933,0,2597
9076,1104,0,2598
7970,767,0,2599
11053,1320,0,2600
17001,1333,0,2601
20045,1608,0,2588
9952,1056,0,2596
23228,1745,0,2602
22047,1265,0,2604
16599,1066,0,2605
7847,876,0,2608
24409,1614,0,2607
16935,1245,0,2609
17478,1138,0,2610
23900,1535,0,2611
19071,1405,0,2603
18022,1463,0,2612
18378,1322,0,2606
17643,1392,0,2613
24200,1562,0,2616
18478,1336,0,2618
25286,1630,0,2617
7459,751,0,2619
26703,1740,0,2614
18772,1317,0,2620
10643,1324,0,2622
36282,2326,0,2615
21924,1268,0,2624
23774,1556,0,2623
7126,720,0,2625
32700,1821,0,2626
33406,2006,0,2627
24915,1738,0,2621
33253,1966,0,2629
32477,1791,0,2631
33506,1973,0,2630
40004,2232,0,2632
36460,2141,0,2635
33052,1919,0,2634
34008,2029,0,2633
33977,1908,0,2628
